,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,비유동부채변화율,영업이익변화율,Relative Return,전체 주주 수변화율,주주 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,Label,Code
29,Kyungbang,Materials_&_Chemicals,2017,Q2,-0.009544210402232078,0.04757106077716022,-0.009733572290422376,-0.00047404085122870754,0.13623911092137808,-0.10802736495410303,-0.0178465144825668,0.0023777701364948722,-0.01911833774475924,0.0,-0.06397795738200666,000050
30,Chosun_Refractories,Materials_&_Chemicals,2017,Q2,-0.02441959889144729,-0.05314659312081371,-0.01804364062492314,-0.08716981400730228,0.6827546321711365,-0.07596355103976213,0.012953047742249812,-0.004105707272523906,0.087833443568199,-0.09174618549593072,-0.06926177380712743,000480
29,Youngpoong,Materials_&_Chemicals,2017,Q2,-9.275857080259797e-05,-0.008289285528745749,-9.292807380423262e-05,-0.00016850852333916144,0.9221552174439398,-0.17860269360310782,-0.014102275703188116,-0.007767637693303575,-0.007927350628264218,0.0,0.11686367196986826,000670
29,Dongkuk_Steel,Materials_&_Chemicals,2017,Q2,-0.005994994711737478,-0.012552682588715891,-0.0137998678092639,-0.009916974649029076,-0.3200195896291127,0.07657270269805329,-0.008018791177717421,-0.019975830938835593,-0.00308846828038023,0.7760268834470794,0.04606960073787843,001230
29,SeAH_Besteel,Materials_&_Chemicals,2017,Q2,-0.024715079757104075,-0.10239299637106769,-0.03662573868956054,0.012657772114903598,-1.0093603902614436,0.01976464324261827,0.00017654926817911587,0.010096484827392005,0.005907860134113596,0.0,-0.0105082828835288,001430
29,KIS_Wire,Materials_&_Chemicals,2017,Q2,-0.007486915485387602,-0.13092257618184266,-0.006417223141002237,-0.01569236142158492,0.07245535751497911,-0.09048702326866273,0.01285580109163631,0.007757180098376226,0.008944118295981185,0.0,-0.132628710479944,002240
29,KCC,Materials_&_Chemicals,2017,Q2,-0.09869279873997416,-0.14978842977054319,-0.016958080721845015,0.23700357306812225,-0.3589136642056878,-0.09435095563487861,-0.08357851861933607,-0.07917897021623732,-0.09238534465280757,-0.018700362761802536,0.11694926823828232,002380
29,SeAH_Steel,Materials_&_Chemicals,2017,Q2,-0.0152695423995306,-0.18960421364773117,-0.012912367727275775,0.24354479707817878,0.22824974648841956,-0.05479205532349021,0.026556487852691157,0.005045275301336916,0.02648673204246066,0.033761234588949085,-0.0853661063826078,003030
29,Ilshin_Spinning,Materials_&_Chemicals,2017,Q2,-0.004640500955577664,-0.036096808745418985,-0.005302848207834776,0.029261117137617476,0.09019707857953296,-0.17896384866021575,0.001854388431405729,0.006046283608645342,-0.005624358652238426,-0.0004128713759892211,-0.04049193253728617,003200
29,Hanil_Cement,Materials_&_Chemicals,2017,Q2,-0.02958925185765593,-0.32525847119741513,-0.027053006533685364,-0.9937203036516606,-27.71484124531362,0.24724667222001817,0.059413901157285065,0.016555725584526004,0.029964843007784348,0.20427522450547098,0.03128767802726294,003300
29,Ssangyong_Cement,Materials_&_Chemicals,2017,Q2,-0.04916818065796136,-0.1565812785990739,-0.15106860216400486,-0.5198106006851653,-0.6882779544101791,-0.10500396362761073,0.011405298356879534,-0.0007819242147677485,-0.043672680637289796,0.17373019662074973,-0.11056180831368369,003410
29,Samsung_Fine Chemicals,Materials_&_Chemicals,2017,Q2,-0.024977603607654997,-0.12239606585927953,-0.043471101313249605,0.08239356917504426,-0.5226971966003249,0.19800346774592953,-0.03931559747119562,-0.04498464369271171,0.03201344364454606,-2.4000371085889336,-0.0893449634003429,004000
29,Hyundai_Steel,Materials_&_Chemicals,2017,Q2,-0.011299446964924353,-0.08049433263515415,-0.012621823257210396,0.024708488132411333,-0.21803231583898008,-0.05548206728369752,0.002419678034320749,-2.4207736399661783e-05,0.0027350835411081853,-0.034805449878456685,-0.044208355003708635,004020
29,POSCO_Holdings,Materials_&_Chemicals,2017,Q2,-0.012559628008372847,-0.009466466719996847,-0.00869232962408839,-0.01595303143753135,0.26454860611398523,0.05270506721922645,-0.009538036745359024,-0.010508998087285004,-0.004877766536226735,-0.015788622948804454,-0.12120192271892583,005490
30,Korea_Petrochemical_Ind,Materials_&_Chemicals,2017,Q2,0.006535864673400504,0.48718008221393294,0.008510378321333834,-0.8567878451940705,1.1106304860149132,-0.18106256263973466,-0.04195394898615601,0.021319870660152507,-0.05756176983662731,-0.11936328122030448,-0.07900093369872635,006650
30,Kukdo_Chemical,Materials_&_Chemicals,2017,Q2,-0.02862997496113251,-0.0626270912215634,-0.034509838026015593,0.01391333195966793,-2.6191140031983666,-0.1830204427977577,-0.026823470492451484,-0.02472061367238587,-0.040791794807852666,-0.3536319058145516,-0.04143257659822876,007690
29,Moorim_P&P,Materials_&_Chemicals,2017,Q2,-0.004014107904410258,-0.031305735920747146,-0.008260390733870526,-0.05744743243971362,-0.5817795252754585,-0.062044770337628646,-0.0053982157912928486,-0.005762771665688726,-0.008016575736067066,0.0,0.07314984235448872,009580
29,Hanwha_Solutions,Materials_&_Chemicals,2017,Q2,-0.0257222279941971,-0.005567868300823564,-0.038869583942237274,0.05740307523322408,0.0026975601332194232,-0.015073275247809076,0.04733893034640635,0.0253043891502418,0.061614079099713726,-0.005235005921188307,0.03002159032599687,009830
