,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,비유동부채변화율,영업이익변화율,Relative Return,전체 주주 수변화율,주주 수변화율,전체 주식 수변화율,특정 증권 등 소유 증감 수변화율,Label,Code
13,Kyungbang,Materials_&_Chemicals,2021,Q2,-0.0007203299771900706,-0.1724515818260095,-0.005165816576468973,0.013420883212363122,0.8232871963214959,0.007599486521180948,-0.0032093979309106846,0.0005058365424450706,-0.0033676439717571505,0.0,0.027146116431830798,000050
14,Chosun_Refractories,Materials_&_Chemicals,2021,Q2,-0.08379124596242193,0.030128934925684248,-0.057775907998172116,-0.09517545068511257,0.32195090782133506,-0.04696082334990784,-0.23243129244131255,-0.21947377311454286,-0.7277914355094264,0.3378524306396252,0.049418843704558076,000480
13,Youngpoong,Materials_&_Chemicals,2021,Q2,-0.00721359424695156,-0.08741492933003858,-0.007155265214077167,-0.006496172225048724,-3.3542188140410714,0.028413936089019418,-0.05160564117623023,-0.035371772750552255,-0.041268661318578204,0.0,0.059284748425178925,000670
13,Dongkuk_Steel,Materials_&_Chemicals,2021,Q2,-0.08176790630498898,-0.30966612494297596,-0.19448464363902374,-0.14934233073009828,-1.0462172902624816,0.6154245573902136,-0.08208104550304274,-0.1527314500030601,-0.06355048436677779,3.0544659858252943,0.580043838794163,001230
13,SeAH_Besteel,Materials_&_Chemicals,2021,Q2,-0.03152837834780531,-0.21970481129551356,-0.047450050783380826,0.006008102501117163,-1.49953153414594,0.668073614626948,-0.008321525768026916,0.011515699326164142,-0.0014566443976091747,0.0,0.647332565371631,001430
13,KIS_Wire,Materials_&_Chemicals,2021,Q2,-0.008509185793398988,-0.1323529623701749,-0.007799811136542045,-0.035674625560887296,-0.13496768013518223,0.3871646786838084,-0.014457818675115197,-0.013284980756925968,-0.013187519454782803,0.0,0.13439311471656493,002240
13,KCC,Materials_&_Chemicals,2021,Q2,-0.03844894841836388,-0.15143499928712467,-0.0402725420436425,-0.10630147564705195,-0.9170508646319249,0.13696040038348412,-0.048881936667549475,-0.0595419008480671,-0.04756286568457435,-0.04324169675597944,0.3969677504939712,002380
13,SeAH_Steel,Materials_&_Chemicals,2021,Q2,-0.0011747466088687375,0.7265619356291466,-0.0009958155317673079,-0.03717646770863703,1.0292270006207578,0.16847130800535326,-0.018538873646501308,-0.01608097532328112,-0.018423846751913775,-0.018285601092241865,0.3250961246812946,003030
13,Ilshin_Spinning,Materials_&_Chemicals,2021,Q2,-0.024772888379403613,-0.02730741923580693,-0.02571060664298619,0.023805691442498778,-0.560955833808783,0.11435134190338815,-0.045107207493383816,-0.05252908096051212,0.020399057744892368,-0.027212755546138112,0.07577862798807117,003200
13,Hanil_Cement,Materials_&_Chemicals,2021,Q2,-0.0037945842471467373,0.4420236460131973,-0.0023661036926700962,0.13684428515214786,1.0151074125254034,0.09893387426778878,-0.03253715044737149,-0.021073887795139745,-0.021154409841682043,-0.08579425041193489,0.009676477148750036,003300
13,Ssangyong_Cement,Materials_&_Chemicals,2021,Q2,-0.004129408832233228,-0.1846764981697444,0.0008211602647166805,-0.014343129561325663,-1.1661006048170033,0.07898911248897565,0.002736090893213361,0.009541880456620522,-0.006305621350491286,0.05427826498956101,0.030609741004404785,003410
13,Samsung_Fine Chemicals,Materials_&_Chemicals,2021,Q2,-0.026031566769990855,-0.22677612136499747,-0.036776923616500756,-0.057566183189121434,-0.5036992269232803,-0.015481799747853471,-0.0353821467582085,-0.03497155158296206,-0.015536284027307445,1.0595413052965024,0.05871177299748736,004000
13,Hyundai_Steel,Materials_&_Chemicals,2021,Q2,-0.01740135535497278,-0.14443092196710272,-0.02486202700969775,0.03744276824555637,-0.6309620502332158,0.13417906692372655,-0.02147413269495324,-0.017914110748867618,-0.01677003236248309,-0.07649023698313506,0.06518650996129821,004020
13,POSCO_Holdings,Materials_&_Chemicals,2021,Q2,-0.024574511292733803,-0.18933617418940374,-0.023238128633400246,-0.002719437086357246,-0.4988320638355599,0.10874068141936848,-0.00101661276805598,0.002747052147078377,-0.01401457598031941,0.034427831338278314,0.03340409402366174,005490
14,Korea_Petrochemical_Ind,Materials_&_Chemicals,2021,Q2,-0.028799564213053852,-0.13412345532516912,-0.034332402930047135,0.00999361436686963,0.12778609104919092,0.3314244629683703,-0.0671206162081237,-0.08686994631976352,-0.02575405901907435,0.011580628624199285,-0.3245705919362537,006650
14,Kukdo_Chemical,Materials_&_Chemicals,2021,Q2,-0.12399791214441769,-0.4419982867534049,-0.1403905470379121,-0.16804836703930692,-1.8415838137033602,0.20570319690308198,-0.14055364974367324,-0.1577702170586157,-0.12370336004901406,0.024938029930497985,0.1087435190292334,007690
13,Moorim_P&P,Materials_&_Chemicals,2021,Q2,-0.020240404978283166,-0.1216088002621889,-0.039191134838674646,0.12172053252579884,2.411571132746962,0.3013253065380018,-0.005189112191011258,0.015011904709487989,0.0020400974959874363,0.0,0.1330845328541182,009580
13,Hanwha_Solutions,Materials_&_Chemicals,2021,Q2,-0.041971527943576614,-0.09729038405217438,-0.08527684593711626,-0.26979696719846724,0.37919181421332904,0.0001394843836921844,-0.20473816084055496,-0.17021965894051205,-0.20762681592575394,-0.12576299364095989,-0.1737058374100998,009830
13,OCI,Materials_&_Chemicals,2021,Q2,-0.02452859959696929,-0.2037702313115859,-0.04074939943876288,0.12790561369661269,-0.9653917442703361,0.21204847666483845,-0.02180948139901706,-0.021811392772893123,-0.016797905581810157,-0.04156828523735512,-0.09710887955947098,010060
13,Korea_Zinc,Materials_&_Chemicals,2021,Q2,-0.027730264026878615,-0.0800402455896283,-0.027800893257592163,-0.014721391083970525,0.037696147154033355,-0.054432631324749986,-0.03253441462032769,-0.03311418717409231,-0.0350032552099131,-0.04640671015365805,0.009101276892526315,010130
13,Lotte_Chemical,Materials_&_Chemicals,2021,Q2,-0.024550805535871856,-0.029124208875982216,-0.027118294541454757,-0.12513941912369542,0.06934211348512542,0.017167920058051858,-0.02141229718364368,-0.018268948916336125,-0.01948299260673325,0.0027745239889734874,-0.18462993995374619,011170
13,Kumho_Petrochemical,Materials_&_Chemicals,2021,Q2,-0.13659218657536232,-0.08605453301686206,-0.14888508050313454,0.36187054148776276,0.004849446052741069,0.7494972479645489,-0.14333718929001638,-0.1378540028693429,-0.13144959416222468,-0.13236321759451153,-0.2259842437740011,011780
13,SKC,Materials_&_Chemicals,2021,Q2,0.010064583981455266,0.040210932338232364,0.012073692352009724,0.2304561522468006,-0.2009191092221454,0.27576487172409353,-0.0021316410672966857,-0.02968582018323862,-0.004021324492502698,-0.09875203672690613,0.16216004885955634,011790
14,Hansol_Chemical,Materials_&_Chemicals,2021,Q2,-0.06819909101223898,-0.04603985794715326,-0.07775206520177336,0.09185441443584752,-0.012162990539666518,0.15160047198558108,-0.05226606468675277,-0.03335757563275399,-0.015013043613075316,0.49134091675782177,-0.05847221260755087,014680
13,Iljin_Materials,Materials_&_Chemicals,2021,Q2,-0.015046438327484868,-0.12503886342548087,-0.05164724624949413,-0.010040283303928144,-0.6766052466147596,0.2401979855830947,-0.03275023786021758,-0.027222315609159997,-0.02079427166643444,-0.02151533517255566,0.011740603577338353,020150
13,Namhae_Chemical,Materials_&_Chemicals,2021,Q2,-0.013982270218099613,-0.3013588414047699,-0.01734758332954578,-0.13214865413504895,-1.726307505606493,0.01746124578859312,-0.08523552404291057,-0.12091479004672823,-0.07528940544683826,0.0,0.08698119285982758,025860
13,LG_Chem,Materials_&_Chemicals,2021,Q2,-0.04103371081655682,-0.17198691158521906,-0.05008834185663025,-0.028980311403383086,-0.390751414380196,-0.1173969224535095,-0.01423128040020405,-0.023195164393579493,-0.026428285612710267,-0.009714962489294265,-0.012007661247038677,051910
13,Huchems,Materials_&_Chemicals,2021,Q2,-0.027861401283116427,-0.21064155680110574,-0.046391913632891635,-0.005763660066928633,0.03893979773763878,-0.22710970672459768,-0.027621251667231395,-0.03984121993406786,-0.0408675483890637,-0.05143887119604562,0.011527602525645657,069260
13,Huvis,Materials_&_Chemicals,2021,Q2,-0.04512096323589221,-0.13125124673530442,-0.09656856055421614,-0.2319044883064707,-0.7818116852349413,-0.1942252220726079,-0.005004596532546035,-0.021959697811311907,-0.023768730404471805,-0.10549145354399503,-0.02396101917739158,093370
13,Poongsan,Materials_&_Chemicals,2021,Q2,-0.0533373188961499,-0.4148505970065728,-0.09673380001830734,0.009219073090116381,-1.3903959906265126,0.11608660313837886,-0.10733054312273782,-0.09633932738421769,-0.09141185353179382,-0.020126026796096763,0.07964813963118339,103140
13,Korea_Steel,Materials_&_Chemicals,2021,Q2,-0.01453585554524639,-0.756440214812591,-0.30455350221683597,-0.05403549241639993,-5.6842635587174755,0.5755330492923915,-0.09457137608495048,-0.09242106065467381,-0.007810753227038392,0.0,-0.09891096602060048,104700
13,LG_Hausys,Materials_&_Chemicals,2021,Q2,0.06655708803942917,-0.1624862638828135,0.31905509330362924,0.371466126272035,0.008291800820358963,0.014479580735083708,-0.08142791627372659,-0.06410004258639757,-0.05987543042240717,-0.001684202252670186,0.16268100799268034,108670
13,Kolon_Industries,Materials_&_Chemicals,2021,Q2,-0.03509927021393011,-0.08730063938762034,-0.04976064822953652,-0.5756119477947228,-0.34789303577663744,0.3823706434337186,-0.010775021296068221,0.00023126259363359658,-0.008002141701450416,-0.00012834951927742644,0.25082646833798916,120110
