접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330003999,Y,00136378,신세계,2011.02.07,무상증자,보통주,"18,860,500","5,000","5,000",2015-12-31,2015,Q4
20160330003999,Y,00136378,신세계,2011.05.01,주식분할,보통주,"27,875,819","-5,000","-5,000",2015-12-31,2015,Q4
20170329001041,Y,00136378,신세계,2011.02.07,무상증자,보통주,"18,860,500","5,000","5,000",2016-12-31,2016,Q4
20170329001041,Y,00136378,신세계,2011.05.01,주식분할,보통주,"27,875,819","-5,000","-5,000",2016-12-31,2016,Q4
20180402002212,Y,00136378,신세계,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004311,Y,00136378,신세계,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003822,Y,00136378,신세계,-,-,-,-,-,-,2019-12-31,2019,Q4
20210316000687,Y,00136378,신세계,-,-,-,-,-,-,2020-12-31,2020,Q4
20220316000691,Y,00136378,신세계,-,-,-,-,-,-,2021-12-31,2021,Q4
20230315001319,Y,00136378,신세계,-,-,-,-,-,-,2022-12-31,2022,Q4
20240313001406,Y,00136378,신세계,-,-,-,-,-,-,2023-12-31,2023,Q4
20250312001128,Y,00136378,신세계,-,-,-,-,-,-,2024-12-31,2024,Q4
