code,name,year,quarter,sector,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_자본금 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,Relative Return,Label,Code
80,하이트진로,2024,Q4,생활소비재,0.03860635243348942,-0.013372039045719819,-0.00024186388833202788,-0.025371218783751814,0.11566428046318111,0.011039314775196818,0.0,-0.10148607038582436,-0.02078557568408934,-0.07823746143006738,-0.5626336241393641,-1.3240007255324684,-0.09038091063838459,-0.09038091063838459,000080
80,하이트진로,2024,Q3,생활소비재,-0.0802309580988374,0.05381225309641047,0.016394639525985966,0.02669055799099107,-0.04871650070662881,0.006101223109356013,0.0,0.20229345615574257,0.035690868729803205,0.03342222307057052,0.027601185722398558,-0.0866808112952705,0.06823672954739804,-0.09038091063838459,000080
80,하이트진로,2024,Q2,생활소비재,0.10056065799144709,0.00016175982469013306,0.026296554699050123,0.07640142417074114,-0.10159521656540127,0.0211601212922512,0.0,0.24580088480732942,0.0360659600032629,0.0952911325626229,0.5940087497274638,0.3236607120656536,0.028627711658482734,0.06823672954739804,000080
80,하이트진로,2024,Q1,생활소비재,-0.03315829481892707,-0.009810786724987808,-0.015996247578761835,-0.05035829598662345,0.10537445508692156,-0.00693734941521662,0.0,-0.21501944174767285,-0.032777774062303755,-0.030612977371867522,0.4212816648268576,4.577404304454936,-0.004698098076335337,0.028627711658482734,000080
80,하이트진로,2023,Q4,생활소비재,-0.06809378772243291,0.007094681850946749,-0.013981675448834108,-0.02484482568218238,0.04973006751382236,-0.005138902611482421,0.0,-0.40951448612130625,-0.029954228229900126,-0.018247123687680666,-0.13466584259986247,-0.636310622162622,-0.14990381084427554,-0.004698098076335337,000080
80,하이트진로,2023,Q3,생활소비재,0.09270911721918629,-3.427493868513043e-05,0.024336271574538992,-0.006118568027627114,0.1534918485429133,0.03160062933143459,0.0,0.039699472260998014,0.011470825467099433,0.005466180006437282,4.940611665452566,-3.205327338075375,0.06525524190560864,-0.14990381084427554,000080
80,하이트진로,2023,Q2,생활소비재,-0.13641917610401266,0.005814312174138969,-0.035910879928839345,-0.06836137468260162,0.009208579083249901,-0.05112593418988398,0.0,-0.02626055787165582,-0.00773214600764871,0.05317315783530008,-0.8384316553527165,-1.2904599788180706,-0.15510437639735503,0.06525524190560864,000080
80,하이트진로,2023,Q1,생활소비재,0.08297628706060656,0.004991940490844948,0.026679968343786165,0.18380846964116815,-0.21186173151290022,0.06500935459728985,0.0,-0.1167912853350569,-0.03747612689528845,-0.009369547541689394,1.4916901443666823,-1.8671516366329755,-0.024821968334735087,-0.15510437639735503,000080
80,하이트진로,2022,Q4,생활소비재,-0.15929439718065386,-0.01132933907094602,-0.0574638446460386,-0.08490486250395912,-0.11882171472162495,-0.09535946817404928,0.0,0.043660870690116926,0.013606506822322784,-0.06303004997257622,-0.7197917538727413,-1.8706032194121973,-0.1655980592687614,-0.024821968334735087,000080
80,하이트진로,2022,Q3,생활소비재,0.08905945013229388,-0.00014981265848801328,0.026055906898115655,0.030210789605388477,0.018170216487112256,0.026469125660202097,0.0,0.0859231743901192,0.025281842998496673,0.029728978613393853,-0.06919448480591361,-0.13208341449804395,-0.08268146388369943,-0.1655980592687614,000080
80,하이트진로,2022,Q2,생활소비재,-0.2874785312870728,-0.00486814847886663,-0.10871490601268263,-0.19261584075039462,-0.10949444394848495,-0.16849693083145334,0.0,0.10988968351355366,0.030006510551201515,0.07507877310486655,0.08027579873853319,0.09420025551049438,-0.05541183527418489,-0.08268146388369943,000080
80,하이트진로,2022,Q1,생활소비재,0.1636636922553667,-0.0053036190353181745,0.05076033269726077,0.06419331327102062,0.14243123809696745,0.0857692486737649,0.0,-0.07736521656314133,-0.02238425684751877,0.08248706980528042,0.6800022376931831,-6.841414483054641,-0.012106847679306795,-0.05541183527418489,000080
80,하이트진로,2021,Q4,생활소비재,0.29539159320844033,-0.017496724090179328,0.06810515482504886,0.2182818182808275,-0.10778592211798232,0.1067402427462012,0.0,-0.01539016242601654,-0.0045021121627238925,-0.024782293011089473,-0.21041849634010934,-1.5398348119642886,0.20334813704858318,-0.012106847679306795,000080
80,하이트진로,2021,Q3,생활소비재,-0.004971598791916332,-0.010429713121749784,-0.008942408272992086,-0.029605562389905193,0.007834902605450944,-0.017114956466026676,0.0,0.023598230002784604,0.006789876115768312,-0.017256904544062146,-0.08061077428503849,-0.5571987962744418,0.08553042000862286,0.20334813704858318,000080
80,하이트진로,2021,Q2,생활소비재,-0.33592625106691487,-0.005515664352230942,-0.12424971737042645,-0.24267026448466533,-0.03598571093470815,-0.18432813090991884,0.0,0.0748060302714797,0.02043498266970678,0.048772073777403335,-0.08270118270109883,-0.5423793325890897,-0.0652852377051257,0.08553042000862286,000080
80,하이트진로,2021,Q1,생활소비재,0.8198402890800562,0.0004980129276397349,0.1936135240996295,0.45077697870141153,0.027817243225708665,0.2997927692958371,0.0,-0.009466151554164859,-0.0026038112669686253,0.03711054583482465,0.8679218451408715,-2.553475684458523,-0.0915683198064994,-0.0652852377051257,000080
80,하이트진로,2020,Q4,생활소비재,-0.46157044486562904,-0.029046319094423012,-0.18361702173337302,-0.3231474741208694,-0.05936497526718176,-0.24785358586900974,0.0,-0.10302111760401089,-0.030624713227711653,-0.17501687502731245,-0.608974075483051,-1.9887728308853743,-0.14532814872049518,-0.0915683198064994,000080
80,하이트진로,2020,Q3,생활소비재,-0.1881005028827627,-0.011292835037684745,-0.08268250036712188,-0.1684215139751929,0.019741914986538545,-0.12218762855495591,0.0,0.09873222789059177,0.027445532109191983,0.06820344535576806,0.3061280701562139,-0.03460499329030353,-0.24613265477294238,-0.14532814872049518,000080
80,하이트진로,2020,Q2,생활소비재,0.6336055660612108,-0.004035415547907983,0.18229773396114757,0.2466487463388085,0.25483228952238535,0.2486496282535382,0.0,0.11600643977193026,0.029755146106636765,0.08699780892636477,-0.09857725232090064,0.1317657645870658,-0.0446657728861653,-0.24613265477294238,000080
80,하이트진로,2020,Q1,생활소비재,0.5916229745686199,-0.0040397637721094615,0.1182572522679779,0.4836941840483133,-0.2608633234357658,0.19048503638213998,0.0,-0.06889966315890861,-0.01862665461250268,-0.03318048922960137,0.6272125175711072,2.0637137335812588,0.30181752030032916,-0.0446657728861653,000080
80,하이트진로,2019,Q4,생활소비재,-0.1281153933993191,-0.015803933380092117,-0.041162545460203925,-0.09335768629453012,0.06666507750797845,-0.0364310175520145,0.0,-0.16296750789433656,-0.0500032890966573,0.05866835754624522,-0.32379792221962045,-0.6039890403462096,0.038010294575439196,0.30181752030032916,000080
80,하이트진로,2019,Q3,생활소비재,0.017050638667792217,0.0006343433154849532,0.004294461044413556,0.006141898905612786,-0.022929227600847035,-0.004396058754765231,0.0,0.07165593032855733,0.02094580244223443,0.009775092172608968,4.8057016164004915,-2.2154833282076245,0.2802798329144396,0.038010294575439196,000080
80,하이트진로,2019,Q2,생활소비재,-0.11054072748832633,0.008919837650565476,-0.02041348070529836,0.07007010135821146,-0.13948868985706075,-0.01672934742321086,0.0,-0.0878920854988211,-0.027395834543206488,0.24456856353846068,-2.451313332809943,0.7528773870799883,0.0872777002159705,0.2802798329144396,000080
