,name,year,quarter,sector,Relative Return,영업이익 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,매출액 변화율,이익잉여금 변화율,비유동부채 변화율,Label,Code
34,하이트진로,2016,Q2,생활소비재,-0.21978854970262243,0.06225300778873777,-0.16413379490709135,-0.01278768375772199,0.23038273714967517,0.03565536001713587,-0.08062696440096995,-0.03598531033709729,000080
34,CJ,2016,Q2,생활소비재,-0.18960116914057856,-0.7366765580435821,-0.7669861265716806,2.998635143214301e-05,-0.5946921647564738,0.004545587279831453,0.0072292199775858546,-0.1523368496930036,001040
34,대상,2016,Q2,생활소비재,0.07967801911387586,-0.07869163330313955,-0.20499444811329115,0.004025403210617284,0.023981937709230072,0.037867127047358284,0.005528093952218871,-0.13602207737328315,001680
34,오리온,2016,Q2,생활소비재,-0.15338178941590255,-0.3052714073143963,1.1650950645064202,0.006360994631070316,-0.041603277527825555,0.0011200660028105602,0.018276932877049568,-0.18535685414290062,001800
34,아모레G,2016,Q2,생활소비재,-0.17744728494812168,-1.0098850483487791,-0.9901854201928948,0.000231187205032235,-0.8679754047569299,-0.0004412610287386487,-0.00453202231882166,0.025949920262107042,002790
34,남양유업,2016,Q2,생활소비재,-0.09472363552423035,2.7223651060540877,1.9035037356396871,-0.0030317113324968004,0.11942139963329734,0.012882603226104461,-0.19925423295573153,0.005181239854440141,003920
34,농심,2016,Q2,생활소비재,-0.1780270453076065,-0.8281181286527772,-0.9079110926196303,0.008573434334518959,-0.07801058916523507,0.006493477010582893,-0.20368961434244914,-0.1457451772756213,004370
34,빙그레,2016,Q2,생활소비재,-0.11018559045260598,5.715947888773787,3.1714256568413868,-0.02393667263633148,0.38029037953384104,1.9420546648583596,-0.14858791219877743,-0.015148782523825285,005180
34,롯데칠성,2016,Q2,생활소비재,-0.24769800863879976,0.18738296545846644,-0.07504735245728256,-0.007538595202371434,0.14874134185044174,0.011534706840914843,-0.01243528318788445,-0.04036610090069271,005300
34,현대그린푸드,2016,Q2,생활소비재,-0.14465697385225118,-0.27093477111252984,-0.4594270512805826,-0.03262489121738055,-0.09974389788571869,0.020044772680589018,-0.04789121403052987,-0.06730279186944621,005440
34,삼립식품,2016,Q2,생활소비재,-0.2779688257670116,1.2036628476313251,1.1979092845383499,-0.008557721781451755,0.06481042491896272,0.0446446146537558,-0.11399869358440795,-0.08257330918951808,005610
