,name,year,quarter,sector,Relative Return,영업이익 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,매출액 변화율,이익잉여금 변화율,비유동부채 변화율,Label,Code
7,하이트진로,2023,Q1,생활소비재,-0.024821968334735087,1.4916901443666823,-1.8671516366329755,0.004991940490844948,-0.009369547541689394,-0.1167912853350569,-0.21186173151290022,-0.15510437639735503,000080
7,CJ,2023,Q1,생활소비재,-0.13613870129101321,6.539313764554192,7.512720602874477,-0.0006821353075396885,-0.045551962510293365,-0.0021971101494422385,-0.33243002944431554,-0.17919900942632128,001040
7,대상,2023,Q1,생활소비재,-0.042117077353037366,2.3431612021787993,-0.2154473154318124,0.0465109212280701,0.016864459613057825,-0.012416447825644217,0.12708311773583136,-0.11603061908663619,001680
7,오리온,2023,Q1,생활소비재,0.011134679133489672,5.822828313814628,6.887196777087754,0.0010006887586466728,2.521082735955617,-0.9434818744753767,0.0010007809600640627,-0.10112309208470176,001800
7,아모레G,2023,Q1,생활소비재,-0.21228938790982174,-0.777891329448626,-0.7858992187434195,-0.013512016011962724,-0.0006902142152999113,0.005373371118110093,-0.12938145685483704,-0.0006872790240209092,002790
7,남양유업,2023,Q1,생활소비재,-0.14136842400622174,-0.4294194658820446,-0.7214041674685826,-0.023368538716622034,-0.009765560111637095,-0.020135511567352493,-0.04660049068842098,-0.14653587963211323,003920
7,농심,2023,Q1,생활소비재,0.04817080089397604,0.48010423387647294,0.5599879465125919,0.0036274316584421484,0.01922558645193706,0.004848800790240748,0.03725236168168733,0.02837237111550478,004370
7,빙그레,2023,Q1,생활소비재,0.05721983925373751,-5.829125309239528,-4.583777190448424,-0.02435319507518563,0.11829828820224253,-0.684108825672193,0.10198853604259184,0.0038271566715171526,005180
7,롯데칠성,2023,Q1,생활소비재,-0.1154013960664157,1.4441225216264861,20.86641211474222,0.00632324274723528,0.015987817471184274,0.002275569893561702,0.15097762800176429,-0.12258151255371992,005300
7,현대그린푸드,2023,Q1,생활소비재,0.0,-0.3784157387960374,-0.08787800862214235,-0.2642129181690265,-0.6244575246985888,0.08232048479078702,0.08340199547520766,-0.1294554152404964,005440
7,삼립식품,2023,Q1,생활소비재,0.05611561802100263,-0.4419279795922664,-0.4246191256737376,-0.001639975943337757,-0.0780746345257719,-0.017071973014454178,-0.043494649682208064,-0.15021653276331445,005610
7,크라운제과,2023,Q1,생활소비재,-0.03870077982092998,-44.83172674910401,-1.2294097145678187,-0.0005236389773505268,1.3105920830427022,0.014983219970667205,0.01718027637432651,-0.12217600288614477,005740
7,GS리테일,2023,Q1,생활소비재,-0.10480710195193943,-0.5175809729751171,-1.3693322022774117,0.0009926243329703155,-0.052470360952762696,0.00014406226849228432,-0.0006692316528784659,-0.10015120560834488,007070
7,오뚜기,2023,Q1,생활소비재,0.006792620522862752,0.817819275374364,-0.3977603618888418,-0.009213372640319184,0.03341679045890267,0.0027944531610006873,0.46372565172141456,-0.21360309296137564,007310
7,한국전력,2023,Q1,생활소비재,0.05526042307158455,-0.36279503692350534,-0.36397563722096093,0.021831278163115586,0.11032454188724938,-1.1377792930582646,0.08791126442915931,-0.08901985447336633,015760
7,KT&G,2023,Q1,생활소비재,-0.11801050185888873,0.013026940130778764,-5.72487717284867,0.02440045734518259,-0.10047020742122792,-0.7431687114703942,-0.016964954952485622,-0.045784684525965166,033780
7,무학,2023,Q1,생활소비재,0.09152075309320146,0.10293991029454941,0.0053701240282597595,-0.09759139861007082,0.014622538998224854,0.06803526368054835,0.015051081882784034,-0.04775486317670235,033920
7,한국가스공사,2023,Q1,생활소비재,-0.043305680653114534,-0.5235065717416708,-0.941909924214731,0.05975345334748172,-0.007234269188559295,0.008050296572577054,0.008168160389451673,-0.08128187759639563,036460
7,팜스코,2023,Q1,생활소비재,-0.0454691207593151,-14.540160545899715,-1.0035147686168746,-0.002340958676020022,-0.08643679592756082,-0.022947933662324838,0.1306088940830068,0.018395632763530914,036580
7,동원F&B,2023,Q1,생활소비재,-0.038776095566564445,0.514457318960011,0.7572360023018234,0.0010489854869872861,0.14216309734758403,-0.609214544333887,0.022545402574490003,-0.1676826942253406,049770
7,LG생활건강,2023,Q1,생활소비재,-0.04558158822589467,-0.04055313916380121,-2.959738820473667,-0.005160417448026311,0.023250129399907005,0.07186933980827281,0.02285258010080038,-0.17802730342237955,051900
7,에이블씨엔씨,2023,Q1,생활소비재,0.34610935191975933,0.13087486222960787,38.17040876404654,-0.03595678230271837,0.01377108022724527,-0.052510358815059055,-0.0449549533112833,-0.09499247683403625,078520
7,아모레퍼시픽,2023,Q1,생활소비재,-0.17687754275939044,-0.02755388231008038,-7.566913056288748,-0.0030389570609586913,-0.12707573520848214,0.0011787706476220627,-0.009425926464660894,0.09135121616408058,090430
7,CJ제일제당,2023,Q1,생활소비재,-0.017709560609676888,1.789494699144198,4.893078749709171,-0.0010303425700226576,-0.03284504855515369,0.060048752330176036,0.02540766128774985,-0.0763624167881985,097950
7,락앤락,2023,Q1,생활소비재,-0.07693829289283696,-0.4854439288437924,-0.9378706725197717,-0.0056965416492072984,-0.03599151458676364,-0.0982845258763575,-0.023004312432561402,-0.0557954291272384,115390
7,이마트,2023,Q1,생활소비재,-0.22505946038126384,-0.20941354496642328,0.3307002512567916,-0.007625164444893029,-0.015469432605191846,0.008600382109216875,0.05015601199127939,-0.12589506555070507,139480
7,삼양사,2023,Q1,생활소비재,0.07994251658988119,0.14643741803875865,4.216393882479206,0.021760708351576064,0.012952454690858817,0.07677670051520757,-0.2104685644748734,-0.1649531068798749,145990
7,한국콜마,2023,Q1,생활소비재,0.022101969815024207,-0.36781325455063274,-1.1954041001800713,0.017687050654086267,0.2307805104091154,-0.009134735289152096,-0.258288551231892,0.31854906432887115,161890
7,코스맥스,2023,Q1,생활소비재,0.0021474449505059917,3.4613843309488477,-1.1809503518517823,0.06975631767802004,0.12333654241718106,0.6422180436698874,0.23404255282795616,0.40067074506423156,192820
