code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2019,Q3,12773939000000.0,25005064000000.0,37779003000000.0,8704987000000.0,5112473000000.0,13817460000000.0,20274225000000.0,23961543000000.0,8340844000000.0,310423000000.0,350171000000.0,262648000000.0,262648000000.0,,
660,SK_Hynix,Electronics,2019,Q3,11286249000000.0,46056722000000.0,57342971000000.0,5732553000000.0,5250473000000.0,10983026000000.0,41023917000000.0,46359945000000.0,6396077000000.0,308913000000.0,430798000000.0,418687000000.0,418687000000.0,3657652000000.0,
3550,LG_Corporation,etc,2019,Q3,667497000000.0,8887354000000.0,9554851000000.0,159239000000.0,85951000000.0,245190000000.0,5988273000000.0,9309661000000.0,101076000000.0,49357000000.0,46143000000.0,34909000000.0,34909000000.0,879359000000.0,,,
3670,POSCO_Future_M,Electronics,2019,Q3,393879508952.0,802415412680.0,1196294921632.0,212478795388.0,74323293459.0,286802088847.0,687040077661.0,909492832785.0,359037398525.0,27444816839.0,30743866642.0,23907935790.0,23907935790.0,30494110000.0,
5380,Hyundai_Motor,Transportation,2019,Q3,21628713000000.0,49616050000000.0,71244763000000.0,12933355000000.0,4743336000000.0,17676691000000.0,49375772000000.0,53568072000000.0,11334037000000.0,12174000000.0,324758000000.0,490799000000.0,490799000000.0,1488993000000.0,
5490,POSCO_Holdings,Metal,2019,Q3,17716458788079.0,37711522945019.0,55427981733098.0,2825160798240.0,6266838232201.0,9091999030441.0,46151051277446.0,46335982702657.0,7735894942797.0,662475809033.0,692958820317.0,499044928266.0,499044928266.0,482403125000.0,,
5930,Samsung_Electronics,Electronics,2019,Q3,76848738000000.0,140398633000000.0,217247371000000.0,37245240000000.0,2451483000000.0,39696723000000.0,171078582000000.0,177550648000000.0,42204911000000.0,2665967000000.0,5786457000000.0,4585890000000.0,4585890000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2019,Q3,3206355297052.0,11544776204852.0,14751131501904.0,2155343804472.0,1642973263190.0,3798317067662.0,356712130000.0,5801614293483.0,10952814434242.0,2082826009524.0,120163438351.0,126977539550.0,97614420050.0,97614420050.0,
9150,Samsung_Electro_Mechanics,Electronics,2019,Q3,2494632981780.0,3052765629184.0,5547398610964.0,1004758692972.0,139376709072.0,1144135402044.0,388003400000.0,4403263208920.0,1394323929489.0,148151153094.0,166033833659.0,123215894392.0,123215894392.0,500342572515.0,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2019,Q3,1429307799000.0,9874529216000.0,11303837015000.0,345780927000.0,74095650000.0,419876577000.0,16523826444000.0,10883960438000.0,26825594000.0,-16017442000.0,-19244846000.0,-10405210000.0,-10405210000.0,353865580000.0,
10130,Korea_Zinc,Metal,2019,Q3,3751682037952.0,3201670427816.0,6953352465768.0,607180078307.0,111311776357.0,718491854664.0,6122331395445.0,6234860611104.0,1305928654790.0,182625777139.0,199910407230.0,144732658716.0,144732658716.0,94350000000.0,
10950,S_Oil,Chemistry,2019,Q3,6576345000000.0,10461645000000.0,17037990000000.0,6455329000000.0,4140124000000.0,10595453000000.0,4802818000000.0,6442537000000.0,6234570000000.0,230966000000.0,72835000000.0,50886000000.0,50886000000.0,291512000000.0,
11170,Lotte_Chemical,Chemistry,2019,Q3,3968860786150.0,10804158277123.0,14773019063273.0,1808380086707.0,1348255172863.0,3156635259570.0,171377095000.0,10499932001694.0,11616383803703.0,2360796070635.0,203325373410.0,85066183210.0,59676651319.0,59676651319.0,
12330,Hyundai_Mobis,Transportation,2019,Q3,14644306000000.0,14149079000000.0,28793385000000.0,4881535000000.0,438488000000.0,5320023000000.0,21746575000000.0,23473362000000.0,5306415000000.0,392390000000.0,581805000000.0,451615000000.0,451615000000.0,491096000000.0,
15760,Korea_Electric_Power,Electronics,2019,Q3,7971135000000.0,99703067000000.0,107674202000000.0,17122320000000.0,38109688000000.0,55232008000000.0,4053578000000.0,34762448000000.0,52442194000000.0,15929809000000.0,672729000000.0,35433000000.0,-2881000000.0,-2881000000.0,
17670,SK_Telecom,Communication,2019,Q3,4754598000000.0,25178790000000.0,29933388000000.0,4645267000000.0,8172035000000.0,12817302000000.0,16708070000000.0,17116086000000.0,2911550000000.0,252761000000.0,202966000000.0,161088000000.0,161088000000.0,44639000000.0,,
18260,Samsung_SDS,IT_Service,2019,Q3,4029308815908.0,2552188685185.0,6581497501093.0,893631151042.0,317079532133.0,1210710683175.0,38688900000.0,4176335849095.0,5370786817918.0,1207909038288.0,132294839699.0,121315727970.0,86792597749.0,86792597749.0,
18880,Hanon_Systems,Machines,2019,Q3,937818681891.0,3276646701948.0,4214465383839.0,621814263209.0,2174884562733.0,2796698825942.0,1161075864690.0,1417766557897.0,623861341632.0,-6091528859.0,5524046066.0,4701257811.0,4701257811.0,53380000000.0,
28260,Samsung_C&T,Distribution,2019,Q3,7435696163018.0,27154636073704.0,34624415553154.0,7535978602673.0,6234024223285.0,13770002825958.0,6299781522448.0,20854412727196.0,4938087156591.0,111968243205.0,246505568557.0,141391616775.0,141391616775.0,19131748300.0,
30200,KT_Corporation,Communication,2019,Q3,6961437000000.0,20114951000000.0,27076388000000.0,6471111000000.0,7650930000000.0,14122041000000.0,12954347000000.0,4705722000000.0,197729000000.0,98201000000.0,72384000000.0,72384000000.0,1564499000000.0,10952914000000.0,,
33780,KT&G,Food,2019,Q3,4299849567639.0,4725651869176.0,9025501436815.0,1295680228348.0,128884265932.0,1424564494280.0,954959485000.0,737964037617.0,7600936942535.0,723442075187.0,284882304724.0,342800431210.0,250522452292.0,250522452292.0,
34220,LG_Display,Electronics,2019,Q3,7832401000000.0,21602029000000.0,29434430000000.0,9045792000000.0,8282231000000.0,17328023000000.0,8066215000000.0,12106407000000.0,5432573000000.0,-592724000000.0,-770323000000.0,-575046000000.0,-575046000000.0,1789079000000.0,
34730,SK_Inc,etc,2019,Q3,891446000000.0,21485489000000.0,22376935000000.0,2375344000000.0,5902399000000.0,8277743000000.0,9673805000000.0,14099192000000.0,142766000000.0,98241000000.0,131859000000.0,131859000000.0,571451000000.0,15385000000.0,,
35420,NAVER,IT_Service,2019,Q3,1468746653175.0,5446104444733.0,6914851097908.0,1419144022432.0,201624064121.0,1620768086553.0,6466832783643.0,5294083011355.0,996224433926.0,342673575101.0,420888855323.0,310784330770.0,310784330770.0,16481339500.0,,,
35720,Kakao,IT_Service,2019,Q3,1338938899176.0,5299963544923.0,6638902444099.0,1453534507717.0,270985649242.0,1724520156959.0,687701621391.0,4914382287140.0,,49523957413.0,75540695806.0,66150160983.0,66150160983.0,41984973000.0,,
36570,NCSoft,IT_Service,2019,Q3,1874946877506.0,1265977857337.0,3140924734843.0,202750295263.0,354838623095.0,557588918358.0,2437163514649.0,,346767144643.0,142639416553.0,168025502488.0,128810047227.0,128810047227.0,10977011000.0,,
51900,LG_Household_&_Health_Care,Chemistry,2019,Q3,986118914506.0,3014440588664.0,4000559503170.0,813430483282.0,32348467117.0,845778950399.0,3040282099046.0,3154780552771.0,1183756685278.0,234065942727.0,230681461111.0,169081318736.0,169081318736.0,88589470000.0,
51910,LG_Chem,Chemistry,2019,Q3,8705660000000.0,18145777000000.0,26851437000000.0,4300013000000.0,5830851000000.0,10130864000000.0,14371002000000.0,16720573000000.0,5974827000000.0,235575000000.0,216460000000.0,161996000000.0,161996000000.0,391406000000.0,
