code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2022,Q4,17675474000000.0,29039974000000.0,46715448000000.0,14444194000000.0,5801081000000.0,20245275000000.0,22960719000000.0,26470173000000.0,13113208000000.0,1427045000000.0,1238852000000.0,859147000000.0,859147000000.0,,
660,SK_Hynix,Electronics,2022,Q4,17511130000000.0,74289103000000.0,91800233000000.0,14790337000000.0,16847074000000.0,31637411000000.0,54413210000000.0,60162822000000.0,5451048000000.0,-1884296000000.0,-5688192000000.0,-4856436000000.0,-4856436000000.0,3657652000000.0,
3550,LG_Corporation,etc,2022,Q4,1670275000000.0,8233698000000.0,9903973000000.0,191677000000.0,171882000000.0,363559000000.0,8019857000000.0,9540414000000.0,132932000000.0,62769000000.0,122926000000.0,30089000000.0,30089000000.0,801613000000.0,,,
3670,POSCO_Future_M,Electronics,2022,Q4,1832808915528.0,2443816819477.0,4276625735005.0,920661300495.0,928840118957.0,1849501419452.0,944517783125.0,2427124315553.0,718904720659.0,8554553598.0,-41614926486.0,-26275942843.0,-26275942843.0,38731610000.0,
5380,Hyundai_Motor,Transportation,2022,Q4,23819313000000.0,59593036000000.0,83412349000000.0,21443574000000.0,6212960000000.0,27656534000000.0,52028878000000.0,55755815000000.0,19479659000000.0,2158433000000.0,1606174000000.0,1391090000000.0,1391090000000.0,1488993000000.0,3950212000000.0
5490,POSCO_Holdings,Metal,2022,Q4,4308290115146.0,46840829094141.0,51149119209287.0,118993021955.0,3858263509655.0,3977256531610.0,47409674639879.0,47171862677677.0,,517073549878.0,200673550029.0,725619325043.0,725619325043.0,482403125000.0,,
5930,Samsung_Electronics,Electronics,2022,Q4,59062658000000.0,201021092000000.0,260083750000000.0,46086047000000.0,4581512000000.0,50667559000000.0,204388016000000.0,209416191000000.0,42790896000000.0,-421436000000.0,3212887000000.0,3827049000000.0,3827049000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2022,Q4,6272667840606.0,12576218902553.0,18848886743159.0,4800392273358.0,1392476430880.0,6192868704238.0,356712130000.0,7303941944466.0,12656018038921.0,5299562749596.0,200106523508.0,117502189107.0,100308784219.0,100308784219.0,
9150,Samsung_Electro_Mechanics,Electronics,2022,Q4,3968881562303.0,3941375254869.0,7910256817172.0,1757496589058.0,366895151373.0,2124391740431.0,388003400000.0,5785865076741.0,1454452378119.0,-50834328537.0,-171113044279.0,-129189517214.0,-129189517214.0,688165951503.0,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2022,Q4,2118469806000.0,9311699900000.0,11430169706000.0,258944569000.0,46736416000.0,305680985000.0,16733165095000.0,11124488721000.0,52730653000.0,-10621398000.0,167038533000.0,237996771000.0,237996771000.0,353865580000.0,
10130,Korea_Zinc,Metal,2022,Q4,4685834531698.0,5405400812916.0,10091235344614.0,1675608941646.0,15168808296.0,1690777749942.0,7397618088919.0,8400457594672.0,2164434104954.0,156276635243.0,174714184909.0,143836402940.0,143836402940.0,99315790000.0,
10950,S_Oil,Chemistry,2022,Q4,9168427000000.0,10404969000000.0,19573396000000.0,8182228000000.0,2914950000000.0,11097178000000.0,6813159000000.0,8476218000000.0,10495402000000.0,-161089000000.0,328357000000.0,228007000000.0,228007000000.0,291512000000.0,
11170,Lotte_Chemical,Chemistry,2022,Q4,6182126688726.0,12276012433373.0,18458139122099.0,4467014243167.0,2314011668637.0,6781025911804.0,171377095000.0,10364673586745.0,11677113210295.0,3741964800159.0,-309127438489.0,-739916344973.0,-546128527328.0,-546128527328.0,
12330,Hyundai_Mobis,Transportation,2022,Q4,16515045000000.0,18267005000000.0,34782050000000.0,7109444000000.0,1584179000000.0,8693623000000.0,24967441000000.0,26088427000000.0,9802053000000.0,412608000000.0,305617000000.0,324239000000.0,324239000000.0,491096000000.0,
15760,Korea_Electric_Power,Electronics,2022,Q4,13763529000000.0,117260198000000.0,131023727000000.0,36208559000000.0,72754499000000.0,108963058000000.0,4053578000000.0,4417224000000.0,22060669000000.0,18832700000000.0,-9960999000000.0,-10547401000000.0,-7911051000000.0,-7911051000000.0,
17670,SK_Telecom,Communication,2022,Q4,5498460000000.0,20933661000000.0,26432121000000.0,6236135000000.0,9812604000000.0,16048739000000.0,14691461000000.0,10383382000000.0,3096325000000.0,194615000000.0,46560000000.0,87867000000.0,87867000000.0,30493000000.0,,
18260,Samsung_SDS,IT_Service,2022,Q4,4094239955950.0,3534659478278.0,7628899434228.0,1067177194193.0,547040545663.0,1614217739856.0,38688900000.0,4904410876677.0,6014681694372.0,1283274980180.0,46931936877.0,39272730525.0,39124297174.0,39124297174.0,
18880,Hanon_Systems,Machines,2022,Q4,1645555165730.0,3372542351402.0,5018097517132.0,1998490647286.0,2154205599042.0,4152696246328.0,584752900612.0,865401270804.0,875678123068.0,8476002351.0,-57996431686.0,-45908064709.0,-45908064709.0,53380000000.0,
28260,Samsung_C&T,Distribution,2022,Q4,8964746932459.0,30671582889548.0,39636329822007.0,9015974894629.0,6696729563022.0,15712704457651.0,8594735300330.0,23923625364356.0,6290011949557.0,230433484904.0,232922977011.0,126308117474.0,126308117474.0,18851450600.0,
30200,KT_Corporation,Communication,2022,Q4,6603488000000.0,23814286000000.0,30417774000000.0,6321450000000.0,9238244000000.0,15559694000000.0,14858080000000.0,4572818000000.0,111127000000.0,90067000000.0,108094000000.0,108094000000.0,1564499000000.0,12347403000000.0,,
33780,KT&G,Food,2022,Q4,4096462175024.0,6060443083998.0,10156905259022.0,2037692851450.0,65608074181.0,2103300925631.0,954959485000.0,989001178397.0,8053604333391.0,912713572617.0,227301106267.0,-75206254480.0,-56443262059.0,-56443262059.0,
34220,LG_Display,Electronics,2022,Q4,5627177000000.0,23631862000000.0,29259039000000.0,16043011000000.0,5865589000000.0,21908600000000.0,3310247000000.0,7350439000000.0,6427229000000.0,-1142911000000.0,-1073642000000.0,-1495675000000.0,-1495675000000.0,1789079000000.0,
34730,SK_Inc,etc,2022,Q4,1417446000000.0,27033802000000.0,28451248000000.0,5639723000000.0,6923726000000.0,12563449000000.0,12514748000000.0,15887799000000.0,354687000000.0,-207437000000.0,-109122000000.0,-109122000000.0,1031762000000.0,16143000000.0,,
35420,NAVER,IT_Service,2022,Q4,2030745992891.0,11873096861351.0,13903842854242.0,1503357999615.0,2550665041160.0,4054023040775.0,10098890207847.0,9849819813467.0,1426866238346.0,374827247608.0,-81565645543.0,-224086848742.0,-224086848742.0,16481339500.0,,,
35720,Kakao,IT_Service,2022,Q4,2334856281209.0,8456639973425.0,10791496254634.0,2210378359144.0,1510263678438.0,3720642037582.0,1337231070225.0,7070854217052.0,,163088647831.0,98254628131.0,284230488769.0,284230488769.0,44592368900.0,443059730115.0,
36570,NCSoft,IT_Service,2022,Q4,2521523944969.0,1819876039093.0,4341399984062.0,434041948852.0,683290139545.0,1117332088397.0,3414429630684.0,3224067895665.0,504520671167.0,52739527536.0,-48083419264.0,-43824390579.0,-43824390579.0,10977011000.0,,
51900,LG_Household_&_Health_Care,Chemistry,2022,Q4,861078814854.0,3846244904972.0,4707323719826.0,408371683501.0,170859009345.0,579230692846.0,3919984344222.0,4128093026980.0,861725870570.0,61945081387.0,-184040450011.0,-168508325901.0,-168508325901.0,88589470000.0,
