code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2022,Q1,17081037000000.0,27824260000000.0,44905297000000.0,12892158000000.0,7131220000000.0,20023378000000.0,21226219000000.0,24881919000000.0,10099699000000.0,489064000000.0,560403000000.0,449720000000.0,449720000000.0,,
660,SK_Hynix,Electronics,2022,Q1,17200945000000.0,69984646000000.0,87185591000000.0,13499545000000.0,13835929000000.0,27335474000000.0,54112915000000.0,59850117000000.0,10637572000000.0,2980093000000.0,2963968000000.0,2206125000000.0,2206125000000.0,3657652000000.0,
3550,LG_Corporation,etc,2022,Q1,2406136000000.0,7855548000000.0,10261684000000.0,601625000000.0,135495000000.0,737120000000.0,7850893000000.0,9524564000000.0,644232000000.0,594297000000.0,602397000000.0,568494000000.0,568494000000.0,801613000000.0,,,
3670,POSCO_Future_M,Electronics,2022,Q1,1869538627147.0,1922502033907.0,3792040661054.0,602562882008.0,828777472068.0,1431340354076.0,871369574708.0,2360700306978.0,651627480462.0,25254340437.0,53638856594.0,48142015640.0,48142015640.0,38731610000.0,
5380,Hyundai_Motor,Transportation,2022,Q1,22218352000000.0,56568104000000.0,78786456000000.0,19336425000000.0,7097501000000.0,26433926000000.0,49008948000000.0,52352530000000.0,13092688000000.0,-356326000000.0,928076000000.0,955077000000.0,955077000000.0,1488993000000.0,
5490,POSCO_Holdings,Metal,2022,Q1,5875723628951.0,47458142280986.0,53333865909937.0,1740014138694.0,4467709468629.0,6207723607323.0,47871560957884.0,47126142302614.0,,1069678186525.0,1078155662943.0,-1404227032116.0,-1404227032116.0,482403125000.0,,
5930,Samsung_Electronics,Electronics,2022,Q1,81466028000000.0,177887983000000.0,259354011000000.0,56799776000000.0,4278465000000.0,61078241000000.0,193973301000000.0,198275770000000.0,56724258000000.0,9151831000000.0,9678020000000.0,7651943000000.0,7651943000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2022,Q1,5443591369959.0,12437949424072.0,17881540794031.0,4047938844424.0,1616491626327.0,5664430470751.0,356712130000.0,6581435100167.0,12217110323280.0,3539821393070.0,251139528701.0,238553620263.0,208529040352.0,208529040352.0,
9150,Samsung_Electro_Mechanics,Electronics,2022,Q1,3345321502828.0,3452696413418.0,6798017916246.0,1325151703532.0,108126595997.0,1433278299529.0,388003400000.0,5364739616717.0,1987066893872.0,272900171634.0,309299029866.0,237982276040.0,237982276040.0,240748530123.0,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2022,Q1,1856263767000.0,9307104203000.0,11163367970000.0,208402633000.0,116241822000.0,324644455000.0,16411006524000.0,10838723515000.0,46052191000.0,5647127000.0,72453250000.0,57351506000.0,57351506000.0,353865580000.0,
10130,Korea_Zinc,Metal,2022,Q1,4247402470979.0,4008747948600.0,8256150419579.0,1185499261142.0,74026866526.0,1259526127668.0,6897331509042.0,6996624291911.0,1816658375255.0,220707460235.0,232802353875.0,162361654659.0,162361654659.0,94350000000.0,
10950,S_Oil,Chemistry,2022,Q1,10583547000000.0,10252059000000.0,20835606000000.0,9775890000000.0,3531943000000.0,13307833000000.0,5865099000000.0,7527773000000.0,9189368000000.0,1331358000000.0,1197728000000.0,872090000000.0,872090000000.0,291512000000.0,
11170,Lotte_Chemical,Chemistry,2022,Q1,6924065500793.0,11278140515823.0,18202206016616.0,3973164400727.0,1987101872449.0,5960266273176.0,171377095000.0,10846159040676.0,12241939743440.0,4332225000276.0,45642876699.0,259600231106.0,205351206533.0,205351206533.0,
