code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2024,Q1,21624267000000.0,31937009000000.0,53561276000000.0,16798706000000.0,4672246000000.0,21470952000000.0,29181969000000.0,32090324000000.0,15711802000000.0,2429732000000.0,2769363000000.0,2165802000000.0,2165802000000.0,2100733000000.0,2139317000000.0
660,SK_Hynix,Electronics,2024,Q1,18069804000000.0,76457233000000.0,94527037000000.0,15761440000000.0,22279514000000.0,38040954000000.0,50649008000000.0,56486083000000.0,10401819000000.0,2901070000000.0,2591029000000.0,2171332000000.0,2171332000000.0,3657652000000.0,2115308000000.0
3550,LG_Corporation,etc,2024,Q1,2137967000000.0,8246509000000.0,10384476000000.0,723041000000.0,163457000000.0,886498000000.0,8188630000000.0,9497978000000.0,481546000000.0,428263000000.0,444519000000.0,406425000000.0,406425000000.0,801613000000.0,419448000000.0,53283000000.0,406425000000.0
3670,POSCO_Future_M,Electronics,2024,Q1,2241760724012.0,3927422468185.0,6169183192197.0,1344082348816.0,2348640371945.0,3692722720761.0,990275904523.0,2476460471436.0,1110477427147.0,43947842619.0,40456358684.0,65170906515.0,65170906515.0,38731610000.0,67074640987.0
5380,Hyundai_Motor,Transportation,2024,Q1,22939222000000.0,64934548000000.0,87873770000000.0,19326101000000.0,5820714000000.0,25146815000000.0,58231340000000.0,62726955000000.0,18418828000000.0,1551568000000.0,5047551000000.0,4315783000000.0,4315783000000.0,1488993000000.0,4154396000000.0
5490,POSCO_Holdings,Metal,2024,Q1,5425698472010.0,47050945175731.0,52476643647741.0,1881578229568.0,2362309715882.0,4243887945450.0,48275652734902.0,48232755702291.0,898737655367.0,813075762109.0,980404911157.0,941339021421.0,941339021421.0,482403125000.0,922581420786.0,85661893258.0
5930,Samsung_Electronics,Electronics,2024,Q1,82288911000000.0,229794377000000.0,312083288000000.0,49615928000000.0,30327907000000.0,79943835000000.0,227247811000000.0,232139453000000.0,51239617000000.0,2007380000000.0,9985297000000.0,9737437000000.0,9737437000000.0,897514000000.0,9804656000000.0
6400,Samsung_SDI,Electronics,2024,Q1,5897358543107.0,14429180741305.0,20326539284412.0,5029284796061.0,1195419833836.0,6224704629897.0,356712130000.0,8766247051267.0,14101834654515.0,4592918737009.0,21584219534.0,1068468460081.0,849254530530.0,849254530530.0,771766335574.0
9150,Samsung_Electro_Mechanics,Electronics,2024,Q1,4384866413764.0,4515274045697.0,8900140459461.0,2442566259721.0,493151421657.0,2935717681378.0,388003400000.0,5964422778083.0,1779421432269.0,96347498609.0,168942115977.0,156465335046.0,156465335046.0,158496454895.0,167450584948.0
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2024,Q1,1712155743000.0,10048488387000.0,11760644130000.0,173854545000.0,47544300000.0,221398845000.0,16797168009000.0,11539245285000.0,104106367000.0,998724000.0,16506329000.0,13822749000.0,13822749000.0,353865580000.0,9646944000.0
