code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2020,Q2,15032438000000.0,26348285000000.0,41380723000000.0,11441838000000.0,5900154000000.0,17341992000000.0,20380688000000.0,24038731000000.0,7997970000000.0,228065000000.0,242673000000.0,186818000000.0,186818000000.0,,
660,SK_Hynix,Electronics,2020,Q2,13680049000000.0,47558021000000.0,61238070000000.0,7809893000000.0,6190697000000.0,14000590000000.0,41897422000000.0,47237480000000.0,8235501000000.0,1758937000000.0,1597155000000.0,1203627000000.0,1203627000000.0,3657652000000.0,
3550,LG_Corporation,etc,2020,Q2,1939378000000.0,8826532000000.0,10765910000000.0,421221000000.0,93355000000.0,514576000000.0,6931789000000.0,10251334000000.0,95884000000.0,34828000000.0,896224000000.0,640791000000.0,640791000000.0,879359000000.0,,,
3670,POSCO_Future_M,Electronics,2020,Q2,933425546937.0,1112567310302.0,2045992857239.0,151626535484.0,956128280913.0,1107754816397.0,715716360778.0,938238040842.0,328588386756.0,3018486399.0,1521128.0,-365923742.0,-365923742.0,30494110000.0,
5380,Hyundai_Motor,Transportation,2020,Q2,21464025000000.0,53002258000000.0,74466283000000.0,14648064000000.0,6046491000000.0,20694555000000.0,50171398000000.0,53771728000000.0,12131110000000.0,651424000000.0,646633000000.0,482965000000.0,482965000000.0,1488993000000.0,
5490,POSCO_Holdings,Metal,2020,Q2,20016741294623.0,37603367654957.0,57620108949580.0,4737598075389.0,7479748906924.0,12217346982313.0,45383558840504.0,45402761967267.0,5884823631004.0,-108474793466.0,-50736604835.0,6645986027.0,6645986027.0,482403125000.0,,
5930,Samsung_Electronics,Electronics,2020,Q2,71148585000000.0,147048817000000.0,218197402000000.0,37215802000000.0,2231155000000.0,39446957000000.0,173306465000000.0,178750445000000.0,37904100000000.0,4647974000000.0,4683580000000.0,3522241000000.0,3522241000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2020,Q2,3287660110820.0,11539702455226.0,14827362566046.0,2411096729127.0,1567170807802.0,3978267536929.0,356712130000.0,5755981298186.0,10849095029117.0,2204571138798.0,109480366972.0,124620986879.0,100404693607.0,100404693607.0,
9150,Samsung_Electro_Mechanics,Electronics,2020,Q2,2094486992459.0,3355865570168.0,5450352562627.0,959527703591.0,132130149399.0,1091657852990.0,388003400000.0,4358694709637.0,1292268851544.0,35640392630.0,37618306238.0,27721705176.0,27721705176.0,132890710133.0,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2020,Q2,1378279919000.0,9794773293000.0,11173053212000.0,188170938000.0,57919983000.0,246090921000.0,,10926962291000.0,31394584000.0,-21291524000.0,-17897303000.0,,,353865580000.0,
10130,Korea_Zinc,Metal,2020,Q2,3547367564205.0,3454427360387.0,7001794924592.0,558342065755.0,88273619850.0,646615685605.0,6246133682958.0,6355179238987.0,1253358699929.0,170172587426.0,170638105834.0,122652820389.0,122652820389.0,94350000000.0,
10950,S_Oil,Chemistry,2020,Q2,6069526000000.0,10872335000000.0,16941861000000.0,7227697000000.0,4198994000000.0,11426691000000.0,3877551000000.0,5515170000000.0,3435214000000.0,-164923000000.0,-158468000000.0,-68283000000.0,-68283000000.0,291512000000.0,
11170,Lotte_Chemical,Chemistry,2020,Q2,3566937122501.0,11075898312288.0,14642835434789.0,1457650104344.0,1636910539467.0,3094560643811.0,171377095000.0,10163232734273.0,11548274790978.0,2013202410833.0,8130612333.0,27534692454.0,22146870167.0,22146870167.0,
12330,Hyundai_Mobis,Transportation,2020,Q2,14234303000000.0,15791083000000.0,30025386000000.0,5158153000000.0,1030839000000.0,6188992000000.0,22373140000000.0,23836394000000.0,5154303000000.0,160136000000.0,199514000000.0,218784000000.0,218784000000.0,491096000000.0,
15760,Korea_Electric_Power,Electronics,2020,Q2,7979343000000.0,103070005000000.0,111049348000000.0,17381854000000.0,42284105000000.0,59665959000000.0,4053578000000.0,33733256000000.0,51383389000000.0,12949805000000.0,511584000000.0,359963000000.0,264974000000.0,264974000000.0,
17670,SK_Telecom,Communication,2020,Q2,4754972000000.0,25983780000000.0,30738752000000.0,4560494000000.0,8705316000000.0,13265810000000.0,16576694000000.0,17472942000000.0,2939832000000.0,270328000000.0,219997000000.0,168649000000.0,168649000000.0,44639000000.0,,
18260,Samsung_SDS,IT_Service,2020,Q2,3804117355378.0,2492931422864.0,6297048778242.0,774820411345.0,187296257940.0,962116669285.0,38688900000.0,4190888477960.0,5334932108957.0,1113191164783.0,122324013689.0,130667845778.0,94711384782.0,94711384782.0,
18880,Hanon_Systems,Machines,2020,Q2,1075335271331.0,3316476492889.0,4391811764220.0,912810958867.0,2195292116997.0,3108103075864.0,1025023919747.0,1283708688356.0,568835059474.0,-61394719312.0,-82470397643.0,-62128168988.0,-62128168988.0,53380000000.0,
28260,Samsung_C&T,Distribution,2020,Q2,8002140340065.0,27105593778715.0,35113520723937.0,8314891893871.0,6146462251997.0,14461354145868.0,6295061799249.0,20652166578069.0,4727417040631.0,73910309980.0,195546626002.0,78824352067.0,78824352067.0,18851450600.0,
