code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2023,Q3,20634073000000.0,30273270000000.0,50907343000000.0,14197736000000.0,5100413000000.0,19298149000000.0,28272488000000.0,31609194000000.0,13222398000000.0,620132000000.0,728589000000.0,452371000000.0,452371000000.0,502233000000.0,
660,SK_Hynix,Electronics,2023,Q3,17567697000000.0,76628197000000.0,94195894000000.0,15568486000000.0,22840202000000.0,38408688000000.0,50028634000000.0,55787206000000.0,7737724000000.0,-774739000000.0,-1074285000000.0,-739653000000.0,-739653000000.0,3657652000000.0,-754194000000.0
3550,LG_Corporation,etc,2023,Q3,1722349000000.0,8249470000000.0,9971819000000.0,198952000000.0,168548000000.0,367500000000.0,8225972000000.0,9604319000000.0,159524000000.0,87348000000.0,105936000000.0,,,801613000000.0,95360000000.0,72176000000.0,
3670,POSCO_Future_M,Electronics,2023,Q3,2689821985308.0,3209780543993.0,5899602529301.0,1049718133603.0,2334082653113.0,3383800786716.0,1029718338976.0,2515801742585.0,1208719631735.0,35876837618.0,23074784038.0,21863466190.0,21863466190.0,38731610000.0,24266503871.0
5380,Hyundai_Motor,Transportation,2023,Q3,22497737000000.0,62232201000000.0,84729938000000.0,18663163000000.0,5713994000000.0,24377157000000.0,56182722000000.0,60352781000000.0,17979144000000.0,1308495000000.0,2260148000000.0,1774447000000.0,1774447000000.0,1488993000000.0,1781970000000.0
5490,POSCO_Holdings,Metal,2023,Q3,4957066012104.0,47180102192066.0,52137168204170.0,1976339117099.0,2446182055679.0,4422521172778.0,47764108381834.0,47714647031392.0,,395955304680.0,,,,482403125000.0,249934662566.0,
5930,Samsung_Electronics,Electronics,2023,Q3,74844254000000.0,219646193000000.0,294490447000000.0,38156918000000.0,30125495000000.0,68282413000000.0,221190271000000.0,226208034000000.0,45866224000000.0,-2167988000000.0,5101915000000.0,10416811000000.0,10416811000000.0,897514000000.0,10471395000000.0
6400,Samsung_SDI,Electronics,2023,Q3,5945786398707.0,13390288127824.0,19336074526531.0,4810986051802.0,1161778241878.0,5972764293680.0,356712130000.0,7930335325573.0,13363310232851.0,5022722267132.0,261098982983.0,231537387787.0,217554255440.0,217554255440.0,224607136666.0
9150,Samsung_Electro_Mechanics,Electronics,2023,Q3,3999357672792.0,4355974991749.0,8355332664541.0,2133486341520.0,357218676576.0,2490705018096.0,388003400000.0,5864627646445.0,1843772955908.0,29708489538.0,73978901841.0,62707169803.0,62707169803.0,190451530565.0,78160807895.0
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2023,Q3,1677075296000.0,10054932605000.0,11732007901000.0,153107102000.0,48921729000.0,202028831000.0,17020900569000.0,11529979070000.0,60687110000.0,-6232460000.0,13990386000.0,264032847000.0,264032847000.0,353865580000.0,253051486000.0
