,name,sector,year,quarter,Relative Return,자본총계변화율,매출액변화율,비유동부채변화율,영업이익변화율,이익잉여금변화율,Label,Code
31,Kyungbang,Materials_&_Chemicals,2016,Q4,0.08081360102361555,0.002178178783791229,-0.08836293544289497,0.024634978649678896,-0.40175538148187573,0.0021947110680120563,-0.20297109444964215,000050
32,Chosun_Refractories,Materials_&_Chemicals,2016,Q4,0.03177562090774402,-0.030559662433801815,0.0040120400693193226,-0.009871878359963837,0.1928955138129531,-0.0162658941913012,-0.03683661793657555,000480
31,S_hynix,Technology,2016,Q4,0.21299973503567776,-0.07395957274557574,-0.3068127848232687,0.03727215359766056,-1.571067837168822,-0.11006855425269446,0.07518172570827412,000660
31,Youngpoong,Materials_&_Chemicals,2016,Q4,0.04552165425256671,-0.003938833725357638,-0.17273065661911802,0.018480466848932453,-0.24203165793434955,-0.0039462044052551715,0.016255738858044173,000670
31,Dongkuk_Steel,Materials_&_Chemicals,2016,Q4,-0.0782173539677277,0.024041252724883555,-0.09099191754581115,0.0620330860441064,0.5967949776970097,0.055431784565136644,0.3951015237712541,001230
31,SeAH_Besteel,Materials_&_Chemicals,2016,Q4,-0.05314324023305862,-0.011458986916975,-0.052401527568183504,0.37423083134649826,-0.6465852246022623,-0.015248611007558699,0.018033371813653724,001430
31,KIS_Wire,Materials_&_Chemicals,2016,Q4,0.0002429076201886579,-0.0058655059996324255,-0.12932866407562926,0.039470402184831554,-0.24777413873996879,-0.005797279844001357,0.0356018252653992,002240
31,KCC,Materials_&_Chemicals,2016,Q4,-0.011726798753804904,0.0474361893502272,-0.09676041035380378,0.01657924196818139,0.61397610886999,0.0007441986588236915,-0.09180006004576664,002380
31,Korea_Shell_Petroleum,Energy_&_Utilities,2016,Q4,-0.03990261443478939,-0.06821038505563148,0.024364612942405772,0.7566340845019369,-0.2237719825960789,-0.07368824119957407,-0.011982573948453349,002960
31,SeAH_Steel,Materials_&_Chemicals,2016,Q4,-0.1114378935415812,0.006537310732305901,-0.2470862567498182,-0.7462406878190724,-3.7985056653660045,0.0072307915758352825,0.4540690132672741,003030
31,Ilshin_Spinning,Materials_&_Chemicals,2016,Q4,-0.04713514410352055,-0.008806276179756267,0.0024990735167219613,-0.004704441745903676,-1.9554745772735527,-0.008369385395650575,-0.009958836540721864,003200
31,Hanil_Cement,Materials_&_Chemicals,2016,Q4,-0.12326458893578834,-0.04629759129273414,-0.08379066771164778,0.14148658821706783,-0.11372150549171689,-0.05240102062076257,0.0008778690431122383,003300
31,Ssangyong_Cement,Materials_&_Chemicals,2016,Q4,-0.18187175363805597,-0.02432270775472789,-0.15103516837112685,0.18253810061959275,0.056520436743416,-0.14314873459513922,-0.1102577500943038,003410
31,Samsung_Fine Chemicals,Materials_&_Chemicals,2016,Q4,-0.04475120836054866,-0.0030833804636565265,0.13150000148683805,0.0037977999201328494,-0.5957064606317108,-0.01819042408435778,-0.019554913154870766,004000
31,Hyundai_Steel,Materials_&_Chemicals,2016,Q4,0.05199754299667175,-0.006075580076098763,-0.1550476651594448,0.0034712765651599975,-0.08984148869890918,-0.014277709254098214,0.12902567292571532,004020
