,name,sector,year,quarter,Relative Return,자본총계변화율,매출액변화율,비유동부채변화율,영업이익변화율,이익잉여금변화율,Label,Code
4,Kyungbang,Materials_&_Chemicals,2023,Q3,-0.11759751036169562,-0.006335763904617986,0.019108901219487606,0.38296014435555825,-3.2853386861301273,-0.006195354171149248,-0.10705879904123497,000050
5,Chosun_Refractories,Materials_&_Chemicals,2023,Q3,1.2072203374292096,0.004299589968652984,0.0,0.1967934772620079,0.44388350110822306,0.005330906815099179,0.0,000480
4,S_hynix,Technology,2023,Q3,0.23857885092975517,0.0169890213724585,-0.35146387901434273,-0.04339359761260497,0.6239092728615194,0.018715603110758483,0.034618672553293164,000660
4,Youngpoong,Materials_&_Chemicals,2023,Q3,-0.061193701785072,-0.028694771013733522,0.187350790794514,-0.026726279440383305,0.9805924226686863,-0.0288519698430314,-0.06157669332044322,000670
4,Dongkuk_Steel,Materials_&_Chemicals,2023,Q3,0.6161944990961611,-0.0011207046216610284,-2.2918387602781713,0.1967902574221131,1.0827261735090263,-0.000209763266583618,-0.34775657974500906,001230
4,SeAH_Besteel,Materials_&_Chemicals,2023,Q3,0.06660892959369617,-0.00010091887717544878,0.04552725838873084,0.5385046626227776,1.1778905229787118,-0.00013646858508131743,0.0007599886851231766,001430
4,KIS_Wire,Materials_&_Chemicals,2023,Q3,-0.11070208552509432,-0.011247407142651822,0.053124662792637944,0.008613517170887208,-0.08118201551549631,-0.011585705549137959,0.13580018681335895,002240
4,KCC,Materials_&_Chemicals,2023,Q3,-0.16695488194567598,-0.018026933754111907,-0.012763510158668945,0.004017957292956731,-0.12926194766884125,-0.019347677721209156,0.29363734117749346,002380
4,Korea_Shell_Petroleum,Energy_&_Utilities,2023,Q3,-0.06951160933461813,-0.09520890904122914,0.008916504318011165,-0.08758831985721205,-0.06936710563264725,-0.10259957821164467,0.05756084788689701,002960
4,SeAH_Steel,Materials_&_Chemicals,2023,Q3,0.37358656016574016,-0.0030950377656751016,0.5816483071462195,0.007957660313836157,1.746674739148849,-0.0037539934572834444,0.0904248983236774,003030
4,Ilshin_Spinning,Materials_&_Chemicals,2023,Q3,-0.24093652057505588,-0.0004381044478865004,0.03052538996781784,-0.4825923941208181,0.588417886663968,-0.00043829130995143295,-0.097748668810133,003200
4,Hanil_Cement,Materials_&_Chemicals,2023,Q3,0.016360851537842745,-0.0035944044106117623,0.8385691209499169,0.040162784990625644,-0.8659530995685862,-0.0009234654230698691,-0.04652619552540314,003300
4,Ssangyong_Cement,Materials_&_Chemicals,2023,Q3,-0.19794567526868406,-0.1154533875030539,0.08582884332374241,0.0005501848633472362,-0.9397530019132609,-0.12962222611651897,0.08553677439940889,003410
4,Samsung_Fine Chemicals,Materials_&_Chemicals,2023,Q3,0.146737777017861,-0.018253138648544054,0.07628069689003492,-0.017646436139695743,0.4997784633410045,-0.02307297606136416,-0.13039027727232363,004000
4,Hyundai_Steel,Materials_&_Chemicals,2023,Q3,-0.07307960713892717,-0.007552314957656403,0.10576483759076494,0.04221823962245075,0.5559440375166109,-0.008875531749661603,0.16722989609253058,004020
5,Hansol_Technics,Technology,2023,Q3,0.2697450689464504,-0.058897819332699886,-0.06126916483001188,0.007981878555060273,-0.12193158208531196,-0.24546279125805048,-0.19663071328532017,004710
4,POSCO_Holdings,Materials_&_Chemicals,2023,Q3,-0.037909877732886524,-0.0013717269737008042,-0.05636337534358993,0.3907350807669986,-1.715335973375307,0.0007603595491965098,0.40636144143097247,005490
