,name,sector,year,quarter,Relative Return,자본총계변화율,매출액변화율,비유동부채변화율,영업이익변화율,이익잉여금변화율,Label,Code
20,Kyungbang,Materials_&_Chemicals,2019,Q3,0.03792202610225473,-0.006460939046047276,0.0908777024518671,0.009162380024417272,0.1379644919655878,-0.008618372036872213,-0.04506360504071451,000050
21,Chosun_Refractories,Materials_&_Chemicals,2019,Q3,0.04070817428229012,0.0036745920607662574,0.03795445193158342,-0.6372232778833598,5.647318378388948,-0.013453926118402793,0.019280181254291297,000480
20,S_hynix,Technology,2019,Q3,-0.07741926993211061,-0.00900733823004285,-0.06677504410234447,-0.05390192609822253,0.15459180462012967,-0.010179056964029431,0.1793495404991916,000660
20,Youngpoong,Materials_&_Chemicals,2019,Q3,-0.09447499276259504,-0.001033846607429778,0.06767249275096132,0.008623899036796057,0.8076408214510364,-0.001026945375974364,-0.1397749995019071,000670
20,Dongkuk_Steel,Materials_&_Chemicals,2019,Q3,-0.09240702929655302,0.012232711934238027,0.059688266739921,-0.278747290337477,0.3722594254498489,0.04065896588193629,-0.02097959373149981,001230
20,SeAH_Besteel,Materials_&_Chemicals,2019,Q3,-0.03589593010589873,0.006789550468450978,0.14704193177747826,-0.12635223101804982,2.5341369433514775,0.009394106420538062,-0.08709259054796088,001430
20,KIS_Wire,Materials_&_Chemicals,2019,Q3,0.07058943132202675,-0.002067590525315577,0.137657211994467,-0.007376409109812521,0.588966702625529,-0.002726227117547886,-0.09522872062162115,002240
20,KCC,Materials_&_Chemicals,2019,Q3,-0.12489349814201989,0.011667555932228457,0.046688310862271765,0.12970045393273688,0.09091138372183505,0.012743550981878626,-0.1928090157539985,002380
20,Korea_Shell_Petroleum,Energy_&_Utilities,2019,Q3,0.045456060755720076,-0.05946600935820778,0.04834237975782807,0.19589062319298312,0.1604021734500345,-0.06504781472711563,0.018609049649904254,002960
20,SeAH_Steel,Materials_&_Chemicals,2019,Q3,0.0990540013687469,0.0014465635751159667,-0.606989824781458,0.024300951335158083,1.486585690693204,-0.004590828162763794,-0.10339693837404784,003030
20,Ilshin_Spinning,Materials_&_Chemicals,2019,Q3,-0.03309507560791629,0.0004007790058333516,0.06286212327315432,-0.098444212987719,0.6310691222541351,-0.0007342027422769792,-0.14523959940889472,003200
20,Hanil_Cement,Materials_&_Chemicals,2019,Q3,-0.03499400635018524,0.010270228461613184,-0.08804206280188764,-1.5091836366538334,-0.06820392035921397,7.013769151176241e-05,-0.04222032021047534,003300
20,Ssangyong_Cement,Materials_&_Chemicals,2019,Q3,-0.02734941677236982,0.013388345551733294,0.12794823579012948,0.0751836373795356,0.3170219612146814,0.04290392106671059,-0.03545526466314336,003410
20,Samsung_Fine Chemicals,Materials_&_Chemicals,2019,Q3,0.19514214992050563,-0.029875982594499417,0.020205818353839278,-0.23573150423993927,0.020922143827116768,-0.04484674645948106,-0.126060489775917,004000
20,Hyundai_Steel,Materials_&_Chemicals,2019,Q3,-0.06784255035539104,-0.0009447696250997062,0.1113385366684494,-0.023264205626819745,0.8447280969451361,0.004507150868397036,-0.06310282072698901,004020
21,Hansol_Technics,Technology,2019,Q3,0.04041051857756458,-0.3212267906320341,-0.3899521690821708,-0.05711087944598492,-1.0662119048084326,-0.9305731994700099,0.08096379221955946,004710
20,POSCO_Holdings,Materials_&_Chemicals,2019,Q3,-0.03602417008907364,0.0012302400398354063,-0.034784114886201145,-0.2195101750710271,0.08535515150158812,-0.007239720428508178,-0.05936859829307618,005490
21,Samsung_Electronics,Technology,2019,Q3,0.043091569605277595,-0.012326159202728393,-0.10629807740952124,0.016681434263203898,0.04690153362806104,-0.012914860324851674,0.057505912734716676,005930
21,Samsung_SDI,Technology,2019,Q3,0.088130946076821,-0.010049019773554546,-0.05881921991854755,0.06256526518753847,-0.357672069404003,-0.01711332787797737,-0.04729046655776392,006400
21,Korea_Petrochemical_Ind,Materials_&_Chemicals,2019,Q3,-0.1892780230952116,-0.031095798023154764,-0.4497102960062369,-0.03174044700340706,4.600968670983557,-0.03803086443760462,-0.005114495625956238,006650
21,Kukdo_Chemical,Materials_&_Chemicals,2019,Q3,-0.03312142394760494,-0.02093115119626643,0.0681912706342217,-0.25666106844236847,0.2581801586999267,-0.024261678888175542,-0.012876815828441378,007690
20,Daeduck_Electronics,Technology,2019,Q3,0.23503668874242276,-0.02317377530480358,-0.01024699407881724,0.21409233465839872,0.5926252457618462,-0.23048452294962707,-0.058855739082490116,008060
