Variable,VIF
const,1.1247546406103872
F_유동자산 변화율,2.026448300874177
F_비유동자산 변화율,1.6448371233760977
F_자산총계 변화율,3.0791848664444275
F_유동부채 변화율,2.066336956459952
F_비유동부채 변화율,1.342115761760075
F_부채총계 변화율,3.027263175989537
F_이익잉여금 변화율,1.0462908351504963
F_자본총계 변화율,1.1067880048241485
F_매출액 변화율,1.0237307051973625
F_영업이익 변화율,1.0427446378168157
F_당기순이익(손실) 변화율,1.0138763445881094
M_소비자물가지수 변화율,1.3512860470874108
M_금리 변화율,3.091612376747524
M_수출액 변화율,6.521456044600915
M_실업률 변화율,3.003172515865366
M_국제유가 변화율,3.6001839246313465
