,name,year,quarter,sector,Relative Return,이익잉여금 변화율,유동자산 변화율,자본총계 변화율,영업이익 변화율,매출액 변화율,Label,Code
16,대림산업,2020,Q4,건설,-0.21579301763586795,-0.005284766133762053,0.6618756494383782,-0.6537669268142612,-4.623264844103332,-3.769725790397335,0.07292815733421597,000210
16,현대건설,2020,Q4,건설,0.06994546045774855,-0.016883359446448365,-0.0497293333419101,-0.01644457593814308,-0.7013415315818894,0.0170598181252839,0.1974162064211117,000720
16,KCC,2020,Q4,건설,0.02498041641653362,0.14289642782751022,0.11227580317525465,0.1348655265418417,-0.5857912658426405,-0.2699189031975202,0.6421534929688676,002380
16,한일시멘트,2020,Q4,건설,-0.14547281365007764,-0.0020931755732968016,0.19768972399454543,0.00036575051462528485,0.2095867429693452,0.015363365637595772,0.33880704950811363,003300
16,현대중공업,2020,Q4,중공업,0.06919230916493299,-0.024855373689161242,0.0025759287723798874,-0.03292630765971638,-0.6470215160997186,-0.048441764404146825,0.18953198958350204,009540
16,삼성중공업,2020,Q4,중공업,-0.16253200938734758,-1.3831974608535176,-0.07686161026135152,-0.15915120766780888,69.68661041230406,-0.005673608196276603,-0.11626654964734412,010140
16,현대미포조선,2020,Q4,중공업,0.3054352155519937,-0.04439021564193946,-0.04864825643849224,-0.011917799637408799,-4.816427859737656,0.0426376437813305,0.5357704126401688,010620
16,아이에스동서,2020,Q4,건설,0.025096669850702996,0.02180666715561852,0.07586416250500494,0.004402410262452916,-0.3392927600064167,-0.07939567076457088,0.1793508924799348,010780
16,한화테크윈,2020,Q4,중공업,0.28320079864359915,0.019333717757846758,-0.00482635377851337,0.017391306481808977,-6.725578716452479,0.19583877640802738,0.03199781496555087,012450
16,현대산업,2020,Q4,건설,-0.1878153767473577,-0.006927189660040911,-0.13503190756823769,-0.02010508628118224,-0.178132521511697,0.12485207233728612,0.2533327674452463,012630
16,현대엘리베이,2020,Q4,중공업,-0.13973479856089485,-0.01828498866400996,-0.013411106176887788,0.01941067705757149,0.2249335855327501,0.10066755909254765,0.11894539345943225,017800
16,삼성엔지니어링,2020,Q4,건설,-0.08195998672991425,0.49723441938669866,-0.021228111380226955,0.08997948928730737,-0.2926991870476823,0.049522740189647196,0.3579821921973163,028050
16,두산중공업,2020,Q4,중공업,-0.5525277418455321,0.5584287126207501,-0.08736039041234422,0.3642322174860946,8.76518480383775,0.15398410126085893,0.10338240903317135,034020
16,대우조선해양,2020,Q4,중공업,-0.182585628916713,-0.17603220657068086,-0.021462517255050884,-0.03220020084621822,-7.961921181766261,0.13800262913210748,0.35915649211744693,042660
16,두산인프라코어,2020,Q4,중공업,-0.316457462196225,-0.3047475907927446,0.13648934284997383,-0.020019334491156893,-1.351711138508752,0.1628993587072869,0.2743185720484617,042670
16,대우건설,2020,Q4,건설,0.5392166771579858,0.5498387524184207,-0.09426824311002113,0.00481597672039924,-0.16001077549114517,0.07388189659185218,0.1620721482639212,047040
16,한전기술,2020,Q4,건설,0.0406233475769224,0.02876245354090079,0.08546908751333415,0.02892653832307479,-0.009537541713684372,0.6600171723818069,0.9012499083346235,052690
16,현대로템,2020,Q4,중공업,0.08083517114286573,0.35747699790544796,0.07611043190576194,-0.035827189841924456,-1.9312304013723998,0.09222409692967926,-0.04655100636791496,064350
16,두산엔진,2020,Q4,중공업,0.19865885928451993,-0.04985239697227606,-0.16038136409277404,0.008627420259814444,0.695528170419569,-0.08158063307461771,0.3212788906987244,082740
16,한진중공업,2020,Q4,중공업,-0.39102079511859045,0.024762346199224572,0.03938851250349362,-0.08648015258687791,-1.2343964527673366,-0.15239869724002697,0.1713770196377581,097230
16,LG하우시스,2020,Q4,건설,-0.0677625482199529,-0.5367636400645187,-0.015437333345656667,-0.17671333330624883,-0.6288765564519889,0.0981359012134535,0.3544996258492094,108670
