,name,year,quarter,sector,Relative Return,이익잉여금 변화율,유동자산 변화율,자본총계 변화율,영업이익 변화율,매출액 변화율,Label,Code
24,대림산업,2018,Q4,건설,0.15289343413165826,-0.012794267168145357,-0.08027905195251961,-0.010795360866090342,-0.4319441607811294,0.06392938994232877,0.031190648148935907,000210
24,현대건설,2018,Q4,건설,0.00930155204081681,-0.009009653048521082,-0.009635394129485109,-0.013189279837160561,-0.4740536100948256,0.06419722672462491,-0.10244162031818234,000720
24,KCC,2018,Q4,건설,0.12485004804490175,-0.06880189550295401,0.0988723109962788,-0.06350978160754162,-0.528298079347882,0.042456063148161194,-0.09080695233403643,002380
24,한일시멘트,2018,Q4,건설,-0.182706499966927,-0.01494761102836395,-0.34440298821148907,0.16577594482970426,6.666976312271965,-59.08820330385803,0.024509004621148557,003300
24,현대중공업,2018,Q4,중공업,-0.11371797594043706,-0.02461359398591212,0.07530688566002497,-0.020595486456025824,-4.597086784081065,0.0994911439104631,-0.05632310860481532,009540
24,삼성중공업,2018,Q4,중공업,0.10917394975537703,-0.04345393389770302,0.05200804579637763,-0.017660825550221082,0.23119776018440996,0.004772520915893752,-0.025787363996223035,010140
24,현대미포조선,2018,Q4,중공업,0.18480418478697624,-0.05739636595975606,-0.06387380150095712,-0.00391289424456609,-0.7659098957783517,0.2424654622082716,-0.12370889540684578,010620
24,아이에스동서,2018,Q4,건설,0.033426551851878136,0.0026112749074205244,-0.10147362295038642,0.001332366098725224,8.43742489871206,0.9172510745257363,0.10699960901726535,010780
24,한화테크윈,2018,Q4,중공업,0.02421419284030474,0.018959383299767874,0.0674183751661388,-0.003285857372767431,0.33110930051153287,0.4967207830912479,-0.07354064154583259,012450
24,현대산업,2018,Q4,건설,0.09903370954224197,0.0013726614270996862,-0.11801968247307038,-0.003447829309230599,0.8337257312849482,0.3149427959840325,-0.14407596700411174,012630
24,현대엘리베이,2018,Q4,중공업,0.010336102474942824,0.08412676006026265,0.025782890660547064,0.021874168458649423,-0.15564258136318354,0.0556376533553995,-0.11206410594897,017800
24,삼성엔지니어링,2018,Q4,건설,-0.12865943742882008,11.563670104752468,0.07979450393935772,-0.09489073447037522,-2.8489922972759563,0.09823411545396588,0.05087150837241035,028050
24,두산중공업,2018,Q4,중공업,-0.32287417734015567,-0.5507585619202946,-0.05072810994882715,-0.19224425868461315,10.640645895226195,0.42403938971642474,-0.02336183228518403,034020
24,대우조선해양,2018,Q4,중공업,-0.2075419310637293,0.6670889720689519,0.040841612441694375,0.05687013731827473,1.0804582644784833,0.3067482719113632,0.017114649953694938,042660
24,두산인프라코어,2018,Q4,중공업,-0.18047095379706485,-0.1338801911818942,-0.1473829373234714,-0.012997628763181335,-0.11814073943624226,0.051779115206456394,-0.01518768773076164,042670
24,대우건설,2018,Q4,건설,0.03716613569969823,-0.10904595074708834,-0.10062983821129945,-0.0039533208558508726,-0.5320002569484596,-0.17290789884129587,-0.008947780520825822,047040
24,한전기술,2018,Q4,건설,0.17745031470273542,0.021504027201144638,0.08135620450393843,0.021230902102975513,2.3287873508297237,0.5879260032595361,-0.027947581178654993,052690
24,현대로템,2018,Q4,중공업,-0.010311527781692564,-0.5364390325342239,0.0412140809354975,-0.19510822780859682,23.218346624196624,0.07602050491993273,-0.17395876751954403,064350
24,두산엔진,2018,Q4,중공업,0.07121656273738207,-0.303546643963132,-0.010323922495531823,-0.02995794533991769,0.03712403162556921,-0.15855651814672056,-0.20145686432463228,082740
24,한진중공업,2018,Q4,중공업,-0.39247138161461015,1.114774090085946,0.042232685586130136,-1.795202433467352,-7.296511101042139,0.2711224453653527,0.0,097230
24,LG하우시스,2018,Q4,건설,0.1763848274433496,-0.16647691334598358,-0.27986335791640604,-0.055859923103964815,3.8527373527373525,0.01486435684748133,-0.03738371466542138,108670
