,name,year,quarter,sector,Relative Return,이익잉여금 변화율,유동자산 변화율,자본총계 변화율,영업이익 변화율,매출액 변화율,Label,Code
1,대림산업,2024,Q3,건설,-0.13955218472851136,0.0012573308584566956,0.10497049134308356,0.0023210778545592614,-0.5112673289453944,-0.3504048751217217,-0.026899026899026957,000210
1,현대건설,2024,Q3,건설,0.030099223047776708,0.0027804826586277365,0.003931026724821152,-0.010893950427219079,-0.8731394068373319,-0.04422052547367561,0.1535902369235703,000720
1,KCC,2024,Q3,건설,-0.125567206032765,0.005231787653622755,0.019302940129460877,0.004997669761717782,-0.2528199600096188,-0.12530320412870644,0.13534912755357442,002380
1,한일시멘트,2024,Q3,건설,0.11181229909402324,-4.68195910411362e-05,0.053349981896899434,-0.0007305747195835988,-1.9236570865793292,-0.06181465771544514,-0.057724166389979,003300
1,현대중공업,2024,Q3,중공업,0.05632699984763589,0.00039739250171177964,-0.06761723557931898,0.0005746134870763253,0.72867492269697,0.06407610006808961,0.06827607424592481,009540
1,삼성중공업,2024,Q3,중공업,0.15207878626156152,-0.033719424180400415,-0.14133361341462503,-0.051391439801208416,-0.08204631338649793,-0.08203506726190746,0.20166412534833592,010140
1,현대미포조선,2024,Q3,중공업,0.09890692446022838,-0.002515088700162038,-0.07644538223422492,-0.0016317831254003545,1.660249650588185,-0.04738222876747544,-0.11430236430236436,010620
1,아이에스동서,2024,Q3,건설,-0.054445562463042774,-0.004069867143244532,-0.053604345322794344,-0.0063869756964760604,-0.4326913822891779,-0.02847823102011726,-0.17305771151924992,010780
1,한화테크윈,2024,Q3,중공업,0.37474988351701755,0.13444878547376082,-0.016478470631891562,-0.08202069941016699,0.572407994000762,0.2032175118609174,0.6575669352243936,012450
1,현대산업,2024,Q3,건설,0.21833401420676948,0.0025795540012125695,-0.08604865202532508,0.004460979966383949,1.8664545859615558,0.05293257422075359,0.1942432567432567,012630
1,현대엘리베이,2024,Q3,중공업,0.2528290623784065,-0.0339281390165832,-0.08223157815268223,-0.014174673923998293,0.1716103633432151,-0.07503276814995485,0.08052707568186233,017800
1,삼성엔지니어링,2024,Q3,건설,-0.24661466719811156,0.06036514164624096,0.02639328735675539,0.034396062942263717,-0.6484497787371499,-0.2536415588996743,0.03434279081718756,028050
1,두산중공업,2024,Q3,중공업,0.20670740391865988,0.04976893342736011,-0.015535248819722236,0.000944108418348133,-0.35441910340388927,-0.13254623097056062,0.23353615746646608,034020
1,대우조선해양,2024,Q3,중공업,0.2569319148554025,0.2451116842833938,-0.02142430875874146,-0.022905729434262723,-1.7614044916952598,0.0646459796362373,1.028604995401358,042660
1,두산인프라코어,2024,Q3,중공업,0.11017816569474759,-0.052381011206186434,-0.06845473756319653,0.001765305166917086,-0.7973368646868164,-0.20839077426639263,0.24184906003087814,042670
1,대우건설,2024,Q3,건설,-0.015186068815107978,0.05960565248234406,0.0053703958488273695,0.003948731174644227,-2.130372112755584,-0.1188062523279908,-0.07537883627999908,047040
1,한전기술,2024,Q3,건설,0.0674806739653774,0.007498340105459356,-0.0803889188372946,0.00754539886474781,-0.5865641731725137,-0.167998412207904,-0.19449300699300703,052690
1,현대로템,2024,Q3,중공업,0.29508604781721015,0.22508761835896696,-0.12514698965594084,0.056628293779568795,0.13625875556461198,-0.009757161201160436,0.6486620465521739,064350
1,두산엔진,2024,Q3,중공업,0.269727500512098,-0.08671048073649723,-0.1244107627635781,0.03181920664430793,-0.17915624151884557,0.03351295859882719,0.48149094039646645,082740
1,한진중공업,2024,Q3,중공업,0.043549697889725306,-0.03310505433955824,-0.3499499579447066,0.16703317716798938,-1.8261261712682266,-0.06403631861328929,1.4856741650392562,097230
1,LG하우시스,2024,Q3,건설,-0.03945560527283001,0.08045071395421632,-0.15521678457501276,0.00964759088906475,-0.4899632091912477,-0.05108519319634253,-0.24395118770118773,108670
