,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,영업이익 변화율,소비자물가지수 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
27,유한양행,2018,Q1,헬스케어,0.04101083704832133,0.15290000772492962,0.5091124110012684,0.8487809083563134,-0.2528409114579355,0.1658840027425248,-0.003840407717576988,0.06181745260227466,000100
27,일동제약,2018,Q1,헬스케어,-0.0034007412722550645,0.011749495694306722,-3.168248830000466,2.77958784676398,-0.2528409114579355,0.11955139130338144,0.0019227963395513914,0.0011942483959284655,000230
27,동아쏘시오홀딩스,2018,Q1,헬스케어,-0.12669692296768342,-0.008811955378516645,-38.1620091843105,-59.123234705193866,-0.2528409114579355,0.03767227997144107,0.01858373644142297,-0.060745958449324094,000640
27,한화,2018,Q1,에너지_화학,0.06330808721003921,0.009076335166371408,-7.146841003115583,0.7172855672995977,-0.2528409114579355,0.06756822909370808,-0.0015910999875241583,-0.14228829831942152,000880
27,한국쉘석유,2018,Q1,에너지_화학,-0.023045268565260596,2.4886409494548607,0.04880292303631939,0.04681066591880767,-0.2528409114579355,0.605558856977259,0.03715702532654963,0.11173546453097687,002960
27,부광약품,2018,Q1,헬스케어,0.09088692464583024,0.32812450026785345,0.12278194312648427,-0.4923787975288135,-0.2528409114579355,0.0493931878166507,0.026912311927950405,-0.08952205849758871,003000
27,태광산업,2018,Q1,에너지_화학,0.09555502598554942,0.011492378274756465,2.6508246678484966,-0.5069551684591412,-0.2528409114579355,0.005033334724802607,-0.049719907344435765,0.24579552845385882,003240
27,영진약품,2018,Q1,헬스케어,0.025803151741293075,-0.030145774675137682,-1.3202261946690557,-1.6596513138472682,-0.2528409114579355,-0.08491964744347646,-0.018544978353534525,-0.05026423737245739,003520
27,삼성정밀화학,2018,Q1,에너지_화학,-0.09312503059153686,0.011533931445798506,-9.50386193543721,0.913147813449438,-0.2528409114579355,0.05859398898532708,-0.006378889482671735,0.048623827861048914,004000
27,효성,2018,Q1,에너지_화학,0.1231279647584066,0.13553733616346797,-2.107009594096774,0.03224022501677348,-0.2528409114579355,0.07994881651645946,0.033229280374482695,-0.3893944902817932,004800
27,SK케미칼,2018,Q1,에너지_화학,0.029516965511728218,-0.001603223179126756,-1.1481335763402347,-1.2953405325431473,-0.2528409114579355,0.6277647331886722,-0.001287753856559326,-0.1592834203258821,006120
27,녹십자,2018,Q1,헬스케어,0.08538803569428728,0.014567592184416611,-7.988379887741887,5.885725671873631,-0.2528409114579355,-0.10593484891693039,0.011106149304930701,-0.1078080970215802,006280
27,대한유화,2018,Q1,에너지_화학,-0.11951002628417284,-0.021893992429697806,0.14578259835209195,-0.006573771981979282,-0.2528409114579355,0.08778199360845629,-0.008056054643367783,0.010559974599082977,006650
27,일양약품,2018,Q1,헬스케어,-0.026526373991276164,0.837181073096372,10.111000543729464,0.10448548004953184,-0.2528409114579355,-0.08969163237087463,-0.0031241533478693073,-0.1165315600531816,007570
27,국도화학,2018,Q1,에너지_화학,0.05345527136308188,-0.007140018378618107,0.8657247695344759,0.638930268019374,-0.2528409114579355,0.5560654364088431,-0.008407090187126376,-0.02505427345315614,007690
27,서흥,2018,Q1,헬스케어,0.06068375819570552,-0.05054850275479006,-11.773956769018714,1.6673772188779443,-0.2528409114579355,0.09820812259247114,-0.009254575318218272,-0.06473727727885197,008490
27,광동제약,2018,Q1,헬스케어,-0.0014642845314028958,-0.04434082503139691,1.1802505499215914,0.05419186259006881,-0.2528409114579355,0.04159731022825652,0.018403343597573008,-0.09274581500862553,009290
27,한화케미칼,2018,Q1,에너지_화학,-0.009842198266168705,-0.007972866503061615,-56.40457831257036,0.3014323340278595,-0.2528409114579355,-0.03336790098048181,-0.0034520559623236746,-0.22222001486588128,009830
27,OCI,2018,Q1,에너지_화학,-0.0009853893393131459,-0.14467369048418655,0.16567749428188838,0.01131452002470068,-0.2528409114579355,0.09535157539154349,-0.008659669905076939,-0.24532277790406684,010060
27,S-Oil,2018,Q1,에너지_화학,-0.12717692422191945,0.0607817491021152,-0.5067070663430144,-0.31635769164364635,-0.2528409114579355,0.223628562894983,0.06644948262317008,0.2009550057037867,010950
27,롯데케미칼,2018,Q1,에너지_화학,-0.08940087925327014,0.0013862160861544126,0.784869230847135,-0.05240581939410771,-0.2528409114579355,0.13243440069347412,0.0011980545294771883,-0.022507012133118426,011170
27,금호석유,2018,Q1,에너지_화학,0.13213099254772287,-0.0961639940183342,0.7968809173237583,0.2080350905261812,-0.2528409114579355,-0.007287855292393175,-0.017133790836896146,0.04123583062699862,011780
27,SKC,2018,Q1,에너지_화학,0.04585594825168908,0.11788940008894899,-2.981030290103228,0.08138590655508815,-0.2528409114579355,-0.07293947589023753,-0.0016591954528213382,0.20539451735750477,011790
27,한솔케미칼,2018,Q1,에너지_화학,-0.002550211994246713,-0.1615606838114294,1.2589408173574905,0.6553914946783539,-0.2528409114579355,0.6507577732805385,0.05554963247260236,0.25585090680983746,014680
27,동원시스템즈,2018,Q1,에너지_화학,-0.11185244735742148,-0.02590767981451947,1.0869016542006071,0.5953466708009636,-0.2528409114579355,0.05961839786116552,-0.13479946795624465,-0.1468496978641289,014820
27,유니드,2018,Q1,에너지_화학,0.11070152644689366,0.021462472170614255,-2.1123090233244275,-0.5469291496609332,-0.2528409114579355,0.022117822810020504,0.030393006743513418,0.002609061618518163,014830
27,남해화학,2018,Q1,에너지_화학,0.3659773256371174,-0.48304097929248857,-2.8987194497928717,-2.177092282204307,-0.2528409114579355,0.21312757353100564,-0.018994428618252845,-0.1698282990417822,025860
27,LG화학,2018,Q1,에너지_화학,-0.10709878112104956,0.8220239764560393,0.7385648937187967,0.035956978682043284,-0.2528409114579355,-0.0234851448020712,0.009879207924978761,0.13767613185779848,051910
27,휴켐스,2018,Q1,에너지_화학,0.21739745022797366,0.008023941416646085,0.48523260437185933,0.3165995409674285,-0.2528409114579355,0.4593498859684062,-0.0886638123578879,-0.04054201515023517,069260
27,대웅제약,2018,Q1,헬스케어,-0.031720595904997845,-5.588525795507948e-05,2.86233825927862,0.26169915131956145,-0.2528409114579355,0.036311356305094744,-0.00724182942317908,0.03403901863627715,069620
27,GS,2018,Q1,에너지_화학,0.0028168617343416903,-0.23389836632338645,-0.886965620980576,-0.9031097253329561,-0.2528409114579355,0.8133329554839441,-0.0002310670638172585,-0.05073885386538052,078930
