,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,영업이익 변화율,소비자물가지수 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
26,유한양행,2018,Q2,헬스케어,0.06181745260227466,0.019837821092159036,-0.5279782342504116,-0.06864230666251181,0.3971853095173552,0.0768528890669653,0.019888338501792502,0.11696122797582623,000100
26,일동제약,2018,Q2,헬스케어,0.0011942483959284655,0.01359899829890332,-0.8063637500192012,-0.7998524005108403,0.3971853095173552,-0.08962012720651447,0.003047617924940349,-0.008675498648981941,000230
26,동아쏘시오홀딩스,2018,Q2,헬스케어,-0.060745958449324094,-0.019105458525919383,-0.5891260269047741,-1.0347829407353633,0.3971853095173552,-0.10779260078804276,0.018902443151094905,0.010793714972808392,000640
26,한화,2018,Q2,에너지_화학,-0.14228829831942152,0.06629978503125389,-0.7073677388262469,0.27109943081238597,0.3971853095173552,-0.00532936490999969,0.0029704240233303647,-0.00021630305485643986,000880
26,한국쉘석유,2018,Q2,에너지_화학,0.11173546453097687,-0.7061463013311677,-0.08431977732354168,-0.03084578475345756,0.3971853095173552,-0.4540600407189085,0.014533642888421516,0.10084290265524605,002960
26,부광약품,2018,Q2,헬스케어,-0.08952205849758871,0.06770600508657565,0.7930588018686702,0.4516651073909612,0.3971853095173552,0.5504144467746968,-0.018290410002986035,0.17143220755002925,003000
26,태광산업,2018,Q2,에너지_화학,0.24579552845385882,-0.011088108358452309,0.526624921025105,2.6739724215579006,0.3971853095173552,0.0876207516798635,0.07638197709408012,-0.12182926889336575,003240
26,영진약품,2018,Q2,헬스케어,-0.05026423737245739,0.018457373235050145,-4.621966896931353,-3.1390804477361165,0.3971853095173552,-0.07057292330915155,0.004527575197385669,-0.12174053774873399,003520
26,삼성정밀화학,2018,Q2,에너지_화학,0.048623827861048914,0.021042400247151205,-0.23808427533563747,0.46622185399853344,0.3971853095173552,-0.16218657343252507,0.012283203009553878,-0.24209490684398327,004000
26,효성,2018,Q2,에너지_화학,-0.3893944902817932,-0.8536062960525774,-1.0341841228375432,-1.128804045590123,0.3971853095173552,-0.9695751394055835,-0.7133535296373753,0.2196153631717404,004800
26,SK케미칼,2018,Q2,에너지_화학,-0.1592834203258821,-0.0003995303943634676,-1.3308803318242601,-1.1356566939807466,0.3971853095173552,0.4217460786524181,0.37361785525058444,-0.06448909256972342,006120
26,녹십자,2018,Q2,헬스케어,-0.1078080970215802,-0.17523065252797654,-0.6904111740883734,-0.210389859308716,0.3971853095173552,0.3200350387803772,-8.63787492900725e-05,-0.18680988040292273,006280
26,대한유화,2018,Q2,에너지_화학,0.010559974599082977,-0.10869731268502647,0.04197185394523206,0.04036158567945325,0.3971853095173552,0.004515056999540024,0.013740827617218176,-0.24454073215744743,006650
26,일양약품,2018,Q2,헬스케어,-0.1165315600531816,0.24767522388577357,-0.9257505798641399,-0.9192445550640805,0.3971853095173552,-0.0732789999446084,-0.006355375347451231,-0.0022308470800136704,007570
26,국도화학,2018,Q2,에너지_화학,-0.02505427345315614,-0.08259842563778463,-0.18544332830097843,0.02334105576680834,0.3971853095173552,-0.001706891839394098,0.029083050955656997,-0.09507633544050358,007690
26,서흥,2018,Q2,헬스케어,-0.06473727727885197,0.012272825889041217,-0.1063329593415897,0.023823013504526314,0.3971853095173552,0.05182993157781235,0.012879244006441581,-0.04708717561298177,008490
26,광동제약,2018,Q2,헬스케어,-0.09274581500862553,0.4332766560425614,-0.3488114837002856,-0.40574780541230804,0.3971853095173552,-0.06697029202051197,-0.030693830258068044,-0.12410651396372092,009290
26,한화케미칼,2018,Q2,에너지_화학,-0.22222001486588128,-0.06889348845158216,-0.5403818772719583,0.21803546322440082,0.3971853095173552,-0.05395336613793522,-3.444844953981452e-05,-0.1279303291015167,009830
26,OCI,2018,Q2,에너지_화학,-0.24532277790406684,-0.14736711388307222,-0.19388489793285402,-0.12481351322304168,0.3971853095173552,0.21946223104822504,-0.07735195689688235,-0.002626915734135357,010060
26,S-Oil,2018,Q2,에너지_화학,0.2009550057037867,-0.05504729229480265,-0.18368264163119807,0.5856056002336061,0.3971853095173552,0.17101019296426978,0.04405154536550615,0.023682694835438917,010950
26,롯데케미칼,2018,Q2,에너지_화학,-0.022507012133118426,-0.30777940166750084,0.04007539680350258,0.0767021829925203,0.3971853095173552,-0.053289512288525076,0.004770663034427969,-0.1241478422577471,011170
