,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,영업이익 변화율,소비자물가지수 변화율,유동부채 변화율,비유동자산 변화율,Label,Code
7,유한양행,2023,Q1,헬스케어,0.08422430114085966,0.06814660590133736,-6.5177214124346055,-0.0651426491128384,-0.11353477832962133,0.05980887022207493,-0.001577524476477632,0.29034291902187653,000100
7,일동제약,2023,Q1,헬스케어,-0.07049849609311148,-0.0018431476619849008,-1.046253383432067,0.4799934821093146,-0.11353477832962133,0.02206599323789038,-0.003892015772453572,-0.04564954330338757,000230
7,동아쏘시오홀딩스,2023,Q1,헬스케어,-0.08179994737427296,0.3512241749555973,-2.8533858947412565,-11.369286233580455,-0.11353477832962133,0.17640949922578408,-0.015029834901720052,0.04921519946166719,000640
7,한화,2023,Q1,에너지_화학,0.036252798260019405,-0.03887419192546315,-0.7616029051062339,-0.46577992480545594,-0.11353477832962133,0.05400120975204592,0.026419433320308716,-0.01279572273054784,000880
7,한국쉘석유,2023,Q1,에너지_화학,-0.05177408928035748,0.10576070079316802,0.9532328223834008,0.6933453656916335,-0.11353477832962133,0.2392511666610575,-0.005915913529174643,-0.09338967191245653,002960
7,부광약품,2023,Q1,헬스케어,-0.016555608896838294,0.0073001257377083295,-4.842084872075212,-1.2935060535470067,-0.11353477832962133,-0.26855124717934087,-0.011131697164098786,-0.16834066751682053,003000
7,태광산업,2023,Q1,에너지_화학,-0.07101088696543104,0.032388953645046126,-1.4611013839705969,-0.7368712157226582,-0.11353477832962133,0.06627633764989671,-0.0009681884843252275,-0.15095545202413502,003240
7,영진약품,2023,Q1,헬스케어,-0.0429975109636127,0.2237754338072544,-0.9718306425729647,-1.1969517796446858,-0.11353477832962133,-0.19853879996716484,0.009357841250661192,-0.12751493529536184,003520
7,삼성정밀화학,2023,Q1,에너지_화학,0.08857069167211663,-0.021810649791139336,-2.6368450991479695,-0.03267210187137637,-0.11353477832962133,0.1388555841841328,-0.009727437456106602,-0.036391422563455525,004000
7,효성,2023,Q1,에너지_화학,-0.01168097635031631,0.012126735683885004,-0.9387770226216895,-0.7372147011892272,-0.11353477832962133,0.5301593008315182,-0.03015577124815183,-0.10970465047223199,004800
7,SK케미칼,2023,Q1,에너지_화학,0.06870581589392949,0.7899828515063771,-0.35608609775529476,-5.814736393846588,-0.11353477832962133,0.11362225090747335,2.420996176244472e-05,0.10815352603681631,006120
7,녹십자,2023,Q1,헬스케어,0.02518955971872306,0.03372137125015584,-0.37913322103925895,2.743704683343116,-0.11353477832962133,0.1854308231778845,0.003663053562346752,-0.0883642258291437,006280
7,대한유화,2023,Q1,에너지_화학,-0.1975938177386253,-0.2483665627848447,-0.7059282915748404,-0.671274112843649,-0.11353477832962133,0.4352223831043751,-0.0036559063618083476,-0.08681563459606115,006650
7,일양약품,2023,Q1,헬스케어,-0.03270437844605266,-0.006774157422110294,8.189328037181047,-0.2630721458759643,-0.11353477832962133,-0.017697538327147155,-0.0002835016945579305,-0.04376133949357327,007570
7,국도화학,2023,Q1,에너지_화학,-0.06171496759203285,0.0095300274045107,-6.941711453908761,0.43415206562786746,-0.11353477832962133,0.20831524617060304,0.04703568434194927,0.12116965380782872,007690
7,서흥,2023,Q1,헬스케어,-0.07148922121958703,0.005605085177681213,-2.9180971983712243,2.3378117036585104,-0.11353477832962133,0.10621972107763944,0.032625294626806634,-0.08711301426865378,008490
