,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,법인세차감전 순이익 변화율,유동부채 변화율,Label,Code
35,CJ대한통운,2016,Q1,산업재,0.0780513723270581,0.06028900593284092,0.04040863848193399,0.00597502232349556,-0.7204385967203719,-1.614895522518273,0.14085008567213664,0.01766947210532885,000120
35,두산,2016,Q1,산업재,0.16268228354300862,0.03659430332533109,0.05211348477622035,-0.04038805728976935,-0.6670379415054908,-0.7700213165920506,0.3138418721575844,0.1182472760576911,000150
35,SK하이닉스,2016,Q1,정보기술,-0.07879916666053198,0.04892689614390866,0.003188343494119783,0.0035251600812571393,-0.8982958163950133,-0.8940843129976158,-0.13533395412903515,0.24876142612831736,000660
35,LG상사,2016,Q1,산업재,0.07532258975174104,-0.020413409224848245,-0.03296840292433578,-0.028466438488547796,-0.9249025401078639,-1.1320541739710142,0.08281958967703029,-0.09240016577767951,001120
35,대한항공,2016,Q1,산업재,-0.016368119543064445,-0.002639121736849215,-0.024423577738561297,-0.05053371003631013,-0.6417923487430502,-0.775947094824851,-0.06508789040237695,-0.038559668537284805,003490
35,LG,2016,Q1,정보기술,0.005402126438243237,0.00010678800967456326,0.03768520599627356,0.0070379493684773475,-0.2283839299735071,-0.2365576365206884,1.8779623050163554,-0.09291841151364286,003550
35,S&T중공업,2016,Q1,산업재,-0.2561027425845893,-0.00930790429790851,-0.02924725856118504,-0.014553227244147426,-1.0383732818632392,-1.110130140082814,-0.11740614292173113,-0.11468788997026425,003570
35,한솔테크닉스,2016,Q1,정보기술,0.10386480439965097,-0.012102868319031734,0.04191434291429208,-0.0007566600080445296,-0.7695006744684763,-1.0669233714494548,0.371811740770434,-0.20771220901654622,004710
35,삼성전자,2016,Q1,정보기술,-0.017679399203446352,-0.03077684254038604,-0.018112627695284655,-0.02653961967042673,-0.7745616860156371,-0.7784457705518095,0.003969290009668391,0.16571017441977415,005930
35,LS,2016,Q1,산업재,0.0730959190561809,-0.0001115263152693391,0.005569568280456183,-0.00751331996751714,-0.7825087270188503,-0.7817456636675633,0.33193762450357167,0.0594178923702119,006260
35,삼성SDI,2016,Q1,정보기술,0.09052292737625928,-0.09065998911413464,-0.047358570726510285,-0.09847028751890452,2.6446907778367286,3.1942603965510727,0.21558011964806245,0.060029098997607486,006400
35,대덕전자,2016,Q1,정보기술,-0.09651896158373863,0.22495126698416956,0.006398515384439474,-0.013586904896992658,-0.9150201686423336,-0.8968848929687514,0.04265845708878002,0.013435611939242587,008060
35,삼성전기,2016,Q1,정보기술,-0.0993868630074062,0.0039046385619108115,-0.009296538019110456,-0.020206391906374965,-45.332605077742556,-1.2710563284752445,0.01991961064949166,0.10466947210532883,009150
35,LS산전,2016,Q1,산업재,0.05913069842068881,-0.01066895557683567,0.0032515358021218965,-0.014628285524661111,-0.8010567726387515,-0.8219242882382468,0.09759604400162081,-0.15865008329183045,010120
35,LG이노텍,2016,Q1,정보기술,-0.043700186495597565,-0.006512849521508546,-0.017520587469946336,-0.02560319917486964,-1.096478169827468,-1.5309068962420627,0.11471901755965663,0.12340516692821714,011070
35,현대상선,2016,Q1,산업재,-0.31363993851912686,-0.10220984906155228,-0.09905831761926731,-0.6727955852999883,-0.38430563099764625,-0.6170015228538428,0.10133620031561885,-0.4646852423165565,011200
35,삼성에스디에스,2016,Q1,정보기술,0.05162001679427888,-0.04191336826977432,-0.029511231426023854,0.011807674521447264,-0.8125171851163,-0.7488643367031431,-0.23706918794519094,-0.07856648295085093,018260
35,일진머티리얼즈,2016,Q1,정보기술,0.2699963456068626,0.0037923935420955956,-0.01368080023699525,0.013534023255531658,-0.3675281433328048,-1.0757257359641457,-0.17427740058195929,0.07825357356313102,020150
35,한국단자,2016,Q1,산업재,-0.06174262071043478,0.005360399768115753,0.041076799278754406,0.01872191132728651,-0.7055305399570954,-0.7430941471628529,0.15758731456302777,-0.11560638996363667,025540
35,신도리코,2016,Q1,정보기술,-0.04616794882176696,0.016532676614405384,0.017390234472539845,-0.004000346082671191,0.21243502725514674,-0.4714356169151964,0.5218175462929209,0.03321001264586938,029530
35,LG디스플레이,2016,Q1,정보기술,-0.02260374518174348,-0.0028363398870462353,-0.042469993483152724,-0.020669516256688336,-1.1521049326981951,-1.0816527395301052,-0.19484477278515655,0.1781595304821888,034220
35,SK,2016,Q1,정보기술,-0.0001983175853244451,0.042851141878421206,0.05810925805329292,0.0333449547483351,1.5511043930388815,-0.9040213144957245,0.148479402664349,-0.047060257624400886,034730
35,한미반도체,2016,Q1,정보기술,0.13236126080022617,-0.03691192793837483,0.027841508344518484,-0.0420438313726077,-0.31118028995323366,-0.3907453286232927,0.5794090660356419,-0.1682479590873317,042700
35,대우인터내셔널,2016,Q1,산업재,0.1484735606121953,-0.003132644658842887,-0.003200567600170845,0.016995098348386417,-0.6962573907777961,0.3446957168265494,0.0003833090054521371,-0.12234048035172608,047050
35,한국항공우주,2016,Q1,산업재,-0.022292892336223332,0.05614862766910367,-0.024613846160968622,-0.004807609165585869,-0.7852938155326765,-0.7848104219100419,-0.07419735386972948,0.18112626222878564,047810
35,한전KPS,2016,Q1,산업재,0.15254960843014143,0.021679827734130797,0.0266951875631658,-0.07864282855101279,-0.8487752464293481,-0.8679599336562047,0.3489539499870864,-0.1052709072984652,051600
35,LG전자,2016,Q1,정보기술,-0.11220968236911849,-0.0004573928267916916,0.03012184737907808,-0.01416090531769354,-5.632377259508468,-1.111397433630649,0.08059021228894436,-0.09335283272738491,066570
35,현대글로비스,2016,Q1,산업재,-0.012823307087170877,0.051682393186389675,0.06765518968329953,0.01867406608801936,-0.714860918383475,-0.401205257644345,0.1399264166049865,-0.15896171828104827,086280
