,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,법인세차감전 순이익 변화율,유동부채 변화율,Label,Code
30,CJ대한통운,2017,Q2,산업재,-0.07002388280293698,0.009155256454576488,0.03278002565413973,0.007448448385799056,0.3573915073470797,1.1089993329587604,-0.11698393574021526,-0.18818800596954915,000120
30,두산,2017,Q2,산업재,0.27590082802195737,0.033209887626210355,0.025030156366888212,0.020743347516379185,-0.5130205440367384,-0.31979944888726464,-0.000765260384225086,-0.0906428996630934,000150
30,SK하이닉스,2017,Q2,정보기술,0.09630594026553092,0.08630506203650401,0.09585288582503027,0.09918702652931577,0.2560203048406158,0.2971441226981566,0.10117672390807164,0.21014933094345545,000660
30,LG상사,2017,Q2,산업재,-0.10095799557848197,0.0113795865955999,-0.0061127427246376875,0.02480621296488672,-1.2171829298845502,-0.6278320507404074,0.08645551987734246,-0.10129325401356078,001120
30,대한항공,2017,Q2,산업재,0.09689873056460413,0.024905135612618645,0.0391882923282445,0.045340940900355786,-0.12506326209348284,-1.3572705912162653,-0.05017410413234169,-0.24487756318235174,003490
30,LG,2017,Q2,정보기술,0.0728345059379617,0.015653001633376018,-0.022360822457789364,0.004024214623509215,-0.9007536404784194,-0.9375709530779747,-0.49063597824446015,-0.005974106358619072,003550
30,S&T중공업,2017,Q2,산업재,-0.03294770782556234,-0.00837130771692196,0.000955595883725957,0.002615845782224513,-1.1112211673911938,-0.22576596431482032,0.0009534934381878468,-0.1652097407655618,003570
30,한솔테크닉스,2017,Q2,정보기술,-0.04798884739643876,0.03947613247229875,0.061877082866681254,0.015600264217796367,0.03823383294032867,-0.010355767179223263,0.02314670781962813,0.093914239881027,004710
30,삼성전자,2017,Q2,정보기술,-0.035921684273371696,0.060880136377318816,0.03089378623341532,0.022510131021490798,0.39678562738445167,0.2564226060518462,0.07114619511056652,0.15335686218290157,005930
30,LS,2017,Q2,산업재,0.2403844910729292,-0.0005732458885194802,-0.003447635124771309,-0.001061686955452501,-0.004689657119195112,-0.003267976606029288,-0.021673219953574296,-0.23972379605919317,006260
30,삼성SDI,2017,Q2,정보기술,0.08697602830662833,0.009450359163811095,-0.0022231037146047683,0.007404336401710676,-0.5805300606973576,-0.8880045528572671,-0.05126241741173476,0.1428726843460105,006400
30,대덕전자,2017,Q2,정보기술,0.1969895920239354,-0.10465160510504878,0.003480936445589222,0.03897187629222909,-0.5370784486719077,0.6419245844756962,-0.15246536244736963,-0.17839873806299716,008060
30,삼성전기,2017,Q2,정보기술,0.15996759832559693,0.036488554712197585,0.012755035509011803,0.028217261294794183,2.047940012807674,-11.70195469152875,0.2249548875868128,-0.018613668509199197,009150
30,LS산전,2017,Q2,산업재,0.05932401154252052,-0.02619490093562149,0.02550263941575137,0.029062154196201728,0.14302367242111313,0.8148427828156066,-0.016711115107909902,-0.06067428757190768,010120
