,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,법인세차감전 순이익 변화율,유동부채 변화율,Label,Code
12,CJ대한통운,2021,Q4,산업재,0.03823905401086618,-0.0008698663939948892,-0.021716395343984063,0.0012331682735899907,0.04998913937171445,-0.8277650700221733,-0.06760708974778673,0.020972223829352588,000120
12,두산,2021,Q4,산업재,-0.04979934996693024,0.052358933107452765,1.3633517968791864e-05,-0.016099854476457676,-2.3179010128955255,-24.46237662764102,0.15522967752900718,-0.2643159535326171,000150
12,SK하이닉스,2021,Q4,정보기술,0.2123586794240616,0.14885338640131773,0.12689849923151186,0.0598200520613994,-0.012495842887817576,0.00888960146667106,0.3375701186116269,-0.03328729167223377,000660
12,LG상사,2021,Q4,산업재,0.22057431134612354,0.014081025284972792,-0.031241124541878218,0.06296833133230462,0.7860926788122049,-0.2640512686928036,-0.19420966029985554,0.2859988574797939,001120
12,대한항공,2021,Q4,산업재,0.02508918020116732,-0.022019473850831583,0.022919639765886624,0.07007614470650614,0.60610578922734,2.2614171646374928,0.039274578833098595,0.03388881178450802,003490
12,LG,2021,Q4,정보기술,-0.08444885092536092,-0.029044838128328143,-0.017619846454958843,-0.020880378260725307,-0.5548230605096823,-2.6768356990121234,0.2551674086893414,0.0503284681564553,003550
12,S&T중공업,2021,Q4,산업재,-0.056292676079695354,-0.006222020552674956,-0.019012761396404176,0.01019850744949835,1.7673549898563712,-1.1549910255669082,-0.12644390753412782,0.16440219473170126,003570
12,한솔테크닉스,2021,Q4,정보기술,0.13533450785547407,-0.01091754445728188,0.14065887409861055,0.010318305857018206,0.6070913365881392,-1.7090069413571154,0.11834924575731764,0.01434855373439544,004710
12,삼성전자,2021,Q4,정보기술,0.08021174509408492,0.060486715295978044,0.043325471946422445,0.030970802034322897,-0.12601901432363738,0.004076807637010349,0.06995021444246907,-0.025904092146787114,005930
12,LS,2021,Q4,산업재,-0.03695878846085213,0.008636772116620506,0.013333135473771351,0.014714604480987603,0.4632928739232576,0.8778865432244369,0.033356172916407134,0.2003284681564553,006260
12,삼성SDI,2021,Q4,정보기술,-0.22333172265055734,-0.00907139797483869,0.029759507650567896,0.004232833937874991,-0.4322842213821152,-0.2784449285462629,0.18727453325884502,0.19983613894332136,006400
