,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,법인세차감전 순이익 변화율,유동부채 변화율,Label,Code
17,CJ대한통운,2020,Q3,산업재,0.006497951974267023,0.012402360723750894,0.0171015024627843,0.006096308022309316,-0.10446274476560358,-0.06447120442528054,0.08749245367750902,-0.1734431797319626,000120
17,두산,2020,Q3,산업재,0.05912799469855127,-0.13354666956976202,-0.004824925548749359,0.06511216650817397,-0.4866299303994749,1.5311096020742974,0.02599555772525952,-0.2441647329936938,000150
17,SK하이닉스,2020,Q3,정보기술,0.08288061989992215,0.006875559435074008,0.0037314043372038697,0.018702415962917662,-0.3100816004211635,-0.30050809094921904,-0.08235311290436376,0.26653959326144916,000660
17,LG상사,2020,Q3,산업재,0.09286712153574087,0.002108457330733504,-0.045568550415222786,-0.0007779731099530895,0.34724321068883945,6.699034445639279,-0.11435637914463859,0.3772827007467857,001120
17,대한항공,2020,Q3,산업재,0.17104100964740387,-0.02018509542097202,0.003388182412372265,0.3052124953664406,-0.948871181541263,-2.3109689053365594,-0.03511119704631849,0.31306399574872723,003490
17,LG,2020,Q3,정보기술,-0.20502896673582985,-0.0019445916017751808,-0.006779640550589772,0.004698998198673365,0.5147582404961526,-0.9355239315171208,-0.2953817592190323,-0.01601924541210939,003550
17,S&T중공업,2020,Q3,산업재,0.03300732817132775,-0.0014608274774896568,0.014725007596358308,-0.017487381434002858,-1.1918178343893087,-1.0593523026920735,0.2673680724362397,-0.033244466235610226,003570
17,한솔테크닉스,2020,Q3,정보기술,-0.10782605210019207,-0.030191119222303886,0.010932823223384958,-0.013137157237831154,-0.39698790826204966,-1.3493195066451429,0.02663162865198543,-0.11860663446577882,004710
17,삼성전자,2020,Q3,정보기술,0.05408192697705689,0.008416021463130807,0.046240142675942675,0.01587236328278796,0.513853132569158,0.47864390060594664,0.1995507446003717,0.06305190930787594,005930
17,LS,2020,Q3,산업재,0.29306525221584595,0.01718248628506358,0.016425352880463873,0.018077144180178806,-0.5486725663716814,-0.44727938321592986,-0.008070240004205975,-0.08982644558891265,006260
17,삼성SDI,2020,Q3,정보기술,0.06431956717818749,-0.0018557771290109715,0.0007819434762152966,0.012079433307689014,0.32337648159376875,0.06257285331539952,0.09635376778604687,0.10294257651016456,006400
17,대덕전자,2020,Q3,정보기술,-0.07005600405742587,0.32894695040974686,0.1478146306102972,0.1506955276432842,0.038841743678132756,0.6179821671757217,-0.0058918995673175045,-0.17938581097556472,008060
17,삼성전기,2020,Q3,정보기술,0.06296690054866524,-0.01748363257651664,0.05079490709396639,0.01603700556945431,1.4672577361558656,1.3083856199320678,0.20649555483439874,0.0018666342269697822,009150
17,LS산전,2020,Q3,산업재,-0.055181088573991115,0.00016153785932693232,-0.0034746871674914415,0.012615115275282918,-0.49796086249703586,0.16975414011006573,0.04601763130879921,-0.16087907716786004,010120
17,LG이노텍,2020,Q3,정보기술,-0.061724108072191766,0.01821270964040722,0.1216711994596178,0.00841603818953418,0.422170098545563,-0.5378574853405753,0.2717595520148228,0.06013372731749822,011070
