code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
9540,현대중공업,중공업,2016,Q3,"12,196,890,352,000","17,045,639,079,000","29,242,529,431,000","10,518,656,024,000","4,537,055,023,000","15,055,711,047,000","12,043,615,746,000","14,186,818,384,000",4353496969000.0,90871577000.0,205505325000.0,154386420000.0,154386420000.0,"380,000,000,000",,,,,,,,,,,,
10140,삼성중공업,중공업,2016,Q3,"8,725,871,473,504","7,048,666,231,224","15,774,537,704,728","9,175,920,048,068","1,630,400,079,267","10,806,320,127,335","3,486,095,481,087","4,968,217,577,393",2645549409199.0,119014009279.0,151544124676.0,117705625162.0,117705625162.0,,,,,,,,,,,,,
10620,현대미포조선,중공업,2016,Q3,"1,918,065,650,000","2,674,707,133,000","4,592,772,783,000","1,895,844,394,000","426,154,680,000","2,321,999,074,000","1,411,669,694,000","2,270,773,709,000",787444325000.0,37746946000.0,44921617000.0,34499417000.0,34499417000.0,,,,,,,,,,,,,
12450,한화테크윈,중공업,2016,Q3,"1,767,908,873,529","2,589,055,157,539","4,356,964,031,068","1,224,515,101,335","907,681,460,671","2,132,196,562,006","1,190,495,837,200","2,224,767,469,062",660171950627.0,27838289287.0,32788008430.0,29917549652.0,29917549652.0,,,,,,,,,,,,,
17800,현대엘리베이,중공업,2016,Q3,"796,371,297,356","586,469,809,021","1,382,841,106,377","518,755,573,492","198,552,022,070","717,307,595,562","41,015,238,169","665,533,510,815",376235818230.0,52972233927.0,-31472855323.0,-38460507196.0,-38460507196.0,,,,,,,,,,,,,
34020,두산중공업,중공업,2016,Q3,"3,337,602,256,342","8,318,943,600,885","11,656,545,857,227","4,644,362,148,009","2,495,401,043,292","7,139,763,191,301","1,882,150,706,586","4,516,782,665,926",962838754601.0,50493842834.0,12030705853.0,6057118640.0,6057118640.0,,,,,,,,,,,,,
42660,대우조선해양,중공업,2016,Q3,"8,104,616,043,609","5,638,683,547,201","13,743,299,590,810","13,376,260,220,559","1,705,467,746,848","15,081,727,967,407","-3,125,950,883,786","-1,338,428,376,597",2791960679139.0,-97627791361.0,-108953062441.0,-109544860334.0,-109544860334.0,,,,,,,,,,,,,
42670,두산인프라코어,중공업,2016,Q3,"981,780,324,606","4,359,160,343,574","5,340,940,668,180","2,539,168,982,932","722,687,974,148","3,261,856,957,080","159,383,632,932","2,079,083,711,100",503693790972.0,-5141014530.0,-11074431776.0,-4584178090.0,-4584178090.0,,,,,,,,,,,,,
64350,현대로템,중공업,2016,Q3,"2,529,179,660,000","1,321,788,287,000","3,850,967,947,000","1,401,132,198,000","1,096,770,084,000","2,497,902,282,000","519,675,731,000","1,353,065,665,000",602911575000.0,1345845000.0,-18251902000.0,-17949556000.0,-17949556000.0,"425,000,000,000",,,,,,,,,,,,
82740,두산엔진,중공업,2016,Q3,"449,095,468,937","943,444,190,433","1,392,539,659,370","589,195,162,393","246,917,458,811","836,112,621,204","67,335,391,481","556,427,038,166",190729646155.0,4039780424.0,-270063485964.0,-267967815138.0,-267967815138.0,,,,,,,,,,,,,
97230,한진중공업,중공업,2016,Q3,"1,438,985,000,000","2,570,530,000,000","4,009,515,000,000","1,364,958,000,000","1,515,960,000,000","2,880,918,000,000","-136,499,000,000","1,128,597,000,000",375043000000.0,-5243000000.0,-95490000000.0,-75628000000.0,-75628000000.0,,,,,,,,,,,,,
