code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
9540,현대중공업,중공업,2022,Q1,2022-05-16,"1,856,263,767,000","9,307,104,203,000","11,163,367,970,000","208,402,633,000","116,241,822,000","324,644,455,000","16,411,006,524,000","10,838,723,515,000",46052191000.0,5647127000.0,72453250000.0,57351506000.0,"353,865,580,000",,,,,,,,,,,,
10140,삼성중공업,중공업,2022,Q1,2022-05-16,"5,591,731,398,788","6,470,972,997,254","12,062,704,396,042","6,938,717,938,289","951,563,247,620","7,890,281,185,909","-1,441,919,241,270","4,172,423,210,133",1469234811707.0,-81590754302.0,-85596308194.0,-85596308194.0,"880,114,845,000",,,,,,,,,,,,
10620,현대미포조선,중공업,2022,Q1,2022-05-16,"2,440,189,789,000","1,705,976,680,000","4,146,166,469,000","1,963,791,449,000","53,965,208,000","2,017,756,657,000","1,569,291,265,000","2,128,409,812,000",871221801000.0,-61446275000.0,-42094863000.0,-31767282000.0,"199,710,745,000",,,,,,,,,,,,
12450,한화테크윈,중공업,2022,Q1,2022-05-16,"1,429,675,728,119","3,769,056,962,145","5,198,732,690,264","1,247,866,710,414","1,793,156,273,941","3,041,022,984,355","1,526,917,663,789","2,157,709,705,909",243991158713.0,-10757441113.0,100614842217.0,101315190555.0,"265,650,000,000",,,,,,,,,,,,
17800,현대엘리베이,중공업,2022,Q1,2022-05-16,"762,355,601,919","1,573,588,896,334","2,335,944,498,253","866,148,975,187","350,976,283,416","1,217,125,258,603","290,402,141,771","1,118,819,239,650",377260461730.0,12415640314.0,6104724467.0,5269436321.0,"212,235,955,000",,,,,,,,,,,,
34020,두산중공업,중공업,2022,Q1,2022-05-13,"3,731,421,483,469","10,393,593,516,276","14,125,014,999,745","5,316,506,014,079","1,683,175,730,016","6,999,681,744,095","147,409,010,739","7,125,333,255,650",1126263853774.0,55356696543.0,-12542646962.0,-13374889746.0,"3,193,488,910,000",,,,,,,,,,,,
42660,대우조선해양,중공업,2022,Q1,2022-05-16,"6,471,133,064,577","4,107,309,995,936","10,578,443,060,513","8,061,432,693,278","881,022,845,947","8,942,455,539,225","-1,553,880,898,414","1,635,987,521,288",1235139556208.0,-470286856416.0,-490427916355.0,-490427916355.0,"541,453,345,000",,,,,,,,,,,,
42670,두산인프라코어,중공업,2022,Q1,2022-05-16,"1,444,325,548,256","1,982,409,478,166","3,426,735,026,422","2,015,782,984,656","268,983,391,780","2,284,766,376,436","761,434,102,586","1,141,968,649,986",957916712695.0,74292694699.0,67892792728.0,52176312597.0,"197,455,862,000",,,,,,,,,,,,
64350,현대로템,중공업,2022,Q1,2022-05-16,"2,707,506,922,000","1,395,235,021,000","4,102,741,943,000","2,001,781,320,000","843,997,200,000","2,845,778,520,000","-61,725,999,000","1,256,963,423,000",661770280000.0,36283256000.0,32701898000.0,30945192000.0,"545,711,465,000",,,,,,,,,,,,
82740,두산엔진,중공업,2022,Q1,2022-05-13,"356,365,877,649","444,183,581,329","800,549,458,978","472,573,322,258","163,610,833,159","636,184,155,417","-114,163,706,413","164,365,303,561",177595406935.0,-2284291919.0,-4769697922.0,-4769697922.0,"46,721,246,000",,,,,,,,,,,,
97230,한진중공업,중공업,2022,Q1,2022-05-16,"934,811,000,000","1,433,035,000,000","2,367,846,000,000","932,325,000,000","1,013,278,000,000","1,945,603,000,000","-1,366,070,000,000","422,243,000,000",347795000000.0,2522000000.0,-11194000000.0,-9034000000.0,"416,371,000,000",,,,,,,,,,,,
