code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
9540,현대중공업,중공업,2021,Q2,"1,433,410,808,000","9,555,583,756,000","10,988,994,564,000","197,247,714,000","157,707,122,000","354,954,836,000","16,162,022,780,000","10,634,039,728,000",39601042000.0,-4340219000.0,18459507000.0,16563005000.0,16563005000.0,"353,865,580,000",,,,,,,,,,,,
10140,삼성중공업,중공업,2021,Q2,"5,841,130,342,988","6,041,763,590,968","11,882,893,933,956","7,062,577,097,651","1,920,671,904,073","8,983,249,001,724","-1,103,751,411,068","2,899,644,932,232",1703092363601.0,-424972137855.0,-429095615606.0,-429095615606.0,-429095615606.0,"3,150,574,225,000",,,,,,,,,,,,
10620,현대미포조선,중공업,2021,Q2,"2,035,978,627,000","1,645,613,946,000","3,681,592,573,000","1,444,001,249,000","39,088,388,000","1,483,089,637,000","1,641,936,571,000","2,198,502,936,000",714958823000.0,-199067014000.0,-199645478000.0,-150998806000.0,-150998806000.0,"199,710,745,000",,,,,,,,,,,,
12450,한화테크윈,중공업,2021,Q2,"1,437,638,397,400","3,758,044,120,022","5,195,682,517,422","1,164,032,022,544","1,972,834,565,255","3,136,866,587,799","1,429,483,077,484","2,058,815,929,623",358928592798.0,698623132.0,-14430460890.0,-12781462777.0,-12781462777.0,"265,650,000,000",,,,,,,,,,,,
17800,현대엘리베이,중공업,2021,Q2,"877,257,196,466","1,215,201,593,729","2,092,458,790,195","743,981,919,528","289,766,967,179","1,033,748,886,707","230,292,805,609","1,058,709,903,488",393721486145.0,34468346444.0,7938492033.0,5389521646.0,5389521646.0,"212,235,955,000",,,,,,,,,,,,
34020,두산중공업,중공업,2021,Q2,"4,148,802,071,633","8,137,468,364,881","12,286,270,436,514","7,051,965,543,009","952,178,140,515","8,004,143,683,524","312,319,613,823","4,282,126,752,990",812107871436.0,66798128949.0,106805442900.0,79501292564.0,79501292564.0,"2,204,971,960,000",,,,,,,,,,,,
42660,대우조선해양,중공업,2021,Q2,"5,507,497,271,295","4,140,580,501,656","9,648,077,772,951","5,939,131,661,752","1,179,583,534,450","7,118,715,196,202","-647,434,949,875","2,529,362,576,749",1070156973489.0,-1005530639638.0,-1022223462104.0,-1009370103194.0,-1009370103194.0,"541,453,345,000",,,,,,,,,,,,
42670,두산인프라코어,중공업,2021,Q2,"3,840,946,565,784","1,806,135,958,279","5,647,082,524,063","3,767,672,514,166","1,245,534,922,815","5,013,207,436,981","217,782,145,995","633,875,087,082",970080930661.0,86669984928.0,91689695185.0,70826751561.0,70826751561.0,"1,261,028,735,000",,,,,,,,,,,,
64350,현대로템,중공업,2021,Q2,"2,630,470,152,000","1,373,921,524,000","4,004,391,676,000","1,906,041,183,000","777,182,315,000","2,683,223,498,000","-150,460,847,000","1,321,168,178,000",701983459000.0,112264632000.0,13558941000.0,14339971000.0,14339971000.0,"545,711,465,000",,,,,,,,,,,,
82740,두산엔진,중공업,2021,Q2,"302,524,709,204","440,804,861,526","743,329,570,730","411,322,305,456","93,483,200,956","504,805,506,412","-39,998,050,957","238,524,064,318",170103741680.0,-4145527574.0,-3319176502.0,-2494626618.0,-2494626618.0,"46,721,246,000",,,,,,,,,,,,
97230,한진중공업,중공업,2021,Q2,"995,026,000,000","1,139,852,000,000","2,134,878,000,000","1,032,295,000,000","846,029,000,000","1,878,324,000,000","-1,279,193,000,000","256,554,000,000",440815000000.0,962000000.0,-19601000000.0,-21918000000.0,-21918000000.0,"416,371,000,000",,,,,,,,,,,,
