,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,기초 소유주식 지분율 변화율,보유 주식 수 변화율,기말 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
8,대림산업,2022,Q4,건설,-0.1569472344230102,-0.11456608043309557,0.8455228981544769,-0.06882836875961051,0.09090909090909083,-0.12070563315019511,0.023809523809523725,-0.11473241338712198,000210
8,현대건설,2022,Q4,건설,-0.12877678844013868,-0.11456608043309557,0.6666666666666667,0.05209192919709227,0.6666666666666667,-0.12070563315019511,0.023809523809523725,0.04414312617702444,000720
8,KCC,2022,Q4,건설,-0.10477236749806443,-0.11456608043309557,0.0002532286654850502,-0.07189941119894905,-0.0655696202531647,-0.12070563315019511,0.023809523809523725,-0.04391398905085796,002380
8,한일시멘트,2022,Q4,건설,0.07977592941879771,-0.11456608043309557,0.0,0.07115767315784427,-0.002036363636363725,-0.12070563315019511,0.023809523809523725,-0.011799147529933125,003300
8,아이에스동서,2022,Q4,건설,0.26009935173087906,-0.11456608043309557,-0.12420003656975687,-0.05983014294248434,-0.1240409207161125,-0.12070563315019511,0.023809523809523725,-0.1481796641342082,010780
8,현대산업,2022,Q4,건설,0.17791898315387147,-0.11456608043309557,-0.15550008758101241,-0.08086145877876705,-0.0962319592083658,-0.12070563315019511,0.023809523809523725,-0.07444094751314137,012630
8,삼성엔지니어링,2022,Q4,건설,0.005657714566308777,-0.11456608043309557,-0.002423654871546277,-0.016794068854097732,0.001457725947521915,-0.12070563315019511,0.023809523809523725,0.07749482344260783,028050
8,대우건설,2022,Q4,건설,-0.10162679664252264,-0.11456608043309557,-1.0,-0.04488098637361004,0.33307065931179425,-0.12070563315019511,0.023809523809523725,-0.030223112328398756,047040
8,한전기술,2022,Q4,건설,0.18721311985413114,-0.11456608043309557,0.0,0.0706625698793999,0.0,-0.12070563315019511,0.023809523809523725,-0.14834382949614142,052690
8,LG하우시스,2022,Q4,건설,-0.049067522886124953,-0.11456608043309557,0.5004985044865407,-0.0156223661767948,0.5009966777408639,-0.12070563315019511,0.023809523809523725,0.22373525003691946,108670
