,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,기초 소유주식 지분율 변화율,보유 주식 수 변화율,기말 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
5,대림산업,2023,Q3,건설,0.2218111008433589,-0.028955398190522508,0.0,0.0,0.0,0.106533304958502,0.03896103896103886,-0.15609689068941437,000210
5,현대건설,2023,Q3,건설,0.034736884736884716,-0.028955398190522508,0.0,0.0,0.0,0.106533304958502,0.03896103896103886,-0.15828329584792822,000720
5,KCC,2023,Q3,건설,0.18342528553796159,-0.028955398190522508,0.0,0.0,0.0,0.106533304958502,0.03896103896103886,0.023524832476839577,002380
5,한일시멘트,2023,Q3,건설,0.08271480294657499,-0.028955398190522508,0.0,0.0,0.0,0.106533304958502,0.03896103896103886,0.03804570950805011,003300
5,아이에스동서,2023,Q3,건설,-0.08898487636805394,-0.028955398190522508,0.0,0.0,0.0,0.106533304958502,0.03896103896103886,-0.07860744815683732,010780
5,현대산업,2023,Q3,건설,0.12857257813764267,-0.028955398190522508,0.0,0.0,0.0,0.106533304958502,0.03896103896103886,0.1477098837447005,012630
5,삼성엔지니어링,2023,Q3,건설,-0.29408906514169675,-0.028955398190522508,0.0,0.0,0.0,0.106533304958502,0.03896103896103886,-0.028978541419449444,028050
5,대우건설,2023,Q3,건설,-0.06295348459527567,-0.028955398190522508,0.0,0.0,0.0,0.106533304958502,0.03896103896103886,-0.19678400145945252,047040
5,한전기술,2023,Q3,건설,-0.19749508046590675,-0.028955398190522508,0.0,0.0,0.0,0.106533304958502,0.03896103896103886,0.13818485055270086,052690
5,LG하우시스,2023,Q3,건설,-0.16240975737543248,-0.028955398190522508,0.0,0.0,0.0,0.106533304958502,0.03896103896103886,-0.13188981158751095,108670
