,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,기초 소유주식 지분율 변화율,보유 주식 수 변화율,기말 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
4,대림산업,2023,Q4,건설,-0.15609689068941437,0.10965773361610065,-0.08333333333333337,-0.13577456054522063,0.02240740740740743,-0.03388722209400741,0.0625,0.19593208434489187,000210
4,현대건설,2023,Q4,건설,-0.15828329584792822,0.10965773361610065,-0.1428571428571429,0.002024208931118876,-0.1428571428571429,-0.03388722209400741,0.0625,0.02291629786982935,000720
4,KCC,2023,Q4,건설,0.023524832476839577,0.10965773361610065,-0.0655696202531647,-0.022328695278536093,-0.01029531292332686,-0.03388722209400741,0.0625,0.051540357294991165,002380
4,한일시멘트,2023,Q4,건설,0.03804570950805011,0.10965773361610065,0.10884848484848475,-0.19616367663007428,0.11111111111111116,-0.03388722209400741,0.0625,0.0036376256681529134,003300
4,아이에스동서,2023,Q4,건설,-0.07860744815683732,0.10965773361610065,0.001096090610157141,-0.031271243030209006,0.0009124087591241281,-0.03388722209400741,0.0625,-0.0849487611176174,010780
4,현대산업,2023,Q4,건설,0.1477098837447005,0.10965773361610065,0.18311452612723023,-0.08002284594495024,0.09195227435724673,-0.03388722209400741,0.0625,0.0010302159545788163,012630
4,삼성엔지니어링,2023,Q4,건설,-0.028978541419449444,0.10965773361610065,-0.001457725947521915,0.020942238771478383,-0.004366812227074246,-0.03388722209400741,0.0625,-0.08839322593969445,028050
4,대우건설,2023,Q4,건설,-0.19678400145945252,0.10965773361610065,0.0,0.0038821706325791183,0.0,-0.03388722209400741,0.0625,-0.023628310586827166,047040
4,한전기술,2023,Q4,건설,0.13818485055270086,0.10965773361610065,0.0,-0.1210350663254749,-0.22457047285996645,-0.03388722209400741,0.0625,-0.014219517188989944,052690
4,LG하우시스,2023,Q4,건설,-0.13188981158751095,0.10965773361610065,-0.49966777408637875,0.0031520256841599537,-0.49933598937583,-0.03388722209400741,0.0625,0.14154404147969166,108670
