,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,기초 소유주식 지분율 변화율,보유 주식 수 변화율,기말 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
31,대림산업,2017,Q1,건설,-0.04877684289017979,0.5158067335463936,0.0,0.0,0.0,0.09135267010029824,0.0277777777777779,0.06358837528771155,000210
31,현대건설,2017,Q1,건설,-0.0775925137133953,0.5158067335463936,0.0,0.0,0.0,0.09135267010029824,0.0277777777777779,-0.1576694390258916,000720
31,KCC,2017,Q1,건설,-0.054690556496670914,0.5158067335463936,0.0,0.0,0.0,0.09135267010029824,0.0277777777777779,0.09648870505921951,002380
31,한일시멘트,2017,Q1,건설,0.17624072955812897,0.5158067335463936,0.0,0.0,0.0,0.09135267010029824,0.0277777777777779,-0.09165227113750558,003300
31,아이에스동서,2017,Q1,건설,-0.04969911223983275,0.5158067335463936,0.0,0.057487026215357284,0.0,0.09135267010029824,0.0277777777777779,-0.14622369606157376,010780
31,현대산업,2017,Q1,건설,0.05333080336953553,0.5158067335463936,0.0,0.05748702621514745,0.0,0.09135267010029824,0.0277777777777779,-0.1727835290494158,012630
31,삼성엔지니어링,2017,Q1,건설,-0.10751161223983274,0.5158067335463936,0.0,0.0,0.0,0.09135267010029824,0.0277777777777779,-0.17932405448451283,028050
31,대우건설,2017,Q1,건설,0.017384365568766415,0.5158067335463936,0.0,0.0,0.0,0.09135267010029824,0.0277777777777779,-0.07214100872307247,047040
31,한전기술,2017,Q1,건설,-0.2067921877794011,0.5158067335463936,0.0,0.0,0.0,0.09135267010029824,0.0277777777777779,-0.2592446028034107,052690
31,LG하우시스,2017,Q1,건설,-0.032759136992307994,0.5158067335463936,0.0,0.0,0.0,0.09135267010029824,0.0277777777777779,-0.059193781531659224,108670
