,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,기초 소유주식 지분율 변화율,보유 주식 수 변화율,기말 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
14,대림산업,2021,Q2,건설,-0.13127033006249395,0.7421096287815034,0.0,0.0,0.0,0.131754905184698,-0.11023622047244086,-0.05826609885805567,000210
14,현대건설,2021,Q2,건설,0.0044731457103875175,0.7421096287815034,0.0,0.0,0.0,0.131754905184698,-0.11023622047244086,0.05077114280641535,000720
14,KCC,2021,Q2,건설,-0.052952052476946725,0.7421096287815034,0.0,0.0,0.0,0.131754905184698,-0.11023622047244086,0.06202467850420049,002380
14,한일시멘트,2021,Q2,건설,-0.09692694347733638,0.7421096287815034,0.0,0.0,0.0,0.131754905184698,-0.11023622047244086,0.05459394157594512,003300
14,아이에스동서,2021,Q2,건설,-0.19627463882691748,0.7421096287815034,0.0,0.0,0.0,0.131754905184698,-0.11023622047244086,-0.01828287709523673,010780
14,현대산업,2021,Q2,건설,-0.16205060302331079,0.7421096287815034,0.0,0.0,0.0,0.131754905184698,-0.11023622047244086,-0.07202135209355426,012630
14,삼성엔지니어링,2021,Q2,건설,0.21766108748527596,0.7421096287815034,0.0,0.0,0.0,0.131754905184698,-0.11023622047244086,0.06264068649861534,028050
14,대우건설,2021,Q2,건설,-0.05694473353597176,0.7421096287815034,0.0,0.0,0.0,0.131754905184698,-0.11023622047244086,-0.0657980998157826,047040
14,한전기술,2021,Q2,건설,0.18215167217584413,0.7421096287815034,0.0,0.0,0.0,0.131754905184698,-0.11023622047244086,1.1542072803850782,052690
14,LG하우시스,2021,Q2,건설,-0.1209457213058214,0.7421096287815034,0.0,0.0,0.0,0.131754905184698,-0.11023622047244086,-0.20270061435176387,108670
