,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,기초 소유주식 지분율 변화율,보유 주식 수 변화율,기말 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
6,대림산업,2023,Q2,건설,-0.20777257239510422,-0.3075171004307199,0.0,0.0,0.0,-0.03519218134034163,-0.04938271604938271,0.2218111008433589,000210
6,현대건설,2023,Q2,건설,-0.13300168657771466,-0.3075171004307199,0.0,0.0,0.0,-0.03519218134034163,-0.04938271604938271,0.034736884736884716,000720
6,KCC,2023,Q2,건설,-0.07029206557249212,-0.3075171004307199,0.0,0.0,0.0,-0.03519218134034163,-0.04938271604938271,0.18342528553796159,002380
6,한일시멘트,2023,Q2,건설,-0.0745508993809575,-0.3075171004307199,0.0,0.0,0.0,-0.03519218134034163,-0.04938271604938271,0.08271480294657499,003300
6,아이에스동서,2023,Q2,건설,-0.1648916859685114,-0.3075171004307199,0.0,0.0,0.0,-0.03519218134034163,-0.04938271604938271,-0.08898487636805394,010780
6,현대산업,2023,Q2,건설,-0.14014061774942949,-0.3075171004307199,0.0,0.0,0.0,-0.03519218134034163,-0.04938271604938271,0.12857257813764267,012630
6,삼성엔지니어링,2023,Q2,건설,0.22446642607790984,-0.3075171004307199,0.0,0.0,0.0,-0.03519218134034163,-0.04938271604938271,-0.29408906514169675,028050
6,대우건설,2023,Q2,건설,0.05478737777618199,-0.3075171004307199,0.0,0.0,0.0,-0.03519218134034163,-0.04938271604938271,-0.06295348459527567,047040
6,한전기술,2023,Q2,건설,0.029521178961284117,-0.3075171004307199,0.0,0.0,0.0,-0.03519218134034163,-0.04938271604938271,-0.19749508046590675,052690
6,LG하우시스,2023,Q2,건설,0.15290346189240067,-0.3075171004307199,0.0,0.0,0.0,-0.03519218134034163,-0.04938271604938271,-0.16240975737543248,108670
