,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,기초 소유주식 지분율 변화율,보유 주식 수 변화율,기말 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
30,대림산업,2017,Q2,건설,0.06358837528771155,-0.1259798444991046,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.11560459519957578,000210
30,현대건설,2017,Q2,건설,-0.1576694390258916,-0.1259798444991046,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.1900207477224205,000720
30,KCC,2017,Q2,건설,0.09648870505921951,-0.1259798444991046,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.09493906539262703,002380
30,한일시멘트,2017,Q2,건설,-0.09165227113750558,-0.1259798444991046,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,0.07450946031834868,003300
30,아이에스동서,2017,Q2,건설,-0.14622369606157376,-0.1259798444991046,0.0,0.04069603451366577,0.0,-0.07470193740685538,-0.00900900900900925,-0.14836272527852445,010780
30,현대산업,2017,Q2,건설,-0.1727835290494158,-0.1259798444991046,0.0,0.04069603451352566,0.0,-0.07470193740685538,-0.00900900900900925,-0.09943011953419714,012630
30,삼성엔지니어링,2017,Q2,건설,-0.17932405448451283,-0.1259798444991046,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,0.1238958183741534,028050
30,대우건설,2017,Q2,건설,-0.07214100872307247,-0.1259798444991046,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.23459878992406843,047040
30,한전기술,2017,Q2,건설,-0.2592446028034107,-0.1259798444991046,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.0989931714951364,052690
30,LG하우시스,2017,Q2,건설,-0.059193781531659224,-0.1259798444991046,0.0,0.0,0.0,-0.07470193740685538,-0.00900900900900925,-0.16172406895413802,108670
