,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,기초 소유주식 지분율 변화율,보유 주식 수 변화율,기말 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
32,대림산업,2016,Q4,건설,-0.13911732572419963,0.9720054193181309,0.06976833384473768,-0.013079784607925804,0.11810261374636988,0.07425742574257432,-0.06896551724137923,-0.04877684289017979,000210
32,현대건설,2016,Q4,건설,0.01665776516054719,0.9720054193181309,0.0,-0.10891866683997764,0.0,0.07425742574257432,-0.06896551724137923,-0.0775925137133953,000720
32,KCC,2016,Q4,건설,-0.2071485078598309,0.9720054193181309,0.008051948051947866,0.15085131300839683,-0.005410976552435054,0.07425742574257432,-0.06896551724137923,-0.054690556496670914,002380
32,한일시멘트,2016,Q4,건설,0.1901894167030761,0.9720054193181309,0.126556375374683,-0.12201973330144111,0.15815680405249832,0.07425742574257432,-0.06896551724137923,0.17624072955812897,003300
32,아이에스동서,2016,Q4,건설,-0.15739864160906342,0.9720054193181309,-0.43822815533980586,0.08866217088858264,-0.4672715489306546,0.07425742574257432,-0.06896551724137923,-0.04969911223983275,010780
32,현대산업,2016,Q4,건설,-0.29298896140738145,0.9720054193181309,-0.014331210191082744,0.08866217088933537,0.0,0.07425742574257432,-0.06896551724137923,0.05333080336953553,012630
32,삼성엔지니어링,2016,Q4,건설,0.1877029336552789,0.9720054193181309,-0.19999999999999996,3.247201237006456,-0.2555858310626703,0.07425742574257432,-0.06896551724137923,-0.10751161223983274,028050
32,대우건설,2016,Q4,건설,-0.028748295485192324,0.9720054193181309,0.3208406532630621,-0.024640063994593953,0.3333333333333335,0.07425742574257432,-0.06896551724137923,0.017384365568766415,047040
32,한전기술,2016,Q4,건설,0.029857739630720317,0.9720054193181309,0.0,-0.08115286103274455,-0.00829312424607953,0.07425742574257432,-0.06896551724137923,-0.2067921877794011,052690
32,LG하우시스,2016,Q4,건설,-0.0411936734727648,0.9720054193181309,0.0,0.0,0.0,0.07425742574257432,-0.06896551724137923,-0.032759136992307994,108670
