,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,기초 소유주식 지분율 변화율,보유 주식 수 변화율,기말 소유주식 지분율 변화율,국제유가 변화율,실업률 변화율,Label,Code
2,대림산업,2024,Q2,건설,-0.1396906751773595,-0.110334699467731,0.0,0.0,0.0,0.01979840167061564,-3.3306690738754696e-16,-0.13955218472851136,000210
2,현대건설,2024,Q2,건설,-0.07875553631097454,-0.110334699467731,0.0,0.0,0.0,0.01979840167061564,-3.3306690738754696e-16,0.030099223047776708,000720
2,KCC,2024,Q2,건설,0.05712589386307248,-0.110334699467731,0.0,0.0,0.0,0.01979840167061564,-3.3306690738754696e-16,-0.125567206032765,002380
2,한일시멘트,2024,Q2,건설,0.06061801666025786,-0.110334699467731,0.0,0.0,0.0,0.01979840167061564,-3.3306690738754696e-16,0.11181229909402324,003300
2,아이에스동서,2024,Q2,건설,-0.12215167583464032,-0.110334699467731,0.0,0.0,0.0,0.01979840167061564,-3.3306690738754696e-16,-0.054445562463042774,010780
2,현대산업,2024,Q2,건설,0.27792194937223785,-0.110334699467731,0.0,0.0,0.0,0.01979840167061564,-3.3306690738754696e-16,0.21833401420676948,012630
2,삼성엔지니어링,2024,Q2,건설,0.09319564257022667,-0.110334699467731,0.0,0.0,0.0,0.01979840167061564,-3.3306690738754696e-16,-0.24661466719811156,028050
2,대우건설,2024,Q2,건설,0.08659096356794599,-0.110334699467731,0.0,0.0,0.0,0.01979840167061564,-3.3306690738754696e-16,-0.015186068815107978,047040
2,한전기술,2024,Q2,건설,0.06686904209093875,-0.110334699467731,0.0,0.0,0.0,0.01979840167061564,-3.3306690738754696e-16,0.0674806739653774,052690
2,LG하우시스,2024,Q2,건설,-0.045777527456557485,-0.110334699467731,0.0,0.0,0.0,0.01979840167061564,-3.3306690738754696e-16,-0.03945560527283001,108670
