Variable,VIF
const,1.0482414898016785
F_유동자산 변화율,2.263826066918957
F_비유동자산 변화율,1.8950412556529501
F_자산총계 변화율,3.5012315210939593
F_유동부채 변화율,2.014781238497484
F_비유동부채 변화율,1.326320915322805
F_부채총계 변화율,3.0287616473191266
F_이익잉여금 변화율,1.0413614258337864
F_자본총계 변화율,1.1237710013836
F_매출액 변화율,1.0262087616568467
F_영업이익 변화율,1.0108703733246813
F_법인세차감전 순이익 변화율,27.054033810447294
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
Relative Return,1.0221083774246833
