,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,자산총계 변화율,자본총계 변화율,비유동자산 변화율,비유동부채 변화율,Label,Code
10,대림산업,2022,Q2,건설,0.15046715784747647,0.004958758453892376,-0.727788584620631,-0.0016153301357890726,0.009089237485680357,-0.01057347861440161,-0.269711302916408,-0.06144148313487091,000210
10,현대건설,2022,Q2,건설,0.1780879505241215,0.031121789353141027,0.14891439100121695,0.027189208375152818,0.040560152576717856,0.034362932551319725,0.026472529418393176,-0.07986915223403078,000720
10,KCC,2022,Q2,건설,-0.05072351475880411,0.02804075131072792,1.4208135677810612,0.024702925717284385,0.02125855527996756,0.01891712007476065,0.08171780989344146,-0.16544101598368463,002380
10,한일시멘트,2022,Q2,건설,-0.074615031078134,0.03212962944536213,-1.0525353106581694,0.011839170755846506,0.07127913255417839,0.005499463557365081,-0.838905669970986,-0.060996441415058174,003300
10,현대중공업,2022,Q2,중공업,0.07759604924450823,0.003485127552436129,-2.2586787936591475,0.004200129398762353,0.0038219418497640323,-0.01585060226922652,-0.016600901179955718,-0.14347793980641796,009540
10,삼성중공업,2022,Q2,중공업,0.11188207328538041,0.17445928182318782,2.024726470679908,0.15739871413420237,-0.0077304895248082595,0.11512728914695503,1.3310790397285395,-0.05422997846543336,010140
10,현대미포조선,2022,Q2,중공업,0.3573825938863026,0.02820541539176924,-0.9773962538819481,0.06538399531878514,0.020796047711511,0.02934681088372204,0.90305646556574,-0.10481405305550945,010620
10,아이에스동서,2022,Q2,건설,-0.08338352870805033,0.06260757180497989,-0.35445190915214586,-0.016126604307115877,0.04375287188412602,0.06733398864240714,-0.4833161479755541,-0.17891997893335718,010780
10,한화테크윈,2022,Q2,중공업,0.3713514566696945,0.06621665999272364,-2.55099861172719,0.011631104187995733,0.047315024214988455,0.0177568647248334,-0.07619192856165713,0.09479855594504098,012450
10,현대산업,2022,Q2,건설,0.047364277944712,0.001428548479869951,-0.976479530160762,0.0018102952742191647,0.0018522308733504023,0.019847840501784786,0.10380901659230513,-0.14478461117122884,012630
10,현대엘리베이,2022,Q2,중공업,-0.09024746790815313,0.34231434128123617,-0.4305293141403742,0.007709202257788261,0.08885154486447511,-0.03819230473347457,-0.31653839880776224,-0.048603483585653154,017800
10,삼성엔지니어링,2022,Q2,건설,-0.1105268510769151,0.1606491751843806,0.17039497133420722,0.16387734693173317,0.07343947661075467,0.0031076091452479915,0.38851777843868773,0.24053821165159397,028050
10,두산중공업,2022,Q2,중공업,0.1690025133431057,-1.53713729927401,-0.6259258918762464,0.006526634215869187,-0.01319349370690226,-0.019372020096677933,0.14923442268895615,-0.19470291182482363,034020
10,대우조선해양,2022,Q2,중공업,-0.05127262922484243,0.11772429960604502,-0.7729254369878945,0.11835631148042336,-0.11093635988990547,0.0462247423235298,0.3404833262962237,-0.07081976626988813,042660
10,두산인프라코어,2022,Q2,중공업,-0.017884296459892278,0.07899948041558336,-0.010960921208999608,0.05338240779299541,0.03953834907863141,-0.0036851086309164227,0.4216210328731249,0.2495622858930595,042670
10,대우건설,2022,Q2,건설,-0.04682565404979789,0.06844089449200785,-0.6476620095676797,0.0035860960513587337,0.019456474350681097,-0.027333400238723438,-0.06118810239335826,-0.1361040556156733,047040
10,한전기술,2022,Q2,건설,0.028502798656669617,0.024980390790592777,-2.032622992076954,0.008959458235900275,0.02510940167250797,-0.0056031144536942135,0.452054251131625,-0.078908306689952,052690
10,현대로템,2022,Q2,중공업,0.4349775264621344,-0.45464893974417486,-0.15570622989292915,0.04122617345908952,0.021637323332041047,0.007073343810511945,-0.10711653190318637,0.017288038401420725,064350
10,두산엔진,2022,Q2,중공업,0.18668551948422235,0.2751461330921112,11.980406548905714,0.08531041476711154,-0.19193126280627826,0.07746359153584859,0.16219019686924852,-0.20399184590106903,082740
10,한진중공업,2022,Q2,중공업,-0.06468503145376733,0.010572664651152586,-0.10983346550356865,0.01420573804208547,-0.03450619666874288,0.043957056177971854,0.08923414896997661,-0.3969376921998557,097230
10,LG하우시스,2022,Q2,건설,-0.02413203606206226,0.05571159445110463,0.6430010070493455,0.011712363023520966,0.00813832977380402,0.01620622563315921,0.8134409224007257,-0.24315714014191733,108670
