,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,자산총계 변화율,자본총계 변화율,비유동자산 변화율,비유동부채 변화율,Label,Code
21,대림산업,2019,Q3,건설,-0.12059862893574436,0.009539286033366956,-0.422068209161119,-0.021785194093869586,0.011949057173177069,-0.05375354340190086,-0.11049403883766096,-0.16662607758445078,000210
21,현대건설,2019,Q3,건설,-0.035704372441128854,0.015687917863351775,0.017616106154198174,-0.006620017945340173,0.020498111120816898,0.006996744834302904,0.005693120036222243,-0.2516429718168658,000720
21,KCC,2019,Q3,건설,-0.0627374078954682,-0.012743550981878626,-0.09091138372183505,0.005413975817437855,-0.011667555932228457,-0.0010719597334636344,-0.12970045393273688,-0.17376325794838146,002380
21,한일시멘트,2019,Q3,건설,-0.03312599588747128,-7.013769151176241e-05,0.06820392035921397,0.16449331623315389,-0.010270228461613184,0.1910115696514958,1.5091836366538334,-0.1571609347295915,003300
21,현대중공업,2019,Q3,중공업,0.09847951844903076,-0.0006264558783983798,-1.4506549157309534,-0.00039907122250926186,-0.0009857176845046167,-0.002376325086492659,0.18689356149810332,-0.1571627311565927,009540
21,삼성중공업,2019,Q3,중공업,-0.07738286074076976,-0.26854599881736807,9.894211697592908,0.048459429574402524,-0.08786573451582713,-0.003002861760879716,0.15661036591656718,-0.291525323445354,010140
21,현대미포조선,2019,Q3,중공업,0.002390528022572974,0.012015905488688583,-0.307971238982105,0.02526394541923427,0.009382134815770993,-0.00031809923480330404,0.37399933980726074,-0.21085323187779612,010620
21,아이에스동서,2019,Q3,건설,0.028257710820506723,0.021470786337603798,0.8812150501226053,0.04627813145723314,0.013143910178828433,0.046013521014190095,0.1041824679471488,-0.17896627382970062,010780
21,한화테크윈,2019,Q3,중공업,-0.03619378754854341,0.010742867073479268,0.5544999432620548,0.053181446675703015,0.0072779959832178776,0.11059099217698587,0.23599861551142798,-0.3082987403588092,012450
21,현대산업,2019,Q3,건설,-0.15566204781602946,0.022191991907262176,-0.09409634753847995,0.04716958255184012,0.03576256088428775,-0.003749084390301527,-0.09128941292236259,-0.17061323994475183,012630
21,현대엘리베이,2019,Q3,중공업,-0.10425607166677874,0.047769969704730686,-0.1869014837319264,-0.0009681500328423409,0.01300915442213646,0.054721894388434,-0.49861807331404395,-0.1495381476043766,017800
21,삼성엔지니어링,2019,Q3,건설,0.125318552108097,1.1928456382467814,0.019843263040230985,-0.017995422386061666,0.04742354672520577,-0.0037297745203619392,-0.003248039598763852,-0.28822258584463334,028050
21,두산중공업,2019,Q3,중공업,-0.05537702880235898,-0.1569984614371036,-1.7500694594508177,0.011029615114618752,-0.02610506511189048,0.005564443438498934,-0.3192742485268484,-0.200533799474666,034020
21,대우조선해양,2019,Q3,중공업,0.06020263892931456,-0.3449530086852779,-2.5270265878978897,-0.019787718682394928,-0.07472983412456025,0.009223886826534411,0.025839369252833144,-0.36940018108676353,042660
21,두산인프라코어,2019,Q3,중공업,-0.1328371482176359,0.0989393859992993,-0.5596625691064483,0.012989547297251658,0.013136076161556876,0.0010760255781523398,-0.530058940720822,-0.2919342603118671,042670
21,대우건설,2019,Q3,건설,0.09272467226276866,-22.894710350654474,0.11815840346615825,-0.05022969178578207,0.024857553505619023,-0.03604867909939358,-0.1381842844485871,-0.23804152742724724,047040
21,한전기술,2019,Q3,건설,0.026967346164386577,-0.006627303422144237,-1.7025910347047553,0.004853238571260965,-0.0066612737043458825,0.010303840481905802,0.07046718104684246,-0.09866332749184156,052690
21,현대로템,2019,Q3,중공업,-0.0963121482176359,-0.9477945865902585,0.036598630875237737,-0.00018047016226896417,-0.11678998044161126,-0.014124469168038334,0.27698333334615466,-0.16266997753340431,064350
21,두산엔진,2019,Q3,중공업,0.4556289310775183,2.0181293417650137,-1.117688950112255,0.025526656738170006,-0.014932762327716786,-0.008101164855986553,-0.35538789860048503,-0.31651613137955814,082740
21,한진중공업,2019,Q3,중공업,0.010595607079123673,0.023422965759566594,-9.472727272727273,-0.048377151161330456,-0.12497001880925229,-0.04956452991609772,-0.007689968235373601,0.010169528639435182,097230
21,LG하우시스,2019,Q3,건설,-0.08063372941421709,0.02540221002238119,-0.27045875041510503,-0.041650062690135825,0.007918078065558332,0.03660539905017535,-0.008845531525886408,-0.22093328285553318,108670
