,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,자산총계 변화율,자본총계 변화율,비유동자산 변화율,비유동부채 변화율,Label,Code
1,대림산업,2024,Q3,건설,-0.13955218472851136,0.0012573308584566956,-0.5112673289453944,0.007359775714061767,0.0023210778545592614,8.802334861779393e-05,-0.007008765025585895,-0.026899026899026957,000210
1,현대건설,2024,Q3,건설,0.030099223047776708,0.0027804826586277365,-0.8731394068373319,-0.0053689818092291786,-0.010893950427219079,-0.031201200484334612,-0.1324744572117157,0.1535902369235703,000720
1,KCC,2024,Q3,건설,-0.125567206032765,0.005231787653622755,-0.2528199600096188,0.0033576796516039398,0.004997669761717782,-0.0014263178422182499,-0.0011140064164348873,0.13534912755357442,002380
1,한일시멘트,2024,Q3,건설,0.11181229909402324,-4.68195910411362e-05,-1.9236570865793292,-0.002035021102829493,-0.0007305747195835988,-0.00990463191406521,-0.05403641183651042,-0.057724166389979,003300
1,현대중공업,2024,Q3,중공업,0.05632699984763589,0.00039739250171177964,0.72867492269697,0.004429123798919132,0.0005746134870763253,0.02000007820722871,-0.03656555533047812,0.06827607424592481,009540
1,삼성중공업,2024,Q3,중공업,0.15207878626156152,-0.033719424180400415,-0.08204631338649793,-0.10290656179920432,-0.051391439801208416,-0.047354725050753554,-0.45166437751246136,0.20166412534833592,010140
1,현대미포조선,2024,Q3,중공업,0.09890692446022838,-0.002515088700162038,1.660249650588185,-0.04900381286859534,-0.0016317831254003545,-0.01067192647098536,-0.442310466493701,-0.11430236430236436,010620
1,아이에스동서,2024,Q3,건설,-0.054445562463042774,-0.004069867143244532,-0.4326913822891779,-0.039735246436475746,-0.0063869756964760604,-0.022272649719422666,0.2871915688269393,-0.17305771151924992,010780
1,한화테크윈,2024,Q3,중공업,0.37474988351701755,0.13444878547376082,0.572407994000762,-0.012456971493413849,-0.08202069941016699,-0.008813046221269882,-0.047783974836859144,0.6575669352243936,012450
1,현대산업,2024,Q3,건설,0.21833401420676948,0.0025795540012125695,1.8664545859615558,-0.025236251446172253,0.004460979966383949,-0.014883777619899341,0.13005721862598096,0.1942432567432567,012630
1,현대엘리베이,2024,Q3,중공업,0.2528290623784065,-0.0339281390165832,0.1716103633432151,-0.02581777660935758,-0.014174673923998293,-0.0005398287593469941,-0.24239792321276454,0.08052707568186233,017800
1,삼성엔지니어링,2024,Q3,건설,-0.24661466719811156,0.06036514164624096,-0.6484497787371499,0.02160987352459176,0.034396062942263717,0.009767643252022173,0.022912979449073667,0.03434279081718756,028050
1,두산중공업,2024,Q3,중공업,0.20670740391865988,0.04976893342736011,-0.35441910340388927,-0.004043170923549666,0.000944108418348133,0.0006902045296586223,0.07968168895245475,0.23353615746646608,034020
1,대우조선해양,2024,Q3,중공업,0.2569319148554025,0.2451116842833938,-1.7614044916952598,0.013443328860886394,-0.022905729434262723,0.09287760343976115,-0.02898932174920632,1.028604995401358,042660
1,두산인프라코어,2024,Q3,중공업,0.11017816569474759,-0.052381011206186434,-0.7973368646868164,-0.03149928772012878,0.001765305166917086,0.0015140784228169224,0.06875002644876216,0.24184906003087814,042670
1,대우건설,2024,Q3,건설,-0.015186068815107978,0.05960565248234406,-2.130372112755584,0.0115284831345277,0.003948731174644227,0.02682607526393377,0.012907026887353679,-0.07537883627999908,047040
1,한전기술,2024,Q3,건설,0.0674806739653774,0.007498340105459356,-0.5865641731725137,-0.060918771217701284,0.00754539886474781,-0.03386282648354455,-0.14050488776276993,-0.19449300699300703,052690
1,현대로템,2024,Q3,중공업,0.29508604781721015,0.22508761835896696,0.13625875556461198,-0.08341546902416186,0.056628293779568795,0.0071760761964791975,0.12595168137908597,0.6486620465521739,064350
1,두산엔진,2024,Q3,중공업,0.269727500512098,-0.08671048073649723,-0.17915624151884557,-0.08086027081446234,0.03181920664430793,-0.022278807068925044,-0.05280560253590305,0.48149094039646645,082740
1,한진중공업,2024,Q3,중공업,0.043549697889725306,-0.03310505433955824,-1.8261261712682266,-0.20926500442681129,0.16703317716798938,-0.014525824840214252,-0.22586166509343164,1.4856741650392562,097230
1,LG하우시스,2024,Q3,건설,-0.03945560527283001,0.08045071395421632,-0.4899632091912477,-0.06337802149204441,0.00964759088906475,0.01900400816973513,0.12346696398274282,-0.24395118770118773,108670
