,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,자산총계 변화율,자본총계 변화율,비유동자산 변화율,비유동부채 변화율,Label,Code
27,대림산업,2018,Q1,건설,0.2129153988623319,0.008531300795124208,-13.84514439158824,0.02469912574639932,0.003429469192212764,0.01720123757771863,-0.05592016870209049,-0.018774693966500014,000210
27,현대건설,2018,Q1,건설,0.6705387223024034,-0.0109658039454672,-0.14500206713656205,-0.0015998570495687758,-0.04303284172851807,0.02367863594793218,0.05679791105873311,-0.11637786043398607,000720
27,KCC,2018,Q1,건설,0.12443459816796966,0.0552996852683596,0.22967950008543347,0.06909449292513448,0.050848992555269756,0.06537821277723843,0.6058729788512291,-0.035773377730494466,002380
27,한일시멘트,2018,Q1,건설,0.6821430087532918,-0.006096001242369309,-0.8144357670792872,-0.03792290425471434,-0.01204944214633863,-0.010420451468628467,-0.011017570006161659,-0.20600830892219196,003300
27,현대중공업,2018,Q1,중공업,-0.039651490183877015,0.02292411656563531,-0.5089061319064693,0.0007508606378525684,0.11721426126303869,-0.01745479738461775,-0.03472819939430971,-0.06897636726711195,009540
27,삼성중공업,2018,Q1,중공업,-0.024362785350564787,-0.0355975428553853,-0.8835802784307051,0.01487656970225304,-0.019080165525031112,-0.0009198741883615913,0.0875003114142685,-0.10914166669867553,010140
27,현대미포조선,2018,Q1,중공업,-0.004316584655314457,0.12377806801350433,-1.5155859593344885,-0.013126985131411195,0.03743656707580634,0.16937753346358853,-0.09372583508833732,0.012971564211736245,010620
27,아이에스동서,2018,Q1,건설,0.03992921953393652,-0.2959354431107787,-0.581473303241111,0.14722260932889486,-0.17460180264765357,0.19201414999638944,-0.20264234688775118,0.07712530375400571,010780
27,한화테크윈,2018,Q1,중공업,-0.03228483745982873,-0.007945894602256254,-0.4248262927864417,0.006674530253931721,-0.004567038520823297,0.00792946970868913,0.06652998668429788,-0.13077544158432783,012450
27,현대산업,2018,Q1,건설,0.19995508195308825,-0.07413811320141672,-0.9825669705227119,0.06866703738477042,-0.9003645705830632,-0.5041904192710133,-0.953429308098667,0.0,012630
27,현대엘리베이,2018,Q1,중공업,0.44992560097887235,-0.08424800838238389,-0.22294547205243698,-0.001840751401117946,0.07524256789037809,0.038397854596544656,0.01826861942343272,-0.07311258266872628,017800
27,삼성엔지니어링,2018,Q1,건설,0.034477340035136195,-0.6333366140580883,-1.0417685348211976,0.015985637172158063,0.08972787300974838,-0.013078233743440304,-0.08586818522493822,-0.0625116088235376,028050
27,두산중공업,2018,Q1,중공업,0.28054758102498945,0.08226681826365523,14.71602566033602,0.0447090267896606,0.032357656300485704,0.018494440068500984,-0.10154003614522134,-0.21265475363294267,034020
27,대우조선해양,2018,Q1,중공업,-0.050739980405324146,-0.8291012612793602,-1.9687286705487725,-0.030860122266301304,0.11976830257642268,-0.011683410539709005,0.12411541604451237,0.028504566847158054,042660
27,두산인프라코어,2018,Q1,중공업,0.13536130743664754,1.6519207781409349,0.6882350062597915,0.03526791722064604,0.043025797169464974,-0.007388865775002418,0.29828819812819907,-0.05946382075277562,042670
27,대우건설,2018,Q1,건설,0.28179562188871515,0.7936733569394501,-2.0054789052032547,0.06866144206627034,-0.059583136842037754,0.0029849214692663217,0.21726609505251804,-0.14720956152333123,047040
27,한전기술,2018,Q1,건설,0.23475502598554943,-0.01861714523706315,-0.9523051957022061,0.0568756698163877,-0.01954735549122788,0.012047147090343824,-0.31514604464395124,-0.39984559357520577,052690
27,현대로템,2018,Q1,중공업,1.5299712638731477,-0.020357401879481762,-1.1095858970011583,-0.026545737712114326,-0.007522490879200983,-0.008140750980678346,-0.08064355034783599,-0.21379893321860194,064350
27,두산엔진,2018,Q1,중공업,0.1799848868986158,53.70093902754336,-0.7987276569095104,-0.03546079340806774,-0.05905555590193756,-0.4879702227926622,-0.04014956663214464,-0.2146729236316297,082740
27,한진중공업,2018,Q1,중공업,0.13715988105591903,0.015365345642873285,-10.532848755940732,-0.026417571097813175,-0.05177579382687558,-0.007871016488234073,-0.03450646073506147,-0.13822197433200922,097230
27,LG하우시스,2018,Q1,건설,-0.014057198756545389,-0.047218155197657374,0.3929079566597351,0.13642297092459343,-0.016162805585604345,0.011500455322578595,0.22630289266076975,-0.022239899240993025,108670
