,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_현재까지 감소한 주식의 총수 변화율,P_주식 수 감소 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,P_발행금액 변화율,Relative Return,Label,Code
0,210,대림산업,건설,2024,Q4,0.297751195932638,0.014381294384407717,0.03593172620355167,-0.19858684312773733,0.5945874205614337,-0.11111993407128673,0.032779467854004096,0.06043221046378333,12.977869120519124,31.099667475863654,-269.1309527259878,25.113057098440095,25.113057098440095,0.0,0.42977498401474645,-0.17788962932305352,-0.048983676327404635,-0.19556386722121644,-0.1075992299270162,-0.16397187653937106,-0.03296084664646315,-0.05222684697610935,-0.14950042380102602,-0.1660993616535016,0.12351440033796801,-0.056998953110923734,0.12396958489599497,-0.05697588785074392,-0.056975887850744034,-0.05697588785074392,-0.026899026899026957,-0.026899026899026957,000210
1,210,대림산업,건설,2024,Q3,0.10497049134308356,8.802334861779393e-05,0.007359775714061767,0.04465958223847277,-0.007008765025585895,0.038699609291387826,0.0012573308584566956,0.0023210778545592614,-0.3504048751217217,-0.5112673289453944,-1.3370594443808235,1.8491661775105528,1.8491661775105528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13955218472851136,-0.026899026899026957,000210
2,210,대림산업,건설,2024,Q2,-0.23112035607447023,-0.0016719761976460301,-0.021908791608291622,0.12888785449123508,-0.6988832508962397,-0.14289834552690517,0.0004414926622158255,0.0008048396014757042,-0.03347821246029781,-0.1408770941064056,-0.30508222248635797,-0.3183521910950934,-0.3183521910950934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1396906751773595,-0.13955218472851136,000210
3,210,대림산업,건설,2024,Q1,0.07339823608257379,-0.00011888274699412005,0.005957771497569819,0.11611205494864141,0.0012731499266074309,0.07560717924008342,-0.0033493111423231747,-0.006124110376318659,-0.4251448768490288,-0.3961926624448424,-0.6822935982833367,-0.6787926624619157,-0.6787926624619157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19593208434489187,-0.1396906751773595,000210
4,210,대림산업,건설,2023,Q4,0.016488909099485305,0.0032490702063363575,0.00433033654943582,0.7504514511040767,-0.4411415350843658,-0.0009100673253105152,0.002003321317093576,0.005244974556896542,2.1567723075941685,5.289836761273714,54.85147622954678,-7.49176637234199,-7.49176637234199,0.0,-0.13577456054522063,-0.0030211480362537513,-0.08333333333333337,-0.08333333333333337,0.03498931103535585,0.02240740740740743,0.0,0.0,0.0,0.0,0.0,3.677146534286635e-05,-4.42188222704587e-08,0.0,0.0,0.0,-0.15609689068941437,0.19593208434489187,000210
5,210,대림산업,건설,2023,Q3,0.059812504057270566,-0.0005905265150185635,0.0040830494857624355,0.2704789692682614,-0.07098992406158755,0.031427936979379734,-0.0003100934171623715,-0.0005416809406367795,-0.3627070099941013,-0.5264353908541461,-0.7361398951841782,2.6481655394329437,2.6481655394329437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2218111008433589,-0.15609689068941437,000210
6,210,대림산업,건설,2023,Q2,-0.2733746944073284,-0.00015471178351411652,-0.028421117497216652,-0.5290678008779899,0.32371504371089044,-0.14218882982646086,-0.0033393569458602945,-0.006128143838783906,-0.8959441108062536,-0.9580835418311151,-0.9879496787647712,-1.0066150931618472,-1.0066150931618472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20777257239510422,0.2218111008433589,000210
7,210,대림산업,건설,2023,Q1,0.2313142548895062,0.00014259258833293487,0.019953491707574766,0.07306711550432898,-0.06284600227578374,0.0068240155000696134,0.012220418857342707,0.02256646130361628,4.259523079211761,7.732858770467139,-4.630291876861132,-4.360572988884869,-4.360572988884869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11473241338712198,-0.20777257239510422,000210
8,210,대림산업,건설,2022,Q4,0.1424620706888151,-0.03210792841390675,-0.019265448788145068,-0.01190552315439286,0.014317778214707921,0.0007039874681282754,-0.007154929037306301,-0.023144962140460024,1.6847636972290565,44.44713339859533,33.402745819557964,33.281615784701046,33.281615784701046,0.0,-0.06882836875961051,0.0960264900662251,0.2107708008984004,0.8455228981544769,0.09090909090909083,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1569472344230102,-0.11473241338712198,000210
9,210,대림산업,건설,2022,Q3,-0.05241958919171408,-0.006237330355696069,-0.009787643938270807,-0.10379403716346847,0.0008709658369132622,-0.05634268692457012,-0.0001117024765715513,-0.00020523442456932273,-0.8760892665254296,-0.9951645335051398,-1.0162392210580276,-1.0226380016722612,-1.0226380016722612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06144148313487091,-0.1569472344230102,000210
