,name,year,quarter,sector,Relative Return,이익잉여금 변화율,영업이익 변화율,자산총계 변화율,자본총계 변화율,비유동자산 변화율,비유동부채 변화율,Label,Code
3,대림산업,2024,Q1,건설,0.19593208434489187,-0.0033493111423231747,-0.3961926624448424,0.005957771497569819,-0.006124110376318659,-0.00011888274699412005,0.0012731499266074309,-0.1396906751773595,000210
3,현대건설,2024,Q1,건설,0.02291629786982935,0.01862967103537172,1.860783815094233,0.018370592762582794,0.020989310947844064,0.027504404460699572,0.03781830696547317,-0.07875553631097454,000720
3,KCC,2024,Q1,건설,0.051540357294991165,0.10289363311494215,0.02385887935437636,0.07207012200050444,0.09771311265567384,0.08169466263438152,0.4106253415194041,0.05712589386307248,002380
3,한일시멘트,2024,Q1,건설,0.0036376256681529134,0.008692822612573314,-14.33842395489964,0.04628583572112088,0.02200896016649101,-0.010374953634040063,-0.028427565175017322,0.06061801666025786,003300
3,현대중공업,2024,Q1,중공업,0.05059624570439717,-0.012569675250712398,-1.1696424870923974,-0.0011555580225812712,0.0008367111944997951,-0.007041631426913719,-0.0203491791087278,0.47399972928725354,009540
3,삼성중공업,2024,Q1,중공업,0.22581038653978008,0.02915731946049349,-0.03710356474004528,0.028245673471621435,0.054192600176639516,-0.02082994980379793,0.07678123244111856,0.10666313721558776,010140
3,현대미포조선,2024,Q1,중공업,0.14666691807358895,0.0013911207121737323,-0.7890701444075392,-0.03615192056038363,0.0009882901482525241,0.010050022963437488,0.5047932889895077,0.4355049531430463,010620
3,아이에스동서,2024,Q1,건설,-0.0849487611176174,-0.03136170046350628,-0.17502283454342338,-0.01347720956899301,-0.0103214984098845,0.03763502935073926,-0.1505167842696753,-0.12215167583464032,010780
3,한화테크윈,2024,Q1,중공업,0.18928594800086354,-0.019699093600085482,-0.9927971638116223,0.024832208724538507,-0.02311899414044094,0.01823237515920839,0.38329987466398996,0.42999020173573543,012450
3,현대산업,2024,Q1,건설,0.0010302159545788163,0.007506318080994889,5.128787072147496,0.013741893376265413,0.006979802351383402,-0.0011477052008782573,-0.040098447225830114,0.27792194937223785,012630
3,현대엘리베이,2024,Q1,중공업,-0.033651021674842255,-0.20781573629289374,0.15243814129847189,0.024375308600390833,-0.09398674788531036,-0.009793774122218601,-0.0799025743060845,0.06220879736300331,017800
3,삼성엔지니어링,2024,Q1,건설,-0.08839322593969445,0.09315895969098964,-5.001597074459847,0.01684236136447015,0.054219522018893684,0.000546547793262242,-0.17610149403491004,0.09319564257022667,028050
3,두산중공업,2024,Q1,중공업,-0.0549987010172387,-8.39729507889501,-0.6904866379888601,0.015559206815175752,0.010052286265138655,0.008137273094500186,0.3269482000139394,0.06835882263387019,034020
3,대우조선해양,2024,Q1,중공업,0.2647486592585876,-0.8885749855916554,-1.6983468938911805,0.06896852845388679,0.010014709971771119,0.05122528632456258,0.05621216535980267,0.03332703308516264,042660
3,두산인프라코어,2024,Q1,중공업,-0.017807118927036666,0.10988748877876242,13.586600308045796,0.025554268608741326,0.057915877399692395,-0.008098803110304309,-0.00633454801144151,-0.09410343025277107,042670
3,대우건설,2024,Q1,건설,-0.023628310586827166,0.02459838929580771,91.48956342927211,0.09795064959231237,0.0012160842664583615,0.00018788879990228047,0.3797351954675434,0.08659096356794599,047040
3,한전기술,2024,Q1,건설,-0.014219517188989944,-0.025849003448944585,4.239997322517398,0.03007177690698004,-0.025966884838382942,-0.012194619262230977,0.0020620937502642267,0.06686904209093875,052690
3,현대로템,2024,Q1,중공업,0.18465177661154913,0.14718065056531549,-0.2416833943123483,-0.03666512077086459,0.026769084806766097,-0.003883660437497105,-0.24134060704298776,0.42347536927754004,064350
3,두산엔진,2024,Q1,중공업,0.331288989569661,-0.09831187806722841,199.80925409898668,0.09967586693322139,0.46695631862521747,0.03859300951545297,-0.0030575018659512176,0.013749766013346529,082740
3,한진중공업,2024,Q1,중공업,-0.007389877513063867,-0.009107739520087366,-0.34419069669543256,-0.0130048443712385,0.04086594085100281,0.003791434905662028,0.019724661761215234,-0.02599371327836455,097230
3,LG하우시스,2024,Q1,건설,0.14154404147969166,0.018650575973669703,4.572463768115942,0.058068617124251265,0.0012492881401739986,-0.01406209919313095,0.2959279631157299,-0.045777527456557485,108670
