접수번호,법인구분,회사코드,회사명,주식종류,이름,관계,기초 소유 주식 수,기초 소유주식 지분율,기말 소유주식 수,기말 소유주식 지분율,비고,결제일시,연도,분기
20160329000310,Y,00104388,국도화학,보통주,신도케미칼(주),본인,"1,100,711",18.94,"1,100,711",18.94,-,2015-12-31,2015,Q4
20160329000310,Y,00104388,국도화학,보통주,이삼열,임원,"100,000",1.72,"100,000",1.72,-,2015-12-31,2015,Q4
20160329000310,Y,00104388,국도화학,보통주,이시창,임원,"130,500",2.25,"130,500",2.25,-,2015-12-31,2015,Q4
20160329000310,Y,00104388,국도화학,보통주,계,,"1,331,211",22.91,"1,331,211",22.91,-,2015-12-31,2015,Q4
20160329000310,Y,00104388,국도화학,우선주,계,,-,-,-,-,-,2015-12-31,2015,Q4
20170329000302,Y,00104388,국도화학,보통주,신도케미칼(주),본인,"1,100,711",18.94,"1,121,825",19.30,-,2016-12-31,2016,Q4
20170329000302,Y,00104388,국도화학,보통주,이삼열,임원,"100,000",1.72,"100,000",1.72,-,2016-12-31,2016,Q4
20170329000302,Y,00104388,국도화학,보통주,이시창,임원,"130,500",2.25,"130,500",2.25,-,2016-12-31,2016,Q4
20170329000302,Y,00104388,국도화학,보통주,계,,"1,331,211",22.91,"1,352,325",23.27,-,2016-12-31,2016,Q4
20170329000302,Y,00104388,국도화학,우선주,계,,-,-,-,-,-,2016-12-31,2016,Q4
20180330000113,Y,00104388,국도화학,보통주,신도케미칼(주),본인,"1,121,825",19.30,"1,162,000",20.00,-,2017-12-31,2017,Q4
20180330000113,Y,00104388,국도화학,보통주,이삼열,특수관계인,"100,000",1.72,"100,000",1.72,-,2017-12-31,2017,Q4
20180330000113,Y,00104388,국도화학,보통주,이시창,특수관계인,"130,500",2.25,"130,500",2.25,-,2017-12-31,2017,Q4
20180330000113,Y,00104388,국도화학,보통주,허연진,특수관계인,0,0.00,"1,000",0.01,-,2017-12-31,2017,Q4
20180330000113,Y,00104388,국도화학,보통주,계,,"1,352,325",23.27,"1,393,500",23.98,-,2017-12-31,2017,Q4
20180330000113,Y,00104388,국도화학,우선주,계,,-,-,-,-,-,2017-12-31,2017,Q4
20190329001968,Y,00104388,국도화학,보통주,신도케미칼(주),본인,"1,162,000",20.00,"1,162,000",20.00,-,2018-12-31,2018,Q4
20190329001968,Y,00104388,국도화학,보통주,이삼열,특수관계인,"100,000",1.72,"100,000",1.72,-,2018-12-31,2018,Q4
20190329001968,Y,00104388,국도화학,보통주,이시창,특수관계인,"130,500",2.25,"130,500",2.25,-,2018-12-31,2018,Q4
20190329001968,Y,00104388,국도화학,보통주,허연진,특수관계인,"1,000",0.01,"2,058",0.03,장내매매,2018-12-31,2018,Q4
20190329001968,Y,00104388,국도화학,보통주,계,,"1,393,500",23.98,"1,394,558",24.00,-,2018-12-31,2018,Q4
20190329001968,Y,00104388,국도화학,우선주,계,,-,-,-,-,-,2018-12-31,2018,Q4
20200330001259,Y,00104388,국도화학,보통주,신도케미칼(주),본인,"1,162,000",20.00,"1,162,000",20.00,-,2019-12-31,2019,Q4
20200330001259,Y,00104388,국도화학,보통주,이삼열,특수관계인,"100,000",1.72,"100,000",1.72,-,2019-12-31,2019,Q4
20200330001259,Y,00104388,국도화학,보통주,이시창,특수관계인,"130,500",2.25,"130,500",2.25,-,2019-12-31,2019,Q4
20200330001259,Y,00104388,국도화학,보통주,허연진,특수관계인,"2,058",0.03,0,0.00,-,2019-12-31,2019,Q4
20200330001259,Y,00104388,국도화학,보통주,계,,"1,394,558",24.00,"1,392,500",23.97,-,2019-12-31,2019,Q4
20200330001259,Y,00104388,국도화학,우선주,계,,-,-,-,-,-,2019-12-31,2019,Q4
20210312000286,Y,00104388,국도화학,보통주,신도케미칼(주),본인,"1,162,000",20.00,"1,162,000",20.00,-,2020-12-31,2020,Q4
20210312000286,Y,00104388,국도화학,보통주,이삼열,특수관계인,"100,000",1.72,"100,000",1.72,-,2020-12-31,2020,Q4
20210312000286,Y,00104388,국도화학,보통주,이시창,특수관계인,"130,500",2.25,"166,000",2.86,-,2020-12-31,2020,Q4
20210312000286,Y,00104388,국도화학,보통주,계,,"1,392,500",23.97,"1,428,000",24.58,-,2020-12-31,2020,Q4
