접수번호,법인구분,회사코드,회사명,주식종류,이름,관계,기초 소유 주식 수,기초 소유주식 지분율,기말 소유주식 수,기말 소유주식 지분율,비고,결제일시,연도,분기
20160331000294,E,00138224,쌍용씨앤이,보통주,태평양시멘트,본인,"20,828,960",25.94,"20,828,960",25.94,-,2015-12-31,2015,Q4
20160331000294,E,00138224,쌍용씨앤이,우선주,태평양시멘트,본인,"1,250,000",1.55,"1,250,000",1.55,-,2015-12-31,2015,Q4
20160331000294,E,00138224,쌍용씨앤이,우선주,TCC Holdings,특수관계인,"3,910,050",4.87,"3,910,050",4.87,-,2015-12-31,2015,Q4
20160331000294,E,00138224,쌍용씨앤이,보통주,이윤호,특수관계인,"20,000",0.02,0,0.00,장내매도,2015-12-31,2015,Q4
20160331000294,E,00138224,쌍용씨앤이,보통주,계,,"20,848,960",25.96,"20,828,960",25.94,-,2015-12-31,2015,Q4
20160331000294,E,00138224,쌍용씨앤이,우선주,계,,"5,160,050",6.42,"5,160,050",6.42,-,2015-12-31,2015,Q4
20170331003728,E,00138224,쌍용씨앤이,보통주,한앤코10호 유한회사,본인,0,0.00,"66,948,243",71.89,지분인수,2016-12-31,2016,Q4
20170331003728,E,00138224,쌍용씨앤이,우선주,한앤코10호 유한회사,본인,0,0.00,"5,160,050",5.54,지분인수,2016-12-31,2016,Q4
20170331003728,E,00138224,쌍용씨앤이,보통주,한앤코시멘트홀딩스(유),특수관계인,"8,030,320",10.00,0,0.00,장내매도,2016-12-31,2016,Q4
20170331003728,E,00138224,쌍용씨앤이,보통주,황동철,발행회사의 임원,0,0.00,"6,000",0.01,유상신주 취득,2016-12-31,2016,Q4
20170331003728,E,00138224,쌍용씨앤이,보통주,추대영,계열회사의 임원,0,0.00,"2,000",0.00,신규선임,2016-12-31,2016,Q4
20170331003728,E,00138224,쌍용씨앤이,보통주,계,,"8,030,320",10.00,"66,956,243",71.90,-,2016-12-31,2016,Q4
20170331003728,E,00138224,쌍용씨앤이,우선주,계,,0,0.00,"5,160,050",5.54,-,2016-12-31,2016,Q4
20180402003717,E,00138224,쌍용씨앤이,보통주,한앤코시멘트홀딩스(유),본인,"66,948,243",71.89,"78,277,673",77.44,"보유 우선주
(4,5우선주)의 보통주 전환으로 인한 증가,
시간외대량매매를 
통한 보통주 매수",2017-12-31,2017,Q4
20180402003717,E,00138224,쌍용씨앤이,우선주,한앤코시멘트홀딩스(유),본인,"5,160,050",5.54,0,0.00,"보유 우선주
(4,5우선주)의 보통주 전환으로 인한 감소",2017-12-31,2017,Q4
20180402003717,E,00138224,쌍용씨앤이,보통주,이현준,발행회사의 임원,0,0.00,"8,260",0.01,신규선임('17.2.9) 및 구주매출 청약,2017-12-31,2017,Q4
20180402003717,E,00138224,쌍용씨앤이,보통주,이병주,발행회사의 임원,0,0.00,"4,275",0.00,신규선임('17.2.9) 및 구주매출 청약,2017-12-31,2017,Q4
20180402003717,E,00138224,쌍용씨앤이,보통주,김두만,발행회사의 임원,0,0.00,"5,341",0.01,신규선임('17.2.9) 및 구주매출 청약,2017-12-31,2017,Q4
20180402003717,E,00138224,쌍용씨앤이,보통주,추대영,발행회사의 임원,"2,000",0.00,"2,000",0.00,"계열회사(쌍용자원개발)의 대표이사 퇴임
('17.4.25) 및 발행회사의 집행임원(등기) 
신규선임('17.2.9)",2017-12-31,2017,Q4
20180402003717,E,00138224,쌍용씨앤이,보통주,조헌군,계열회사의 임원,0,0.00,"3,205",0.00,신규선임('17.2.9) 및 퇴임 후 계열회사 임원 신규선임('17.9.1),2017-12-31,2017,Q4
20180402003717,E,00138224,쌍용씨앤이,보통주,황동철,-,"6,000",0.01,0,0.00,발행회사의 대표집행임원 퇴임('17.12.8),2017-12-31,2017,Q4
20180402003717,E,00138224,쌍용씨앤이,보통주,계,,"66,956,243",71.90,"78,300,754",77.46,-,2017-12-31,2017,Q4
20180402003717,E,00138224,쌍용씨앤이,우선주,계,,"5,160,050",5.54,0,0.00,-,2017-12-31,2017,Q4
20190401004206,E,00138224,쌍용씨앤이,보통주,"한앤코시멘트
홀딩스(유)",본인,"78,277,673",77.44,"391,388,365",77.44,-,2018-12-31,2018,Q4
20190401004206,E,00138224,쌍용씨앤이,보통주,이현준,발행회사의 임원,"8,260",0.01,"41,300",0.01,-,2018-12-31,2018,Q4
20190401004206,E,00138224,쌍용씨앤이,보통주,이병주,발행회사의 임원,"4,275",0.00,"21,375",0.00,-,2018-12-31,2018,Q4
20190401004206,E,00138224,쌍용씨앤이,보통주,김두만,발행회사의 임원,"5,341",0.01,"26,705",0.01,-,2018-12-31,2018,Q4
20190401004206,E,00138224,쌍용씨앤이,보통주,추대영,발행회사의 임원,"2,000",0.00,"10,000",0.00,-,2018-12-31,2018,Q4
