,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Code
2,Kyungbang,Materials_&_Chemicals,2024,Q1,-0.007535553868122324,0.034425288936141385,-0.007366186108826556,000050
3,Chosun_Refractories,Materials_&_Chemicals,2024,Q1,0.029035405139045567,1.024776169445625,0.016812430830184244,000480
2,Youngpoong,Materials_&_Chemicals,2024,Q1,-0.0015419523581305938,0.1703596563950096,-0.0014072893918761764,000670
2,Dongkuk_Steel,Materials_&_Chemicals,2024,Q1,0.0035896160572981284,1.0129982413577208,0.001015554359956261,001230
2,SeAH_Besteel,Materials_&_Chemicals,2024,Q1,-0.026935253484175137,-12.038729545424093,-0.0412993582690937,001430
2,KIS_Wire,Materials_&_Chemicals,2024,Q1,-0.008250044380698318,0.024158679598197064,-0.00847749148529453,002240
2,KCC,Materials_&_Chemicals,2024,Q1,-0.09771311265567384,0.04572076735839159,-0.10289363311494215,002380
2,SeAH_Steel,Materials_&_Chemicals,2024,Q1,-0.004042524059573838,-2.799767760593717,-0.004907986542276754,003030
2,Ilshin_Spinning,Materials_&_Chemicals,2024,Q1,-0.005240735370284355,-0.11726208446530029,-0.005264446397199363,003200
2,Hanil_Cement,Materials_&_Chemicals,2024,Q1,-0.02200896016649101,-0.03355842779584495,-0.008692822612573314,003300
2,Ssangyong_Cement,Materials_&_Chemicals,2024,Q1,0.20970650753420128,0.3053215875235632,-0.007490558745826714,003410
2,Samsung_Fine Chemicals,Materials_&_Chemicals,2024,Q1,-0.002113411340338267,0.018830361696497433,-0.002667343249447063,004000
2,Hyundai_Steel,Materials_&_Chemicals,2024,Q1,-0.0018122048112987343,0.016324079376329848,0.002180305928973003,004020
2,POSCO_Holdings,Materials_&_Chemicals,2024,Q1,-0.015429326091499718,0.381919753177547,-0.016203627802559017,005490
3,Korea_Petrochemical_Ind,Materials_&_Chemicals,2024,Q1,0.008555158270483254,0.01079675594658236,0.010359401718702532,006650
3,Kukdo_Chemical,Materials_&_Chemicals,2024,Q1,0.006787996579664113,0.00895573805824057,0.008908034993081015,007690
2,Moorim_P&P,Materials_&_Chemicals,2024,Q1,0.007926587747871694,-0.009097921055614355,0.015011722115773396,009580
2,Hanwha_Solutions,Materials_&_Chemicals,2024,Q1,0.010267920873692993,-0.0367628930000814,0.014336031891338807,009830
2,OCI,Materials_&_Chemicals,2024,Q1,-0.10246638718185008,-1.8581606198136935,-0.09891788767930776,010060
2,Korea_Zinc,Materials_&_Chemicals,2024,Q1,0.0024538089578324263,0.04837552033036774,-0.004901975058575037,010130
2,Lotte_Chemical,Materials_&_Chemicals,2024,Q1,0.008928400716337603,-0.030116721587059914,0.01518776258101473,011170
2,Kumho_Petrochemical,Materials_&_Chemicals,2024,Q1,-0.013276358369515018,-0.09834197354524465,-0.01547985841574162,011780
2,SKC,Materials_&_Chemicals,2024,Q1,-6.079425043581388e-05,3.51787131147575,-6.37268774712485e-05,011790
3,Hansol_Chemical,Materials_&_Chemicals,2024,Q1,-0.008892949394891492,-0.05189692493362208,-0.010130857232359514,014680
2,Iljin_Materials,Materials_&_Chemicals,2024,Q1,-0.013028037103744339,-0.00994796444040924,-0.046878945695849605,020150
2,Namhae_Chemical,Materials_&_Chemicals,2024,Q1,-0.02323353943243034,-0.0762393164550963,-0.028098184657200376,025860
2,LG_Chem,Materials_&_Chemicals,2024,Q1,0.005429348148894508,-0.1960281506765631,0.004397636652924031,051910
2,Huchems,Materials_&_Chemicals,2024,Q1,0.00835253496007804,-0.3599093563938489,0.011760719841644285,069260
2,Huvis,Materials_&_Chemicals,2024,Q1,0.0013048898798097008,-0.1615946937135071,0.0001558854852883318,093370
2,Poongsan,Materials_&_Chemicals,2024,Q1,-0.00869150005091246,0.18838603056012426,-0.004574501744654347,103140
2,Korea_Steel,Materials_&_Chemicals,2024,Q1,0.013731607536616952,0.31634238771789325,0.033297222628799084,104700
2,LG_Hausys,Materials_&_Chemicals,2024,Q1,-0.0012492881401739986,0.04612166358862191,-0.018650575973669703,108670
2,Kolon_Industries,Materials_&_Chemicals,2024,Q1,-0.012185767119373025,0.1396256067738727,0.030253179567908295,120110
