,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Code
23,Kyungbang,Materials_&_Chemicals,2018,Q4,-0.008381010009685497,-0.09111592076182262,-0.012435715850094509,000050
24,Chosun_Refractories,Materials_&_Chemicals,2018,Q4,-0.0013596129067543483,-0.07048976268664675,-0.02197409455267274,000480
23,Youngpoong,Materials_&_Chemicals,2018,Q4,0.0014581704819423003,-0.03477421244689749,-0.00068878282963869,000670
23,Dongkuk_Steel,Materials_&_Chemicals,2018,Q4,0.14394321072751892,-0.04061536018068024,0.3587562720678744,001230
23,SeAH_Besteel,Materials_&_Chemicals,2018,Q4,0.012822635380816516,0.0640102125433204,0.017902031840872468,001430
23,KIS_Wire,Materials_&_Chemicals,2018,Q4,-0.0062650235692216505,-0.1257060701386843,-0.006082894379410897,002240
23,KCC,Materials_&_Chemicals,2018,Q4,0.06350978160754162,-0.042456063148161194,0.06880189550295401,002380
23,SeAH_Steel,Materials_&_Chemicals,2018,Q4,-0.07331742419273146,-5.364844904578378,-0.0023373893412466096,003030
23,Ilshin_Spinning,Materials_&_Chemicals,2018,Q4,0.005469838804302407,0.027455587482334565,0.005546455704365072,003200
23,Hanil_Cement,Materials_&_Chemicals,2018,Q4,-0.16577594482970426,59.08820330385803,0.01494761102836395,003300
23,Ssangyong_Cement,Materials_&_Chemicals,2018,Q4,0.021139275252633816,-0.21885934981517252,0.034856615227829346,003410
23,Samsung_Fine Chemicals,Materials_&_Chemicals,2018,Q4,-0.011753002319170536,0.026237105118248616,-0.02958298399145587,004000
23,Hyundai_Steel,Materials_&_Chemicals,2018,Q4,0.005619490471426625,-0.023084646451983826,-0.0035902060143078174,004020
23,POSCO_Holdings,Materials_&_Chemicals,2018,Q4,0.032886521562552784,0.07808807528668671,0.03064028172999178,005490
24,Korea_Petrochemical_Ind,Materials_&_Chemicals,2018,Q4,-0.006880373574342125,0.003303169407719575,-0.008451316339923354,006650
24,Kukdo_Chemical,Materials_&_Chemicals,2018,Q4,-0.008014059021864472,0.06360345071637508,-0.011851554108655682,007690
23,Moorim_P&P,Materials_&_Chemicals,2018,Q4,-0.01013699929287104,0.015174420263524002,-0.018419773551817675,009580
23,Hanwha_Solutions,Materials_&_Chemicals,2018,Q4,0.02607372775734651,0.1101055958890903,0.026796682501431857,009830
23,OCI,Materials_&_Chemicals,2018,Q4,0.017374284892282432,0.07541374372572829,0.02409757168978699,010060
23,Korea_Zinc,Materials_&_Chemicals,2018,Q4,-0.011427893380454579,0.09162799805379362,-0.012881038840599546,010130
23,Lotte_Chemical,Materials_&_Chemicals,2018,Q4,-0.011175181305473014,0.09896446875333165,-0.011866291644366145,011170
23,Kumho_Petrochemical,Materials_&_Chemicals,2018,Q4,-0.00542871974838488,0.07601575715670084,-0.012171029334684613,011780
23,SKC,Materials_&_Chemicals,2018,Q4,0.014373308451696487,0.08016935724896268,0.017457473631647846,011790
24,Hansol_Chemical,Materials_&_Chemicals,2018,Q4,-0.029320084861530038,0.023118069690952536,-0.039758211981641534,014680
23,Iljin_Materials,Materials_&_Chemicals,2018,Q4,-0.0072219132587121315,0.03807497174733698,-0.09360788696239086,020150
23,Namhae_Chemical,Materials_&_Chemicals,2018,Q4,0.037832381914066904,0.10603747092591742,0.04714809331425296,025860
23,LG_Chem,Materials_&_Chemicals,2018,Q4,-0.0060849335037911345,-0.002025610264626776,-0.00896894026422923,051910
23,Huchems,Materials_&_Chemicals,2018,Q4,0.008724547464698973,0.16246065457795045,0.0040868859241210975,069260
23,Huvis,Materials_&_Chemicals,2018,Q4,-0.021120582859663894,0.01383566658473856,-0.03976802832291093,093370
23,Poongsan,Materials_&_Chemicals,2018,Q4,-0.017504300832056563,-0.21751923881621904,-0.032301236121804244,103140
23,Korea_Steel,Materials_&_Chemicals,2018,Q4,-0.0058095256578285515,-0.12155264557603118,-0.05052156527590057,104700
23,LG_Hausys,Materials_&_Chemicals,2018,Q4,0.055859923103964815,-0.01486435684748133,0.16647691334598358,108670
23,Kolon_Industries,Materials_&_Chemicals,2018,Q4,0.0608356614298301,-0.2023564877685715,-0.03106495546757304,120110
