,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Code
1,Kyungbang,Materials_&_Chemicals,2024,Q2,-0.010040417110154465,0.06174044028547543,-0.009816867442777433,000050
2,Chosun_Refractories,Materials_&_Chemicals,2024,Q2,-0.0014117044960986203,-1.9151439177056715,0.008217002768979631,000480
1,Youngpoong,Materials_&_Chemicals,2024,Q2,-0.003647045115084957,0.08148975058864272,-0.0033656630800080745,000670
1,Dongkuk_Steel,Materials_&_Chemicals,2024,Q2,0.00035732066878602087,0.7519814912826384,-0.0004821933912808607,001230
1,SeAH_Besteel,Materials_&_Chemicals,2024,Q2,-0.0013337749132982246,0.9544491535315431,-0.0020168437016854224,001430
1,KIS_Wire,Materials_&_Chemicals,2024,Q2,-0.009061245664254924,-0.06419856003169744,-0.009308956966955328,002240
1,KCC,Materials_&_Chemicals,2024,Q2,-0.003368438911364624,-0.12363268344768064,-0.0035699661962449447,002380
1,SeAH_Steel,Materials_&_Chemicals,2024,Q2,-0.0048622069735106965,0.547892934018484,-0.00562222250163158,003030
1,Ilshin_Spinning,Materials_&_Chemicals,2024,Q2,-0.022675680875093196,0.0954530475888361,-0.022777932847070304,003200
1,Hanil_Cement,Materials_&_Chemicals,2024,Q2,0.0005105683502311109,0.8999927828149599,-0.00029859745331917154,003300
1,Ssangyong_Cement,Materials_&_Chemicals,2024,Q2,-0.012139039806497554,-0.21140492326180715,0.23460267214219066,003410
1,Samsung_Fine Chemicals,Materials_&_Chemicals,2024,Q2,-0.00999695803388656,-0.04818513682583947,-0.01261022241204346,004000
1,Hyundai_Steel,Materials_&_Chemicals,2024,Q2,0.0009347163496431499,-0.006704705385921272,-0.0003746090229805876,004020
1,POSCO_Holdings,Materials_&_Chemicals,2024,Q2,0.0009966253066423514,0.8221275836899025,-4.8728605740899766e-05,005490
2,Korea_Petrochemical_Ind,Materials_&_Chemicals,2024,Q2,0.002147993548102023,-0.11668200162225961,0.0026057374400801914,006650
2,Kukdo_Chemical,Materials_&_Chemicals,2024,Q2,-0.01228386514424118,-0.23652413731896682,-0.014309665388153814,007690
1,Moorim_P&P,Materials_&_Chemicals,2024,Q2,-0.021379631126877463,-0.0527640141580481,-0.040780937108098714,009580
1,Hanwha_Solutions,Materials_&_Chemicals,2024,Q2,-0.0643644635629026,0.05475358613988235,0.013771070335748314,009830
1,OCI,Materials_&_Chemicals,2024,Q2,0.023982800225806344,0.9891385404572803,0.012221740358350552,010060
1,Korea_Zinc,Materials_&_Chemicals,2024,Q2,-0.00910280192824775,-0.09598574181937569,-0.013426319137848086,010130
1,Lotte_Chemical,Materials_&_Chemicals,2024,Q2,0.0024775852547725963,-0.032303068142205404,0.0019522302710692774,011170
1,Kumho_Petrochemical,Materials_&_Chemicals,2024,Q2,-0.01097262411207156,-0.10782195575828113,-0.02518069433251169,011780
1,SKC,Materials_&_Chemicals,2024,Q2,0.024385754790975267,0.15473521095806198,0.03233498206178598,011790
2,Hansol_Chemical,Materials_&_Chemicals,2024,Q2,-0.11966634421993327,0.014825915801530476,-0.0369864279300236,014680
1,Iljin_Materials,Materials_&_Chemicals,2024,Q2,-0.00039218523909667624,0.11425078925612553,-0.0017953329458606504,020150
1,Namhae_Chemical,Materials_&_Chemicals,2024,Q2,-0.019848087424547467,0.02364425148667615,-0.023890306702334385,025860
1,LG_Chem,Materials_&_Chemicals,2024,Q2,-0.004180014954845879,-0.07044540115792564,-0.005495880287949895,051910
1,Huchems,Materials_&_Chemicals,2024,Q2,-0.024446002629107344,0.0667890391870829,-0.03278567204369964,069260
1,Huvis,Materials_&_Chemicals,2024,Q2,-0.3685577605148924,-0.0038895399739178327,-0.099809722150497,093370
1,Poongsan,Materials_&_Chemicals,2024,Q2,-0.062562236176259,-0.36717145552564734,-0.0842816675511151,103140
1,Korea_Steel,Materials_&_Chemicals,2024,Q2,0.049128687313360286,-0.11749134234039049,-0.01538723350871174,104700
1,LG_Hausys,Materials_&_Chemicals,2024,Q2,-0.03778581747619891,-0.10012952562254784,-0.4255404261866298,108670
1,Kolon_Industries,Materials_&_Chemicals,2024,Q2,-0.011120225498210345,-0.08733757844174583,-0.012032566665970412,120110
