,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Code
12,Kyungbang,Materials_&_Chemicals,2021,Q3,-0.00012042230472375515,0.03023290334764417,-0.004551521759099897,000050
13,Chosun_Refractories,Materials_&_Chemicals,2021,Q3,-0.009695614851841894,-0.051266782612152006,-0.01057154540238181,000480
12,Youngpoong,Materials_&_Chemicals,2021,Q3,0.02429324856046955,0.1294785685831069,0.024098209214644895,000670
12,Dongkuk_Steel,Materials_&_Chemicals,2021,Q3,-0.07461865786190969,-0.101340625955187,-0.261980072055898,001230
12,SeAH_Besteel,Materials_&_Chemicals,2021,Q3,-0.01973672725628539,0.051711256291709584,-0.030196093010528502,001430
12,KIS_Wire,Materials_&_Chemicals,2021,Q3,-0.02259102625035081,-0.0019267293309033207,-0.01794497848282206,002240
12,KCC,Materials_&_Chemicals,2021,Q3,0.050342710346149344,0.016390118905230455,0.054686204898651725,002380
12,SeAH_Steel,Materials_&_Chemicals,2021,Q3,-0.0012089922104496775,-0.04264347724579065,-0.0013909361513366747,003030
12,Ilshin_Spinning,Materials_&_Chemicals,2021,Q3,-0.007395786850898034,-0.0626355227273998,-0.007666096676130829,003200
12,Hanil_Cement,Materials_&_Chemicals,2021,Q3,0.0015726483434659322,-5.282467899505911,0.0002287404755040301,003300
12,Ssangyong_Cement,Materials_&_Chemicals,2021,Q3,-0.004250425746968878,-0.07687028685986363,-0.004753025310865189,003410
12,Samsung_Fine Chemicals,Materials_&_Chemicals,2021,Q3,-0.06939760217302715,-0.1642898705843705,-0.09702752536149717,004000
12,Hyundai_Steel,Materials_&_Chemicals,2021,Q3,-0.023453139412391355,-0.05836996479456058,-0.05011397420031449,004020
12,POSCO_Holdings,Materials_&_Chemicals,2021,Q3,-0.03239041148582378,-0.21960685225811094,-0.03229180397285725,005490
13,Korea_Petrochemical_Ind,Materials_&_Chemicals,2021,Q3,-0.014197979483429934,0.0011055110425834958,-0.01683555549175919,006650
13,Kukdo_Chemical,Materials_&_Chemicals,2021,Q3,-0.25214429576415065,0.07663974137515084,-0.09324602240785684,007690
12,Moorim_P&P,Materials_&_Chemicals,2021,Q3,-0.00418111849766678,0.049446315312045575,-0.007948189327138921,009580
12,Hanwha_Solutions,Materials_&_Chemicals,2021,Q3,-0.0128254166223023,0.02766767912016954,-0.02042934971895516,009830
12,OCI,Materials_&_Chemicals,2021,Q3,-0.01703416513710798,0.03176899011656542,-0.027995875587544683,010060
12,Korea_Zinc,Materials_&_Chemicals,2021,Q3,-0.028533108047797073,0.06227241767022673,-0.03286161819919586,010130
12,Lotte_Chemical,Materials_&_Chemicals,2021,Q3,-0.011305680241371796,-0.10041096495190804,-0.015048636968238993,011170
12,Kumho_Petrochemical,Materials_&_Chemicals,2021,Q3,-0.10367268921813744,0.04376948839235528,-0.10181156633877064,011780
12,SKC,Materials_&_Chemicals,2021,Q3,-0.027366012471279788,-0.008111910937309341,-0.03177226024757518,011790
13,Hansol_Chemical,Materials_&_Chemicals,2021,Q3,-0.06800206705729117,-0.03914164956353905,-0.07549457317041841,014680
12,Iljin_Materials,Materials_&_Chemicals,2021,Q3,-0.019050121931064368,-0.0659979288232373,-0.08619785615539288,020150
12,Namhae_Chemical,Materials_&_Chemicals,2021,Q3,0.006699935290605197,0.14008666723238805,0.008285007446566794,025860
12,LG_Chem,Materials_&_Chemicals,2021,Q3,-0.03764345412204895,-0.06447653164726663,-0.04538660773107139,051910
12,Huchems,Materials_&_Chemicals,2021,Q3,-0.020654025914894403,-0.07652814725543666,-0.030862968351162978,069260
12,Huvis,Materials_&_Chemicals,2021,Q3,-0.08121559125663214,-0.18697140486772312,-0.14069261550297218,093370
12,Poongsan,Materials_&_Chemicals,2021,Q3,-0.04562424441787427,0.048728778226210245,-0.06646825393640032,103140
12,Korea_Steel,Materials_&_Chemicals,2021,Q3,-0.04362494091121949,-0.03177917383870965,-0.20132538147150325,104700
12,LG_Hausys,Materials_&_Chemicals,2021,Q3,-0.003641874658175004,0.04143946654569719,-0.026776272306675564,108670
12,Kolon_Industries,Materials_&_Chemicals,2021,Q3,-0.025873755111256225,0.03506048987868615,-0.05057496347021195,120110
