,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Code
25,Kyungbang,Materials_&_Chemicals,2018,Q2,-0.00904435133433723,-0.08884180353403526,-0.011539215454290153,000050
26,Chosun_Refractories,Materials_&_Chemicals,2018,Q2,-0.024421879139036262,0.06440360677641677,-0.02204330764303153,000480
25,Youngpoong,Materials_&_Chemicals,2018,Q2,0.0033545741854711375,0.1199754876765502,0.0035030118892893647,000670
25,Dongkuk_Steel,Materials_&_Chemicals,2018,Q2,0.017517266908865126,-0.07068628377355379,0.04347338092742892,001230
25,SeAH_Besteel,Materials_&_Chemicals,2018,Q2,-0.008445280463954541,-0.00033360136635463,-0.012540683591309332,001430
25,KIS_Wire,Materials_&_Chemicals,2018,Q2,-0.003264135785456146,-0.12258929393176654,-0.0024328848927088753,002240
25,KCC,Materials_&_Chemicals,2018,Q2,0.05723720972465318,-0.09936909503564584,0.06198452312359948,002380
25,SeAH_Steel,Materials_&_Chemicals,2018,Q2,-0.004479340260002074,0.19295324391103152,-0.01182177571637566,003030
25,Ilshin_Spinning,Materials_&_Chemicals,2018,Q2,-0.011839072753169422,-0.1262110966620691,-0.010863013312400138,003200
25,Hanil_Cement,Materials_&_Chemicals,2018,Q2,0.8132336826567632,0.9569832256456887,-0.016798610935990554,003300
25,Ssangyong_Cement,Materials_&_Chemicals,2018,Q2,-0.005004582227279286,-0.31009908597419367,0.028603008769385818,003410
25,Samsung_Fine Chemicals,Materials_&_Chemicals,2018,Q2,-0.03993797494849671,-0.056865966268141666,-0.06575109592367134,004000
25,Hyundai_Steel,Materials_&_Chemicals,2018,Q2,-0.005448385732228278,-0.13940461605091103,-0.015565171448120196,004020
25,POSCO_Holdings,Materials_&_Chemicals,2018,Q2,0.00792259731271705,0.007221450307766442,-0.009914699985931419,005490
26,Korea_Petrochemical_Ind,Materials_&_Chemicals,2018,Q2,-0.055713940836479736,-0.06403526148154426,-0.07002042036770151,006650
26,Kukdo_Chemical,Materials_&_Chemicals,2018,Q2,-0.02198715401307072,0.01272379519950162,-0.025120621610628335,007690
25,Moorim_P&P,Materials_&_Chemicals,2018,Q2,-0.0342760119301988,-0.025101668170331104,-0.06623413015280066,009580
25,Hanwha_Solutions,Materials_&_Chemicals,2018,Q2,-0.026328610338604896,-0.03396570178528191,-0.04296832392434058,009830
25,OCI,Materials_&_Chemicals,2018,Q2,-0.01706250080695293,0.09867840131253403,-0.023828527761798224,010060
25,Korea_Zinc,Materials_&_Chemicals,2018,Q2,-0.021404071006996706,-0.12492272896951429,-0.023980799875757075,010130
25,Lotte_Chemical,Materials_&_Chemicals,2018,Q2,-0.04529549626815843,-0.05157340747321504,-0.051997063392734244,011170
25,Kumho_Petrochemical,Materials_&_Chemicals,2018,Q2,-0.03578954906633558,-0.06491287758096154,-0.05762977342653475,011780
25,SKC,Materials_&_Chemicals,2018,Q2,-0.010423893993520839,-0.057050627791810804,-0.013533889790271925,011790
26,Hansol_Chemical,Materials_&_Chemicals,2018,Q2,-0.05805640850113836,-0.14357432422454375,-0.11875226591278887,014680
25,Iljin_Materials,Materials_&_Chemicals,2018,Q2,-0.022849044922674366,-0.026022353201399895,-0.21453723494226007,020150
25,Namhae_Chemical,Materials_&_Chemicals,2018,Q2,-0.02821054856640126,-0.0450692440288496,-0.035478205125225815,025860
25,LG_Chem,Materials_&_Chemicals,2018,Q2,-0.03207994112432,-0.09022368895575417,-0.037654181498341766,051910
25,Huchems,Materials_&_Chemicals,2018,Q2,-0.08051810783939595,-0.0488127717797322,-0.09314300142205467,069260
25,Huvis,Materials_&_Chemicals,2018,Q2,-0.07580609400542193,-0.04894202194746322,-0.1539091284844467,093370
25,Poongsan,Materials_&_Chemicals,2018,Q2,-0.022241488754307426,-0.07472896857936484,-0.029280763659228937,103140
25,Korea_Steel,Materials_&_Chemicals,2018,Q2,-0.014943400536138629,-0.3825916433121148,-0.10541513588313967,104700
25,LG_Hausys,Materials_&_Chemicals,2018,Q2,-0.013338798514153982,-0.09773400012811506,-0.016903572800614608,108670
25,Kolon_Industries,Materials_&_Chemicals,2018,Q2,-0.005449660201873652,-0.017164394678046868,-0.03126553580803093,120110
