,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Code
13,Kyungbang,Materials_&_Chemicals,2021,Q2,-0.0007203299771900706,-0.1724515818260095,-0.005165816576468973,000050
14,Chosun_Refractories,Materials_&_Chemicals,2021,Q2,-0.08379124596242193,0.030128934925684248,-0.057775907998172116,000480
13,Youngpoong,Materials_&_Chemicals,2021,Q2,-0.00721359424695156,-0.08741492933003858,-0.007155265214077167,000670
13,Dongkuk_Steel,Materials_&_Chemicals,2021,Q2,-0.08176790630498898,-0.30966612494297596,-0.19448464363902374,001230
13,SeAH_Besteel,Materials_&_Chemicals,2021,Q2,-0.03152837834780531,-0.21970481129551356,-0.047450050783380826,001430
13,KIS_Wire,Materials_&_Chemicals,2021,Q2,-0.008509185793398988,-0.1323529623701749,-0.007799811136542045,002240
13,KCC,Materials_&_Chemicals,2021,Q2,-0.03844894841836388,-0.15143499928712467,-0.0402725420436425,002380
13,SeAH_Steel,Materials_&_Chemicals,2021,Q2,-0.0011747466088687375,0.7265619356291466,-0.0009958155317673079,003030
13,Ilshin_Spinning,Materials_&_Chemicals,2021,Q2,-0.024772888379403613,-0.02730741923580693,-0.02571060664298619,003200
13,Hanil_Cement,Materials_&_Chemicals,2021,Q2,-0.0037945842471467373,0.44202364544540884,-0.0023661036926700962,003300
13,Ssangyong_Cement,Materials_&_Chemicals,2021,Q2,-0.004129408832233228,-0.1846764981697444,0.0008211602647166805,003410
13,Samsung_Fine Chemicals,Materials_&_Chemicals,2021,Q2,-0.026031566769990855,-0.22677612136499747,-0.036776923616500756,004000
13,Hyundai_Steel,Materials_&_Chemicals,2021,Q2,-0.01740135535497278,-0.14443092196710272,-0.02486202700969775,004020
13,POSCO_Holdings,Materials_&_Chemicals,2021,Q2,-0.024574511292733803,-0.18933617418940374,-0.023238128633400246,005490
14,Korea_Petrochemical_Ind,Materials_&_Chemicals,2021,Q2,-0.028799564213053852,-0.13412345532516912,-0.034332402930047135,006650
14,Kukdo_Chemical,Materials_&_Chemicals,2021,Q2,-0.12399791214441769,-0.4419982867534049,-0.1403905470379121,007690
13,Moorim_P&P,Materials_&_Chemicals,2021,Q2,-0.020240404978283166,-0.1216088002621889,-0.039191134838674646,009580
13,Hanwha_Solutions,Materials_&_Chemicals,2021,Q2,-0.041971527943576614,-0.09729038405217438,-0.08527684593711626,009830
13,OCI,Materials_&_Chemicals,2021,Q2,-0.02452859959696929,-0.2037702313115859,-0.04074939943876288,010060
13,Korea_Zinc,Materials_&_Chemicals,2021,Q2,-0.027730264026878615,-0.0800402455896283,-0.027800893257592163,010130
13,Lotte_Chemical,Materials_&_Chemicals,2021,Q2,-0.024550805535871856,-0.029124208875982216,-0.027118294541454757,011170
13,Kumho_Petrochemical,Materials_&_Chemicals,2021,Q2,-0.13659218657536232,-0.08605453301686206,-0.14888508050313454,011780
13,SKC,Materials_&_Chemicals,2021,Q2,0.010064583981455266,0.040210932338232364,0.012073692352009724,011790
14,Hansol_Chemical,Materials_&_Chemicals,2021,Q2,-0.06819909101223898,-0.04603985794715326,-0.07775206520177336,014680
13,Iljin_Materials,Materials_&_Chemicals,2021,Q2,-0.015046438327484868,-0.12503886342548087,-0.05164724624949413,020150
13,Namhae_Chemical,Materials_&_Chemicals,2021,Q2,-0.013982270218099613,-0.3013588414047699,-0.01734758332954578,025860
13,LG_Chem,Materials_&_Chemicals,2021,Q2,-0.04103371081655682,-0.17198691158521906,-0.05008834185663025,051910
13,Huchems,Materials_&_Chemicals,2021,Q2,-0.027861401283116427,-0.21064155680110574,-0.046391913632891635,069260
13,Huvis,Materials_&_Chemicals,2021,Q2,-0.04512096323589221,-0.13125124673530442,-0.09656856055421614,093370
13,Poongsan,Materials_&_Chemicals,2021,Q2,-0.0533373188961499,-0.4148505970065728,-0.09673380001830734,103140
13,Korea_Steel,Materials_&_Chemicals,2021,Q2,-0.01453585554524639,-0.756440214812591,-0.30455350221683597,104700
13,LG_Hausys,Materials_&_Chemicals,2021,Q2,0.06655708803942917,-0.1624862638828135,0.31905509330362924,108670
13,Kolon_Industries,Materials_&_Chemicals,2021,Q2,-0.03509927021393011,-0.08730063938762034,-0.04976064822953652,120110
