,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Code
26,Kyungbang,Materials_&_Chemicals,2018,Q1,-0.0019258926290446343,0.09787943188724535,-0.001963008966101132,000050
27,Chosun_Refractories,Materials_&_Chemicals,2018,Q1,0.008966547565004923,-0.5185949992896455,-0.060164771886434876,000480
26,Youngpoong,Materials_&_Chemicals,2018,Q1,-0.023981647147052865,-0.031971582117852115,-0.030829151562451917,000670
26,Dongkuk_Steel,Materials_&_Chemicals,2018,Q1,0.001705561079087814,0.02991168358060925,0.014905950694452441,001230
26,SeAH_Besteel,Materials_&_Chemicals,2018,Q1,0.005047267978582681,-0.11408264328917839,-3.470686308082449e-05,001430
26,KIS_Wire,Materials_&_Chemicals,2018,Q1,-0.0001040658527098337,0.0982575458741356,-0.0007226146960570556,002240
26,KCC,Materials_&_Chemicals,2018,Q1,-0.050848992555269756,0.08571430299646898,-0.0552996852683596,002380
26,SeAH_Steel,Materials_&_Chemicals,2018,Q1,-0.003005015046170012,-0.025206950422780983,-0.015693010565492438,003030
26,Ilshin_Spinning,Materials_&_Chemicals,2018,Q1,-0.005172104264918431,-0.07077809420090597,-0.013756465645806015,003200
26,Hanil_Cement,Materials_&_Chemicals,2018,Q1,0.01204944214633863,-0.05661218957726888,0.006096001242369309,003300
26,Ssangyong_Cement,Materials_&_Chemicals,2018,Q1,-0.009142901305711826,0.22629675258207382,-0.027179673826290163,003410
26,Samsung_Fine Chemicals,Materials_&_Chemicals,2018,Q1,-0.03829329809678139,-0.40322139935798607,-0.06464334501170499,004000
26,Hyundai_Steel,Materials_&_Chemicals,2018,Q1,0.0027728695931601433,0.030010597900682057,-0.006145331907883023,004020
26,POSCO_Holdings,Materials_&_Chemicals,2018,Q1,-0.009486685360451608,-0.09354856542737156,-0.017918225472872473,005490
27,Korea_Petrochemical_Ind,Materials_&_Chemicals,2018,Q1,-0.03904776571445345,-0.03084851464420235,-0.04957293254015571,006650
27,Kukdo_Chemical,Materials_&_Chemicals,2018,Q1,0.007086488636944832,-0.14072615250602039,-0.008726405289354977,007690
26,Moorim_P&P,Materials_&_Chemicals,2018,Q1,-0.013828402664965989,0.014688345705634598,-0.027070698014542982,009580
26,Hanwha_Solutions,Materials_&_Chemicals,2018,Q1,-0.05303967340423821,-0.00043377056535209846,-0.08090027556156687,009830
26,OCI,Materials_&_Chemicals,2018,Q1,-0.0055205299485698855,-0.02410795161670065,-0.007760222461335564,010060
26,Korea_Zinc,Materials_&_Chemicals,2018,Q1,0.013037388757968782,0.04744242443692703,0.007326007768161502,010130
26,Lotte_Chemical,Materials_&_Chemicals,2018,Q1,-0.009598699831942836,-0.014528005394293775,-0.015847087855024755,011170
26,Kumho_Petrochemical,Materials_&_Chemicals,2018,Q1,-0.028510259526869808,-0.003609274272908136,-0.04503592023197389,011780
26,SKC,Materials_&_Chemicals,2018,Q1,0.0029002312105077532,-0.0638893715194444,-0.0013756692534256931,011790
27,Hansol_Chemical,Materials_&_Chemicals,2018,Q1,-0.019592619579078763,-0.03756350080770332,-0.024855581540935034,014680
26,Iljin_Materials,Materials_&_Chemicals,2018,Q1,0.0512476266116112,-0.09492264296093689,0.2597773629575669,020150
26,Namhae_Chemical,Materials_&_Chemicals,2018,Q1,-0.010769330249365883,-0.22956924433383974,-0.013596892071118916,025860
26,LG_Chem,Materials_&_Chemicals,2018,Q1,0.0022989859361162157,-0.005281190676674541,0.0027647582229815004,051910
26,Huchems,Materials_&_Chemicals,2018,Q1,0.04650717510647784,-0.20795979741002002,0.06595330692059775,069260
26,Huvis,Materials_&_Chemicals,2018,Q1,-0.04677860893967711,-0.19901013622101416,-0.11404005362122693,093370
26,Poongsan,Materials_&_Chemicals,2018,Q1,-0.013563922246657922,0.23011087306796518,-0.02215137836431369,103140
26,Korea_Steel,Materials_&_Chemicals,2018,Q1,0.0048018580418418555,0.2357106867462092,0.03818636292733746,104700
26,LG_Hausys,Materials_&_Chemicals,2018,Q1,0.016162805585604345,0.05981030121545039,0.047218155197657374,108670
26,Kolon_Industries,Materials_&_Chemicals,2018,Q1,-0.06956712340996973,0.10689468688781001,-0.21782670998330733,120110
