,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Code
3,Kyungbang,Materials_&_Chemicals,2023,Q4,0.0298399328240454,-0.22574985507454515,0.02913300337571556,000050
4,Chosun_Refractories,Materials_&_Chemicals,2023,Q4,-0.35788953969126136,61.551482707686475,-0.00010999641630404788,000480
3,Youngpoong,Materials_&_Chemicals,2023,Q4,0.07677032935503225,-0.003950976324516242,0.07742265801867809,000670
3,Dongkuk_Steel,Materials_&_Chemicals,2023,Q4,-0.22140334335008482,285.8303277382443,0.08420327257327986,001230
3,SeAH_Besteel,Materials_&_Chemicals,2023,Q4,0.003385710886327664,-1.1351278158889428,0.005181895813851534,001430
3,KIS_Wire,Materials_&_Chemicals,2023,Q4,-0.009345952830238202,-0.057311074652659055,-0.01147179319196634,002240
3,KCC,Materials_&_Chemicals,2023,Q4,-0.04132725686210992,-0.05567618229357674,-0.043560478578628326,002380
3,SeAH_Steel,Materials_&_Chemicals,2023,Q4,0.011188767409846645,-0.5581931964026041,0.011665631929074882,003030
3,Ilshin_Spinning,Materials_&_Chemicals,2023,Q4,0.02052845061835018,0.019304843813350403,0.020447329868259922,003200
3,Hanil_Cement,Materials_&_Chemicals,2023,Q4,0.018686611101312978,-9.140555159401016,0.00850830332864716,003300
3,Ssangyong_Cement,Materials_&_Chemicals,2023,Q4,0.06969482002817717,-0.3029446258522934,0.07217981308924137,003410
3,Samsung_Fine Chemicals,Materials_&_Chemicals,2023,Q4,0.01446681746283418,-0.029940236049679658,0.01759269056390056,004000
3,Hyundai_Steel,Materials_&_Chemicals,2023,Q4,0.01922463734177471,0.06554168490903944,0.025137879038721223,004020
3,POSCO_Holdings,Materials_&_Chemicals,2023,Q4,0.004501389945223533,0.6869137038516313,0.005406221021247215,005490
4,Korea_Petrochemical_Ind,Materials_&_Chemicals,2023,Q4,0.004028561424619159,-0.008957018472211864,0.0048740254647062775,006650
4,Kukdo_Chemical,Materials_&_Chemicals,2023,Q4,-0.005349801635431195,0.06088556844941684,-0.006478796811057785,007690
3,Moorim_P&P,Materials_&_Chemicals,2023,Q4,0.018480163597792365,-0.0747652970326762,0.034429825204185804,009580
3,Hanwha_Solutions,Materials_&_Chemicals,2023,Q4,0.04356224616066262,0.1314721406884689,0.05671961305326967,009830
3,OCI,Materials_&_Chemicals,2023,Q4,0.013837693142387697,0.0002661248394584259,0.013602227659507693,010060
3,Korea_Zinc,Materials_&_Chemicals,2023,Q4,-0.012557751983296228,-0.06893550465260034,-0.021993646418756896,010130
3,Lotte_Chemical,Materials_&_Chemicals,2023,Q4,-0.0010891396998990999,-0.005851396416190813,-0.004737882024725026,011170
3,Kumho_Petrochemical,Materials_&_Chemicals,2023,Q4,-0.012380983884718866,-0.015362997390445665,0.00869545069294686,011780
3,SKC,Materials_&_Chemicals,2023,Q4,0.031432560737546744,1.3396146792253236,0.033116856691833285,011790
4,Hansol_Chemical,Materials_&_Chemicals,2023,Q4,-0.02056643461091312,-0.01706989437852524,-0.01731699463169778,014680
3,Iljin_Materials,Materials_&_Chemicals,2023,Q4,-0.02823372254994072,-0.17882456366656663,-0.12723219911099615,020150
3,Namhae_Chemical,Materials_&_Chemicals,2023,Q4,0.007003787368925707,-0.16223973021829052,0.009118941438947092,025860
3,LG_Chem,Materials_&_Chemicals,2023,Q4,0.00482220934782418,0.1467754296264504,0.004111721602204854,051910
3,Huchems,Materials_&_Chemicals,2023,Q4,-0.02480925275921142,0.06660590285635482,-0.02921767713425183,069260
3,Huvis,Materials_&_Chemicals,2023,Q4,0.27081525819832475,0.1550567623462612,0.41502446830611606,093370
3,Poongsan,Materials_&_Chemicals,2023,Q4,-0.006974469361548108,-0.30792459315995657,-0.019489996935242893,103140
3,Korea_Steel,Materials_&_Chemicals,2023,Q4,-0.01148162313107326,-0.06558244091489596,-0.03458869356253147,104700
3,LG_Hausys,Materials_&_Chemicals,2023,Q4,0.05499856662583724,-0.031242477320576167,0.3961119471497393,108670
3,Kolon_Industries,Materials_&_Chemicals,2023,Q4,0.00912129340766421,-0.1374776856103681,0.030167088812022236,120110
