,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Code
28,Kyungbang,Materials_&_Chemicals,2017,Q3,-0.011435336975592847,0.0914156844256715,-0.011660194691591963,000050
29,Chosun_Refractories,Materials_&_Chemicals,2017,Q3,-0.025674504691640454,-0.10118074629552942,-0.027669302350876723,000480
28,Youngpoong,Materials_&_Chemicals,2017,Q3,-0.0018877425717476193,-0.009971654191093249,-0.0018911918303667896,000670
28,Dongkuk_Steel,Materials_&_Chemicals,2017,Q3,-0.049062937388409056,0.0321038748711544,-0.0009963862129607204,001230
28,SeAH_Besteel,Materials_&_Chemicals,2017,Q3,-0.016327839756462126,0.05710961859307273,-0.023513166385422446,001430
28,KIS_Wire,Materials_&_Chemicals,2017,Q3,-0.0007347490461300232,0.02743747697611343,-0.0014962772505890953,002240
28,KCC,Materials_&_Chemicals,2017,Q3,0.03257373292464216,-0.009309880169078966,-0.013276958693922536,002380
28,SeAH_Steel,Materials_&_Chemicals,2017,Q3,-0.03406457692758247,0.15371841587176716,-0.0368165983742621,003030
28,Ilshin_Spinning,Materials_&_Chemicals,2017,Q3,-0.0009507498041276818,0.03557739998070242,-4.127559083744181e-05,003200
28,Hanil_Cement,Materials_&_Chemicals,2017,Q3,-0.00928986800013809,0.061663353488212946,-0.015288171858353738,003300
28,Ssangyong_Cement,Materials_&_Chemicals,2017,Q3,-0.06991932248090738,0.1106518130104237,-0.0008613222888331773,003410
28,Samsung_Fine Chemicals,Materials_&_Chemicals,2017,Q3,-0.021108558316862425,0.04197322840285711,-0.03608630342300834,004000
28,Hyundai_Steel,Materials_&_Chemicals,2017,Q3,-0.00648577544063067,-0.00223482019933563,-0.014479054143223369,004020
28,POSCO_Holdings,Materials_&_Chemicals,2017,Q3,-0.007884900615509949,-0.016916851399483068,-0.013628938354456555,005490
29,Korea_Petrochemical_Ind,Materials_&_Chemicals,2017,Q3,-0.052000121870080296,-1.3665624956437998,-0.06798598442589987,006650
29,Kukdo_Chemical,Materials_&_Chemicals,2017,Q3,-0.021750534546543854,-0.00727123388271167,-0.03191057799205366,007690
28,Moorim_P&P,Materials_&_Chemicals,2017,Q3,-0.012703567168402818,-0.009250878372501603,-0.026031808772683185,009580
28,Hanwha_Solutions,Materials_&_Chemicals,2017,Q3,-0.022567892652000987,-0.023611129704476985,-0.03423232425977041,009830
28,OCI,Materials_&_Chemicals,2017,Q3,-0.015891708350999068,-0.10615071596653158,-0.0192145131508914,010060
28,Korea_Zinc,Materials_&_Chemicals,2017,Q3,-0.02864998346927372,0.03322537326208286,-0.02538100287728473,010130
28,Lotte_Chemical,Materials_&_Chemicals,2017,Q3,-0.04813327970319592,-0.007050018255428503,-0.054695098331503544,011170
28,Kumho_Petrochemical,Materials_&_Chemicals,2017,Q3,0.006226517619568939,0.031190147171458293,-0.035751364317917034,011780
28,SKC,Materials_&_Chemicals,2017,Q3,-0.011439072904656289,-0.059588977780427266,-0.01425034684204074,011790
29,Hansol_Chemical,Materials_&_Chemicals,2017,Q3,-0.04440187917298144,-0.1406565926444403,-0.08530989659579924,014680
28,Iljin_Materials,Materials_&_Chemicals,2017,Q3,-0.7479856474238065,-0.07916553411253058,-0.1897089602337796,020150
28,Namhae_Chemical,Materials_&_Chemicals,2017,Q3,-0.017251962227906148,0.19415793993298958,-0.021791342356661803,025860
28,LG_Chem,Materials_&_Chemicals,2017,Q3,-0.028251155550391482,-0.01588444305803227,-0.03360683117277041,051910
28,Huchems,Materials_&_Chemicals,2017,Q3,-0.05389692580865191,0.02904440613794368,-0.08039304361349298,069260
28,Huvis,Materials_&_Chemicals,2017,Q3,-0.0735241750223794,0.0035535080598295687,-0.1959558616575845,093370
28,Poongsan,Materials_&_Chemicals,2017,Q3,-0.011505571871028186,0.032309647922649454,-0.018087394280154268,103140
28,Korea_Steel,Materials_&_Chemicals,2017,Q3,-0.007080792290046656,-0.01031830332469319,-0.03524959715546827,104700
28,LG_Hausys,Materials_&_Chemicals,2017,Q3,-0.02093813957242152,-0.03723974710268618,-0.06495504929253726,108670
28,Kolon_Industries,Materials_&_Chemicals,2017,Q3,-0.01259774930430635,0.02240995449156935,-0.04374383603221976,120110
