,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Code
7,Kyungbang,Materials_&_Chemicals,2022,Q4,0.01766930511252862,-0.12059614568057797,0.017186328981429022,000050
8,Chosun_Refractories,Materials_&_Chemicals,2022,Q4,0.019217834981658966,-0.0629502687786978,0.015204212932843797,000480
7,Youngpoong,Materials_&_Chemicals,2022,Q4,0.05560618120993566,0.05545652105528609,0.06248678912204497,000670
7,Dongkuk_Steel,Materials_&_Chemicals,2022,Q4,0.041145661861299976,0.020464018823525554,0.10773659915808098,001230
7,SeAH_Besteel,Materials_&_Chemicals,2022,Q4,-0.03931773021257623,-40.507887630688415,-0.06030631062185532,001430
7,KIS_Wire,Materials_&_Chemicals,2022,Q4,-0.0019076349352042943,-0.037583082856021965,-0.002514069352802517,002240
7,KCC,Materials_&_Chemicals,2022,Q4,-0.04435446190257708,-0.06859721194108626,-0.0473990646452207,002380
7,SeAH_Steel,Materials_&_Chemicals,2022,Q4,0.001482528315390308,-0.8828833240931988,0.0016811474208159316,003030
7,Ilshin_Spinning,Materials_&_Chemicals,2022,Q4,-0.19692999793071864,-0.042986181650928046,-0.20368209569625928,003200
7,Hanil_Cement,Materials_&_Chemicals,2022,Q4,0.004830492567873712,-7.352962961643517,0.002121558766554177,003300
7,Ssangyong_Cement,Materials_&_Chemicals,2022,Q4,-0.029765386490815615,-0.4618469298501602,-0.028468998064777873,003410
7,Samsung_Fine Chemicals,Materials_&_Chemicals,2022,Q4,0.028546023493103423,0.21088241301150235,0.03700585211190055,004000
7,Hyundai_Steel,Materials_&_Chemicals,2022,Q4,0.0013423910712613285,0.16932150740969965,0.013972550941108386,004020
7,POSCO_Holdings,Materials_&_Chemicals,2022,Q4,-0.013699060923001216,-0.045712250055257364,-0.012809042692814243,005490
8,Korea_Petrochemical_Ind,Materials_&_Chemicals,2022,Q4,0.04384064785577568,0.23207160483950906,0.052334205675730106,006650
8,Kukdo_Chemical,Materials_&_Chemicals,2022,Q4,0.012363322817233846,0.1336868750046033,0.004696169466216205,007690
7,Moorim_P&P,Materials_&_Chemicals,2022,Q4,-0.01421291815161152,0.0263319711870057,-0.02730685535607491,009580
7,Hanwha_Solutions,Materials_&_Chemicals,2022,Q4,-0.010644482050221837,0.02745942327164863,-0.02623867523466572,009830
7,OCI,Materials_&_Chemicals,2022,Q4,-0.00240469797523013,0.03704621643819095,-0.02052802869871173,010060
7,Korea_Zinc,Materials_&_Chemicals,2022,Q4,-0.08625899198271925,-0.05661388193444439,-0.02073742881040519,010130
7,Lotte_Chemical,Materials_&_Chemicals,2022,Q4,0.04386033263854061,0.08721149474106615,0.04693939626215937,011170
7,Kumho_Petrochemical,Materials_&_Chemicals,2022,Q4,-0.03907166937087303,0.12929583551260315,-0.03449124636111578,011780
7,SKC,Materials_&_Chemicals,2022,Q4,0.1332157842749797,66.03612322443155,0.046906831819401806,011790
8,Hansol_Chemical,Materials_&_Chemicals,2022,Q4,-0.03669645531988808,-0.060270993315138854,-0.03704016883045136,014680
7,Iljin_Materials,Materials_&_Chemicals,2022,Q4,0.009108679476321435,0.15781931194576682,0.04194752139352009,020150
7,Namhae_Chemical,Materials_&_Chemicals,2022,Q4,0.04760488693888765,0.08350777754073846,0.05717457640830792,025860
7,LG_Chem,Materials_&_Chemicals,2022,Q4,0.01838617169764789,0.24059787801904509,0.02888940553656505,051910
7,Huchems,Materials_&_Chemicals,2022,Q4,-0.003934763434886079,0.14276615333731257,-0.010198740755337887,069260
7,Huvis,Materials_&_Chemicals,2022,Q4,-0.10316389446800378,0.0015294321205737704,-0.051212345105674295,093370
7,Poongsan,Materials_&_Chemicals,2022,Q4,-0.009650735731754345,-0.1365347848609455,-0.05147876386811712,103140
7,Korea_Steel,Materials_&_Chemicals,2022,Q4,-0.03873087304216227,-0.056585122430403034,-0.1524878982212352,104700
7,LG_Hausys,Materials_&_Chemicals,2022,Q4,0.06024351929794325,0.021323096244602602,0.49107257960551765,108670
7,Kolon_Industries,Materials_&_Chemicals,2022,Q4,0.016007060924006278,-0.11962567766074805,0.05193834150057042,120110
