,name,year,quarter,sector,Relative Return,매출액 변화율,이익잉여금 변화율,부채총계 변화율,실업률 변화율,유동부채 변화율,법인세차감전 순이익 변화율,Label,Code
6,조선내화,2023,Q2,철강_소재,0.01859796740924216,-1.0,-0.021716290280187622,0.2984630361073426,-0.04938271604938271,0.2766390654312576,-1.0074468658632325,-0.20592868253686974,000480
6,영풍,2023,Q2,철강_소재,-0.008138775911639778,0.04329616218725052,-0.02415226449330099,-0.16673179048034303,-0.04938271604938271,-0.28692800242049044,-1.5262750568900643,-0.11496775629119849,000670
6,동국제강,2023,Q2,철강_소재,0.20365198402539958,-0.9989383478227063,0.116804760161203,-0.9866329821977048,-0.04938271604938271,-0.9899553805567497,-1.0182043692792768,-0.2414258499784816,001230
6,세아베스틸,2023,Q2,철강_소재,-0.01517141271331833,-0.930894918620101,-0.010380686732845978,-0.1534267358578889,-0.04938271604938271,-0.28609043089648023,-1.2471798732723183,-0.011149875952507583,001430
6,고려제강,2023,Q2,철강_소재,0.19543682499953216,0.1353832286758263,0.008092047951840264,-0.11346696179580595,-0.04938271604938271,-0.17195986974351807,-0.42142241587434826,-0.14986109013631127,002240
6,세아제강,2023,Q2,철강_소재,0.21341076251411584,-0.8310087795319322,0.0002896623968129397,-0.16277797991485932,-0.04938271604938271,-0.5396417872474724,-0.9940175462988784,-0.0356870328660239,003030
6,현대제철,2023,Q2,철강_소재,-0.048063175218814744,0.04628851965802294,0.02050219584656121,-0.0811824661914532,-0.04938271604938271,-0.12463321524597859,0.1117926272477563,0.02053365005905311,004020
6,삼광글라스,2023,Q2,철강_소재,-0.14846349759528193,-0.1598188380404698,-0.005915430933253973,-0.03162433330029801,-0.04938271604938271,0.049233905323562865,-0.9591531612578729,0.0944702679884324,005090
6,POSCO,2023,Q2,철강_소재,0.5378390778086102,-0.05889922216709864,-0.00019774217580914577,-0.028070078566581724,-0.04938271604938271,-0.5694567474756151,-0.7398196197370517,-0.1548998759525076,005490
6,무림P&P,2023,Q2,철강_소재,-0.11948345723663582,-0.1344288207357921,-0.02041528651895963,0.06325845552028841,-0.04938271604938271,-0.19816604744079835,-1.8469756328099733,-0.04189260821913885,009580
6,고려아연,2023,Q2,철강_소재,-0.02949819793436219,-0.015146525943907974,0.0198220641685376,-0.17982789185406234,-0.04938271604938271,-0.18452249655480046,-0.019486634616092013,0.015317304317304298,010130
6,풍산,2023,Q2,철강_소재,-0.1827580104026475,0.004866407915110393,0.0378519480820545,-0.053217054289476096,-0.04938271604938271,0.040114347346914325,-0.20806075211394304,0.059105726288388775,103140
6,한국철강,2023,Q2,철강_소재,-0.18370531086095038,0.08361909146289026,0.13487660966436232,-0.20051588835217682,-0.04938271604938271,-0.2680392181207514,1.1205465224918987,0.08879760303908905,104700
