Variable,VIF
const,1.208066047905451
F_유동자산 변화율,1.2596546093128498
F_비유동자산 변화율,21.047412233111903
F_자산총계 변화율,42.00651235974781
F_유동부채 변화율,1.113349755053275
F_비유동부채 변화율,4.8208999467323475
F_부채총계 변화율,7.452805625643503
F_이익잉여금 변화율,1.356036498887359
F_자본총계 변화율,21.748848291990402
F_매출액 변화율,1.7380121807638953
F_영업이익 변화율,1.6738424297718388
F_법인세차감전 순이익 변화율,1.0903613199967923
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4272873143290208
M_환율 변화율,38.34677237574602
M_GDP 변화율,101.74763976160001
M_금리 변화율,3.2952150532271878
M_수출액 변화율,18.999563945623567
M_실업률 변화율,6.494341243854308
M_국제유가 변화율,4.86932863015322
M_주택가격 변화율,78.91812211958195
Relative Return,1.0846438742206206
