,name,year,quarter,sector,Relative Return,매출액 변화율,이익잉여금 변화율,부채총계 변화율,실업률 변화율,유동부채 변화율,법인세차감전 순이익 변화율,Label,Code
4,조선내화,2023,Q4,철강_소재,-0.23123545640332863,-61.551482707686475,0.00010999641630404788,-0.18369681516622438,0.0625,-0.1459883223398738,3.7334581338633495,-0.03284289441307822,000480
4,영풍,2023,Q4,철강_소재,-0.11901841935253826,0.003950976324516242,-0.07742265801867809,-0.00028531596401049075,0.0625,0.08181031728482813,-4.256772311119469,-0.1913417954123733,000670
4,동국제강,2023,Q4,철강_소재,-0.16895502636089346,-285.8303277382443,-0.08420327257327986,0.24192433585115158,0.0625,0.23889006903559862,-87.99916031540845,0.028548288267116508,001230
4,세아베스틸,2023,Q4,철강_소재,-0.08331126280678475,1.1351278158889428,-0.005181895813851534,0.032675249255754935,0.0625,0.03884353787656081,5.312407571001018,-0.08023989203481333,001430
4,고려제강,2023,Q4,철강_소재,0.02206669831066725,0.057311074652659055,0.01147179319196634,-0.1738276632916742,0.0625,-0.2865558091902103,-0.35325432129223766,0.14439091227243822,002240
4,세아제강,2023,Q4,철강_소재,0.06408017624255795,0.5581931964026041,-0.011665631929074882,0.10010855401029528,0.0625,0.25627690247099255,5.212156421607141,0.024587676592854324,003030
4,현대제철,2023,Q4,철강_소재,-0.12991780905310743,-0.06554168490903944,-0.025137879038721223,0.035765566429291296,0.0625,0.18170072714709762,-3.447157279173312,-0.06897158170214987,004020
4,삼광글라스,2023,Q4,철강_소재,-0.244654431794135,-0.035981436053085014,-0.0425549837239898,-0.06368727428824916,0.0625,-0.06496609030213041,-0.6773076540750319,0.0357202492376105,005090
4,POSCO,2023,Q4,철강_소재,-0.12689963756875255,-0.663845462321958,-0.005406221021247215,-0.06245042623832431,0.0625,-0.07927259227959305,-0.9216650547457792,-0.12751720515276052,005490
4,무림P&P,2023,Q4,철강_소재,-0.14055262680523023,0.0747652970326762,-0.034429825204185804,0.06016218797463857,0.0625,0.28128972842404454,0.6604030590591188,0.009048081563072224,009580
4,고려아연,2023,Q4,철강_소재,-0.16686356675994282,0.06893550465260034,0.021993646418756896,-0.03609229264209046,0.0625,-0.039106865423718995,1.0436372962345772,0.05320753666750158,010130
4,풍산,2023,Q4,철강_소재,0.10459835777737074,0.30792459315995657,0.019489996935242893,0.15861015447060556,0.0625,0.1970693515998747,0.8268460329246106,0.6608558496112609,103140
4,한국철강,2023,Q4,철강_소재,0.023666145040512385,0.06558244091489596,0.03458869356253147,0.002406085186936524,0.0625,0.07735667440666738,-0.545499726788363,0.6860382608668609,104700
