,0
Relative Return,0.152421260518719
특정 증권 등 소유 증감 비율변화율,0.1128176755731695
주주 수변화율,0.104718305884339
전체 주주 수변화율,0.08281556186036505
전체 주식 수변화율,0.07347910836501813
