video_id,published_at,view_count
X4EEIx80ejI,2020-08-13T23:53:54Z,2728
o6Stk1vCp4Y,2020-08-13T23:36:18Z,1675
bX32HEOnxKw,2020-08-13T23:30:32Z,8916
eOUYiIofAQs,2020-08-13T23:19:57Z,2648
MLHIK3MKXgA,2020-08-13T23:16:56Z,11442
I9MQdkBoMa8,2020-08-13T09:56:35Z,4297
RFi1C0L5tzM,2020-08-13T09:54:22Z,7222
xTpu3DcnuaI,2020-08-13T09:50:44Z,3222
9rIbSQ7lkVg,2020-08-13T09:48:44Z,2929
VUHOUv6cX9I,2020-08-13T08:23:13Z,32044
Gbo3MUyEIQ0,2020-08-13T07:22:00Z,6846
xKTLJuyQRyc,2020-08-13T07:20:08Z,14498
IEQG5t_L_jU,2020-08-13T06:40:28Z,2328
8-0GdQBMKO4,2020-08-13T06:39:51Z,7449
IioFFxsT09Q,2020-08-13T05:49:15Z,9661
H12z4tCTPsY,2020-08-13T05:45:53Z,9775
xSYUIFGHLI8,2020-08-13T05:12:40Z,8655
omNoLMlfpA0,2020-08-13T04:16:08Z,1466
wEhT5Z97orY,2020-08-13T02:53:53Z,12323
BxAbSnhTvss,2020-08-13T00:09:12Z,1317
iUOvEFa5Uzk,2020-08-12T23:58:54Z,1330
IxKFjL7liaQ,2020-08-12T23:41:14Z,1731
ddtpEfhyy9s,2020-08-12T23:27:09Z,2586
QLCAc_EsIq4,2020-08-12T22:48:14Z,10102
ncauNvMWHws,2020-08-12T10:16:39Z,3333
05aEE4c-oA0,2020-08-12T10:13:45Z,2334
VmEIXAceKo8,2020-08-12T10:09:09Z,1395
mheg3i_7jZM,2020-08-12T07:37:13Z,4726
QOouIvtaC0c,2020-08-12T07:23:46Z,13391
MgCqwz8dMkU,2020-08-12T07:20:06Z,5049
DLiaUpVIEgM,2020-08-12T06:39:57Z,10102
j0bpEw21rgo,2020-08-12T06:09:10Z,8231
5HdxA1GpmsY,2020-08-12T06:05:54Z,8444
ca9smuu-ahI,2020-08-12T05:40:48Z,1329
lQxlZCZumcY,2020-08-12T02:41:10Z,5258
SQjdxBIOnK0,2020-08-12T00:06:20Z,4430
ncLsmL_ycaY,2020-08-11T23:55:20Z,1659
XDoQ4kHs_8c,2020-08-11T09:34:25Z,3227
ZvXtdv_Sz_c,2020-08-11T09:28:50Z,6027
gfsZ5lCIW9Q,2020-08-11T09:23:33Z,3331
kjKff1ZLNwU,2020-08-11T07:21:42Z,10251
tNDIsbtlxw4,2020-08-11T07:21:10Z,7336
WK_p96Z9DIE,2020-08-11T05:55:52Z,4584
cYTKHLYRvQw,2020-08-11T05:56:43Z,5596
SSvpddAoDhA,2020-08-11T05:52:09Z,23555
5RldIKZOzOY,2020-08-11T05:42:44Z,9899
aCoAoeKLAv0,2020-08-11T02:33:17Z,13116
10Y87zH5jdM,2020-08-11T00:02:49Z,3517
10Y87zH5jdM,2020-08-11T00:02:49Z,3517
cdS4B-DWYRA,2020-08-10T23:54:01Z,1920
sANBjibthU4,2020-08-10T22:50:48Z,32290
QxMehnW50IM,2020-08-10T10:27:43Z,1562
E82R62tJvnA,2020-08-10T10:25:35Z,2017
0Mj4DpRpUWc,2020-08-10T10:20:25Z,20667
-1TEkbPcqJY,2020-08-10T07:19:24Z,26575
lzDdPYSl2P0,2020-08-10T07:17:44Z,3377
Hy7lCimIAFQ,2020-08-10T07:11:13Z,8485
oRxq9yEbvAM,2020-08-10T07:03:32Z,7562
J3rOuZYdUaM,2020-08-10T06:30:58Z,19429
GnTjuFOmVOs,2020-08-10T06:28:02Z,28486
QqLPXddp7_8,2020-08-10T05:55:36Z,1511
ydqWK6Tfgqw,2020-08-10T01:51:07Z,3405
69bwZsYNLic,2020-08-09T23:42:29Z,3548
AlgXvDGGr4Y,2020-08-09T23:36:47Z,1826
axfRBf1XmZM,2020-08-09T23:27:19Z,5085
z-sHntpCJjw,2020-08-09T22:52:05Z,14333
JWMnHYFThaA,2020-08-07T09:55:13Z,5586
9grRNpTc_bU,2020-08-07T09:55:54Z,4391
KJfM9vsHIKA,2020-08-07T09:54:37Z,3080
y93edVNk_ls,2020-08-07T09:54:38Z,1736
8uO-saCbWaU,2020-08-07T08:14:34Z,4387
oyMcW9GkSe0,2020-08-07T07:13:21Z,38773
OKIqmsQENZI,2020-08-07T07:13:19Z,3567
6-6gdzVIlUo,2020-08-07T06:17:58Z,1956
7KiLEFIWvc4,2020-08-07T05:17:15Z,6247
u5dVjP93R7w,2020-08-07T05:18:17Z,3620
84KjgfJ07Ws,2020-08-07T05:16:33Z,17083
ev76V70E-Ek,2020-08-07T02:55:43Z,1095
pZ688ZuM9Oo,2020-08-07T02:36:24Z,14239
cyL0jUNMpvY,2020-08-07T02:18:33Z,48654
JqKwwgKdroI,2020-08-06T23:41:56Z,2155
JwwNfJylHDI,2020-08-06T23:39:38Z,3382
JeBRzH6YSAo,2020-08-06T23:31:08Z,6083
sJ7TGusXRUE,2020-08-06T23:12:03Z,97362
NfzXjCfsloY,2020-08-06T09:20:46Z,3917
4Up10kVW95M,2020-08-06T09:12:12Z,2793
ARrn0kO2hJA,2020-08-06T08:23:00Z,5832
KJVML9jvlHo,2020-08-06T07:16:23Z,25791
aEksPkLKkYw,2020-08-06T07:15:18Z,2708
WUyK9VCx-dE,2020-08-06T05:42:40Z,12210
ZFBHPpvwDsU,2020-08-06T05:40:14Z,304454
QpOVugig5Kg,2020-08-06T05:33:55Z,11576
6ZRD99gRUEI,2020-08-06T05:21:16Z,21857
qyg2twPYcbw,2020-08-06T05:22:20Z,50212
32KH3cbzx08,2020-08-06T04:11:36Z,2212
h31o4G96Deo,2020-08-06T00:06:41Z,2008
-Yd-f5f0VuI,2020-08-05T23:43:47Z,3592
7u5gr4HbYXk,2020-08-05T23:28:03Z,1910
0P3cb4WRjK4,2020-08-05T22:48:41Z,10834
ICnUOUh7ZNE,2020-08-05T09:38:27Z,2999
UYu7G9yHY4k,2020-08-05T09:36:16Z,1848
fYLAWaQtuQU,2020-08-05T09:32:30Z,5034
FQv7O7k_q0Y,2020-08-05T07:20:06Z,9052
exe3zJIKL0s,2020-08-05T07:19:57Z,9645
rkOf4Pbd4nY,2020-08-05T05:40:51Z,83428
1TvDa7gvf9Y,2020-08-05T05:39:00Z,2682
BVWFN9CNeEA,2020-08-05T05:36:38Z,7735
Tq77kQ1ypBk,2020-08-05T05:36:44Z,6738
y9QIDladnZM,2020-08-05T05:37:40Z,8303
09NgtRdpbgg,2020-08-05T05:32:57Z,9337
6dmBX7mjWgI,2020-08-05T04:05:45Z,8809
CUVf9_omcXQ,2020-08-05T02:01:54Z,4025
7TyMMLPsJBE,2020-08-04T23:41:41Z,1275
xu1fKnTTPkk,2020-08-04T23:34:25Z,1347
5A6WftFrNuQ,2020-08-04T23:27:53Z,1750
B_Zy5H4LZcI,2020-08-04T23:23:51Z,9491
3dwptoq-fsk,2020-08-04T09:35:42Z,2828
13IfpqWS1pQ,2020-08-04T09:35:31Z,4396
mq7pdn4wEAQ,2020-08-04T09:35:33Z,1526
7LSVsMzhJU8,2020-08-04T07:31:41Z,4783
G8KLJQ8-LVM,2020-08-04T07:20:22Z,14098
jNOVdL33PGI,2020-08-04T05:38:56Z,27863
Yrm2wi9e7vQ,2020-08-04T05:16:58Z,2652
qxku9_cyGp8,2020-08-04T05:15:56Z,4156
qy9YWvl0xjM,2020-08-04T05:15:22Z,2202
hwmDRQMPht0,2020-08-03T23:43:36Z,2396
SdUpl9E4kno,2020-08-03T23:34:33Z,6420
JgNid-CV2Mo,2020-08-03T23:26:04Z,2379
wCfIBQUqyjU,2020-08-03T10:10:33Z,5918
Dn1Y2xUR10o,2020-08-03T10:07:14Z,1476
h7oNrRXEDxc,2020-08-03T10:02:33Z,2742
2dROxwgir6o,2020-08-03T09:17:00Z,7544
YhrvQj5MclY,2020-08-03T09:12:47Z,1763
_9OcNkniNYs,2020-08-03T09:09:03Z,1261
RRQFOzbceGI,2020-08-03T07:17:54Z,7445
wxeKF9AY6Gc,2020-08-03T07:18:08Z,14547
yRfoxxn0bRc,2020-08-03T05:35:15Z,2472
CQVNcP1K6Hg,2020-08-03T05:34:18Z,2763
71MansmF4UM,2020-08-03T05:00:30Z,19207
HtWssO2tMDE,2020-08-03T04:53:23Z,30884
-6NMkU1zoFI,2020-08-03T02:07:58Z,8062
BxEDdzODtc0,2020-08-02T23:42:42Z,2523
fMToR1TPM9c,2020-08-02T23:36:52Z,1876
4T_AGsvh55s,2020-08-02T23:11:45Z,2491
6Qi_njDiumE,2020-08-02T23:03:31Z,34582
P5hbvUgaQo4,2020-07-31T09:32:57Z,3204
isWWJ1a4jEk,2020-07-31T09:30:59Z,32321
fKVcL0iKxao,2020-07-31T09:26:37Z,25249
BN71p-SSfZE,2020-07-31T09:24:11Z,3355
c5GJOfQh_D8,2020-07-31T08:28:57Z,4196
