,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,1인평균급여 변화율,보유 주식 수 변화율,국제유가 변화율,기초 소유주식 지분율 변화율,Label,Code
3,에스엘,2024,Q1,경기소비재,-0.03461302608610922,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,0.09461106231949516,005850
3,동아타이어,2024,Q1,경기소비재,0.014087573516147707,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,0.1568940138694083,007340
3,서연,2024,Q1,경기소비재,-0.20480535678798745,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.13544888411945763,007860
3,호텔신라,2024,Q1,경기소비재,-0.04357529876882611,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.14890016019037375,008770
3,한샘,2024,Q1,경기소비재,0.286103432571834,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.17699504045135955,009240
3,모토닉,2024,Q1,경기소비재,0.0123775520447868,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,0.09813694107557816,009680
3,화신,2024,Q1,경기소비재,-0.10286384503520953,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.0842429660233988,010690
3,현대위아,2024,Q1,경기소비재,-0.05819062057776517,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.08509302932598516,011210
3,현대모비스,2024,Q1,경기소비재,-0.13460224986892455,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,0.007570057222139666,012330
3,에스원,2024,Q1,경기소비재,0.047238957968351515,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.07156628569971138,012750
3,한온시스템,2024,Q1,경기소비재,-0.034667048053187474,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.2577941544797899,018880
3,대교,2024,Q1,경기소비재,-0.003950613797002948,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.12218991005774513,019680
3,한섬,2024,Q1,경기소비재,-0.07203196331158042,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.07871344399903141,020000
3,코웨이,2024,Q1,경기소비재,0.0958327671506026,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,0.05786302301221821,021240
3,롯데쇼핑,2024,Q1,경기소비재,-0.05610878565989993,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.10894297841541659,023530
3,삼성물산,2024,Q1,경기소비재,-0.12791300370953812,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.023399567059983174,028260
3,세종공업,2024,Q1,경기소비재,-0.06194140166156326,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.14839286620406053,033530
3,강원랜드,2024,Q1,경기소비재,-0.10023142195089471,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.025792270564835275,035250
3,한라홀딩스,2024,Q1,경기소비재,-0.06401341293330459,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,0.018583273081170498,060980
3,S&T모티브,2024,Q1,경기소비재,-0.002516592375339438,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.052887440766733185,064960
3,현대백화점,2024,Q1,경기소비재,-0.04812189164976931,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.03313095790906125,069960
3,금호타이어,2024,Q1,경기소비재,0.34575440324195367,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.342100836300572,073240
3,현대리바트,2024,Q1,경기소비재,0.2796667580566886,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.03549681810011563,079430
3,베이직하우스,2024,Q1,경기소비재,0.10863203718014715,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.20518719268684707,084870
3,LF,2024,Q1,경기소비재,0.11242984945421906,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.09617443616993082,093050
3,한세실업,2024,Q1,경기소비재,0.018754813434009993,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.0741090340188332,105630
3,영원무역,2024,Q1,경기소비재,-0.11740459804395488,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,0.02463774657118593,111770
3,GKL,2024,Q1,경기소비재,0.12916254155375093,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.19703730763539506,114090
3,한국타이어,2024,Q1,경기소비재,-0.14156129378174886,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.009367340826250105,161390
