,name,year,quarter,sector,Relative Return,금리 변화율,자본금 변화율,1인평균급여 변화율,보유 주식 수 변화율,국제유가 변화율,기초 소유주식 지분율 변화율,Label,Code
3,경방,2024,Q1,경기소비재,-0.10878884492008238,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.13327121036347922,000050
3,한국타이어월드와이드,2024,Q1,경기소비재,-0.08591958436319505,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,0.09538229206225915,000240
3,기아차,2024,Q1,경기소비재,-0.1401535190996598,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.05148340048672804,000270
3,SK네트웍스,2024,Q1,경기소비재,-0.2159909261683488,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.09550006237416975,001740
3,넥센타이어,2024,Q1,경기소비재,-0.027219072914569806,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.059813922467930936,002350
3,일신방직,2024,Q1,경기소비재,-0.04609063520141231,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.05827210542631262,003200
3,쌍용차,2024,Q1,경기소비재,-0.28141137809411815,-0.12136131985833976,0.04188512267462419,0.0,0.0,-0.008599753155233536,0.0,0.0742337270953753,003620
3,한솔홀딩스,2024,Q1,경기소비재,-0.11212239306554904,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.027240306551944433,004150
3,신세계,2024,Q1,경기소비재,0.017770747728767536,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.12217443616993082,004170
3,세방전지,2024,Q1,경기소비재,0.4007713733267313,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,-0.19530655962127325,004490
3,조광피혁,2024,Q1,경기소비재,-0.05251658889123406,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,0.12036176735257406,004700
3,현대차,2024,Q1,경기소비재,-0.009406230730933338,-0.12136131985833976,0.0,0.0,0.0,-0.008599753155233536,0.0,0.03366427350748853,005380
